road_id,road_candidate_id,region_code,start_place_id,end_place_id,authoring_method,plan_status
NG-RD-000251,NG-RD-CAND-000251,NGR-03,NG-PLC-000242,NG-PLC-000188,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000252,NG-RD-CAND-000252,NGR-03,NG-PLC-000257,NG-PLC-000245,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000253,NG-RD-CAND-000253,NGR-03,NG-PLC-000231,NG-PLC-000247,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000254,NG-RD-CAND-000254,NGR-03,NG-PLC-000257,NG-PLC-000247,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000255,NG-RD-CAND-000255,NGR-03,NG-PLC-000185,NG-PLC-000230,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000256,NG-RD-CAND-000256,NGR-03,NG-PLC-000236,NG-PLC-000210,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000257,NG-RD-CAND-000257,NGR-03,NG-PLC-000236,NG-PLC-000219,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000258,NG-RD-CAND-000258,NGR-04,NG-PLC-000269,NG-PLC-000264,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000259,NG-RD-CAND-000259,NGR-04,NG-PLC-000337,NG-PLC-000285,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000260,NG-RD-CAND-000260,NGR-04,NG-PLC-000264,NG-PLC-000265,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000261,NG-RD-CAND-000261,NGR-04,NG-PLC-000258,NG-PLC-000265,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000262,NG-RD-CAND-000262,NGR-04,NG-PLC-000266,NG-PLC-000258,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000263,NG-RD-CAND-000263,NGR-04,NG-PLC-000321,NG-PLC-000319,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000264,NG-RD-CAND-000264,NGR-04,NG-PLC-000280,NG-PLC-000279,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000265,NG-RD-CAND-000265,NGR-04,NG-PLC-000340,NG-PLC-000294,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000266,NG-RD-CAND-000266,NGR-04,NG-PLC-000268,NG-PLC-000276,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000267,NG-RD-CAND-000267,NGR-04,NG-PLC-000266,NG-PLC-000269,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000268,NG-RD-CAND-000268,NGR-04,NG-PLC-000283,NG-PLC-000308,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000269,NG-RD-CAND-000269,NGR-04,NG-PLC-000277,NG-PLC-000268,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000270,NG-RD-CAND-000270,NGR-04,NG-PLC-000274,NG-PLC-000310,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000271,NG-RD-CAND-000271,NGR-04,NG-PLC-000333,NG-PLC-000331,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000272,NG-RD-CAND-000272,NGR-04,NG-PLC-000326,NG-PLC-000292,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000273,NG-RD-CAND-000273,NGR-04,NG-PLC-000280,NG-PLC-000272,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000274,NG-RD-CAND-000274,NGR-04,NG-PLC-000337,NG-PLC-000312,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000275,NG-RD-CAND-000275,NGR-04,NG-PLC-000263,NG-PLC-000268,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000276,NG-RD-CAND-000276,NGR-04,NG-PLC-000267,NG-PLC-000266,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000277,NG-RD-CAND-000277,NGR-04,NG-PLC-000265,NG-PLC-000262,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000278,NG-RD-CAND-000278,NGR-04,NG-PLC-000336,NG-PLC-000307,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000279,NG-RD-CAND-000279,NGR-04,NG-PLC-000301,NG-PLC-000300,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000280,NG-RD-CAND-000280,NGR-04,NG-PLC-000340,NG-PLC-000285,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000281,NG-RD-CAND-000281,NGR-04,NG-PLC-000327,NG-PLC-000303,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000282,NG-RD-CAND-000282,NGR-04,NG-PLC-000279,NG-PLC-000310,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000283,NG-RD-CAND-000283,NGR-04,NG-PLC-000323,NG-PLC-000322,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000284,NG-RD-CAND-000284,NGR-04,NG-PLC-000307,NG-PLC-000331,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000285,NG-RD-CAND-000285,NGR-04,NG-PLC-000264,NG-PLC-000262,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000286,NG-RD-CAND-000286,NGR-04,NG-PLC-000312,NG-PLC-000293,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000287,NG-RD-CAND-000287,NGR-04,NG-PLC-000341,NG-PLC-000266,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000288,NG-RD-CAND-000288,NGR-04,NG-PLC-000327,NG-PLC-000304,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000289,NG-RD-CAND-000289,NGR-04,NG-PLC-000284,NG-PLC-000310,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000290,NG-RD-CAND-000290,NGR-04,NG-PLC-000294,NG-PLC-000298,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000291,NG-RD-CAND-000291,NGR-04,NG-PLC-000269,NG-PLC-000262,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000292,NG-RD-CAND-000292,NGR-04,NG-PLC-000296,NG-PLC-000291,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000293,NG-RD-CAND-000293,NGR-04,NG-PLC-000322,NG-PLC-000343,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000294,NG-RD-CAND-000294,NGR-04,NG-PLC-000294,NG-PLC-000285,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000295,NG-RD-CAND-000295,NGR-04,NG-PLC-000325,NG-PLC-000320,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000296,NG-RD-CAND-000296,NGR-04,NG-PLC-000276,NG-PLC-000262,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000297,NG-RD-CAND-000297,NGR-04,NG-PLC-000286,NG-PLC-000315,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000298,NG-RD-CAND-000298,NGR-04,NG-PLC-000275,NG-PLC-000277,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000299,NG-RD-CAND-000299,NGR-04,NG-PLC-000262,NG-PLC-000270,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000300,NG-RD-CAND-000300,NGR-04,NG-PLC-000277,NG-PLC-000344,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000301,NG-RD-CAND-000301,NGR-04,NG-PLC-000288,NG-PLC-000302,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000302,NG-RD-CAND-000302,NGR-04,NG-PLC-000288,NG-PLC-000318,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000303,NG-RD-CAND-000303,NGR-04,NG-PLC-000304,NG-PLC-000261,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000304,NG-RD-CAND-000304,NGR-04,NG-PLC-000312,NG-PLC-000298,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000305,NG-RD-CAND-000305,NGR-04,NG-PLC-000279,NG-PLC-000311,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000306,NG-RD-CAND-000306,NGR-04,NG-PLC-000334,NG-PLC-000296,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000307,NG-RD-CAND-000307,NGR-04,NG-PLC-000287,NG-PLC-000316,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000308,NG-RD-CAND-000308,NGR-04,NG-PLC-000331,NG-PLC-000298,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000309,NG-RD-CAND-000309,NGR-04,NG-PLC-000297,NG-PLC-000334,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000310,NG-RD-CAND-000310,NGR-04,NG-PLC-000262,NG-PLC-000278,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000311,NG-RD-CAND-000311,NGR-04,NG-PLC-000277,NG-PLC-000284,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000312,NG-RD-CAND-000312,NGR-04,NG-PLC-000289,NG-PLC-000338,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000313,NG-RD-CAND-000313,NGR-04,NG-PLC-000286,NG-PLC-000275,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000314,NG-RD-CAND-000314,NGR-04,NG-PLC-000319,NG-PLC-000302,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000315,NG-RD-CAND-000315,NGR-04,NG-PLC-000267,NG-PLC-000281,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000316,NG-RD-CAND-000316,NGR-04,NG-PLC-000342,NG-PLC-000260,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000317,NG-RD-CAND-000317,NGR-04,NG-PLC-000341,NG-PLC-000277,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000318,NG-RD-CAND-000318,NGR-04,NG-PLC-000335,NG-PLC-000339,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000319,NG-RD-CAND-000319,NGR-04,NG-PLC-000260,NG-PLC-000302,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000320,NG-RD-CAND-000320,NGR-04,NG-PLC-000260,NG-PLC-000301,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000321,NG-RD-CAND-000321,NGR-04,NG-PLC-000324,NG-PLC-000260,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000322,NG-RD-CAND-000322,NGR-04,NG-PLC-000289,NG-PLC-000290,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000323,NG-RD-CAND-000323,NGR-04,NG-PLC-000311,NG-PLC-000320,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000324,NG-RD-CAND-000324,NGR-04,NG-PLC-000319,NG-PLC-000260,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000325,NG-RD-CAND-000325,NGR-04,NG-PLC-000298,NG-PLC-000329,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000326,NG-RD-CAND-000326,NGR-04,NG-PLC-000309,NG-PLC-000297,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000327,NG-RD-CAND-000327,NGR-04,NG-PLC-000259,NG-PLC-000297,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000328,NG-RD-CAND-000328,NGR-04,NG-PLC-000273,NG-PLC-000271,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000329,NG-RD-CAND-000329,NGR-04,NG-PLC-000291,NG-PLC-000311,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000330,NG-RD-CAND-000330,NGR-04,NG-PLC-000314,NG-PLC-000299,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000331,NG-RD-CAND-000331,NGR-04,NG-PLC-000298,NG-PLC-000297,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000332,NG-RD-CAND-000332,NGR-04,NG-PLC-000314,NG-PLC-000275,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000333,NG-RD-CAND-000333,NGR-04,NG-PLC-000318,NG-PLC-000317,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000334,NG-RD-CAND-000334,NGR-04,NG-PLC-000295,NG-PLC-000326,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000335,NG-RD-CAND-000335,NGR-04,NG-PLC-000318,NG-PLC-000287,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000336,NG-RD-CAND-000336,NGR-04,NG-PLC-000308,NG-PLC-000334,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000337,NG-RD-CAND-000337,NGR-04,NG-PLC-000299,NG-PLC-000284,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000338,NG-RD-CAND-000338,NGR-04,NG-PLC-000279,NG-PLC-000290,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000339,NG-RD-CAND-000339,NGR-04,NG-PLC-000303,NG-PLC-000345,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000340,NG-RD-CAND-000340,NGR-04,NG-PLC-000307,NG-PLC-000309,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000341,NG-RD-CAND-000341,NGR-04,NG-PLC-000307,NG-PLC-000283,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000342,NG-RD-CAND-000342,NGR-04,NG-PLC-000345,NG-PLC-000315,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000343,NG-RD-CAND-000343,NGR-04,NG-PLC-000343,NG-PLC-000316,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000344,NG-RD-CAND-000344,NGR-04,NG-PLC-000306,NG-PLC-000326,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000345,NG-RD-CAND-000345,NGR-04,NG-PLC-000283,NG-PLC-000301,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000346,NG-RD-CAND-000346,NGR-05,NG-PLC-000424,NG-PLC-000370,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000347,NG-RD-CAND-000347,NGR-05,NG-PLC-000357,NG-PLC-000352,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000348,NG-RD-CAND-000348,NGR-05,NG-PLC-000407,NG-PLC-000376,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000349,NG-RD-CAND-000349,NGR-05,NG-PLC-000418,NG-PLC-000419,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000350,NG-RD-CAND-000350,NGR-05,NG-PLC-000413,NG-PLC-000377,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
