persistence_qualification_id,coordinate_candidate_id,canonical_spatial_point_id,geometry_id,migration_action,source_verified,coordinate_valid,map_reconciled,crs_valid,precision_valid,containment_valid,topology_valid,topology_applicability,environment_resolved,environment_applicability,conflict_free,conflict_applicability,canonical_id_stable,geometry_assignment_valid,crosswalk_valid,effective_dating_valid,qualification_status,findings,runtime_effect_scope
NG-SPPERSIST-0000924,coordcand:nngla:e5782ca181254a08d68dbc195ac98d13008d2b1180becba5ee9da9abcbc79888,NG-SPT-001627,NG-GEO-001648,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000925,coordcand:nngla:8e5e05e3993c7b34ad1ed7324edbd86e1a2f24423b13c374efb1fb9a7b68aac1,NG-SPT-001628,NG-GEO-001649,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000926,coordcand:nngla:24e630ed6c41e5835551b98087241c35e17596d7e7325230f7d55d84296712ea,NG-SPT-000402,NG-GEO-000423,INSERT_NEW,true,true,true,true,true,true,true,APPLICABLE_REFERENCE_CELL_AND_MAJOR_GRID,true,APPLICABLE_REFERENCE_FABRIC_POINT,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000927,coordcand:nngla:02e59fceaa58623ed4d8aa514146dde28a2732f2981d3d07f3196e79b93fa32b,NG-SPT-000403,NG-GEO-000424,INSERT_NEW,true,true,true,true,true,true,true,APPLICABLE_REFERENCE_CELL_AND_MAJOR_GRID,true,APPLICABLE_REFERENCE_FABRIC_POINT,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000928,coordcand:nngla:34146f947148f2725fd59f8d4a413298423347bfa5640bb52716848e70ffa276,NG-SPT-000404,NG-GEO-000425,INSERT_NEW,true,true,true,true,true,true,true,APPLICABLE_REFERENCE_CELL_AND_MAJOR_GRID,true,APPLICABLE_REFERENCE_FABRIC_POINT,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000929,coordcand:nngla:86b6bf32daabedf6849141caa7a2c95b91dea4b07bb6be8f431c0c898692199c,NG-SPT-000405,NG-GEO-000426,INSERT_NEW,true,true,true,true,true,true,true,APPLICABLE_REFERENCE_CELL_AND_MAJOR_GRID,true,APPLICABLE_REFERENCE_FABRIC_POINT,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000930,coordcand:nngla:d17f5f3d003955bcc2fdf808e14514de186759a7a91fd389e532a16884b6c175,NG-SPT-000406,NG-GEO-000427,INSERT_NEW,true,true,true,true,true,true,true,APPLICABLE_REFERENCE_CELL_AND_MAJOR_GRID,true,APPLICABLE_REFERENCE_FABRIC_POINT,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000931,coordcand:nngla:95731cd8de20c4f309e782bf6b0dba97b279d148673a93f4baa384149db12975,NG-SPT-000407,NG-GEO-000428,INSERT_NEW,true,true,true,true,true,true,true,APPLICABLE_REFERENCE_CELL_AND_MAJOR_GRID,true,APPLICABLE_REFERENCE_FABRIC_POINT,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000932,coordcand:nngla:46942a914f966418991d06886947f250325c6b451ff7363655fbeca5325c27cd,NG-SPT-000408,NG-GEO-000429,INSERT_NEW,true,true,true,true,true,true,true,APPLICABLE_REFERENCE_CELL_AND_MAJOR_GRID,true,APPLICABLE_REFERENCE_FABRIC_POINT,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000933,coordcand:nngla:70efa4fdc1eab629ece4db689d816e511c0815873646dd29baf6a84435b2b89e,NG-SPT-000409,NG-GEO-000430,INSERT_NEW,true,true,true,true,true,true,true,APPLICABLE_REFERENCE_CELL_AND_MAJOR_GRID,true,APPLICABLE_REFERENCE_FABRIC_POINT,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000934,coordcand:nngla:3231e194e20006dbf05d4bdb51b56fa397b9fe8258a21e52fbd7b60330036924,NG-SPT-000410,NG-GEO-000431,INSERT_NEW,true,true,true,true,true,true,true,APPLICABLE_REFERENCE_CELL_AND_MAJOR_GRID,true,APPLICABLE_REFERENCE_FABRIC_POINT,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000935,coordcand:nngla:2e9c3efce7f90201db8aa6076155257d86e201ce5b39866ee3767e80648357e5,NG-SPT-000411,NG-GEO-000432,INSERT_NEW,true,true,true,true,true,true,true,APPLICABLE_REFERENCE_CELL_AND_MAJOR_GRID,true,APPLICABLE_REFERENCE_FABRIC_POINT,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000936,coordcand:nngla:f817c7d3e0ffd9c11229e7bdce1adc52f8f0b8b4217d4ed1605a98a124e0b645,NG-SPT-000412,NG-GEO-000433,INSERT_NEW,true,true,true,true,true,true,true,APPLICABLE_REFERENCE_CELL_AND_MAJOR_GRID,true,APPLICABLE_REFERENCE_FABRIC_POINT,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000937,coordcand:nngla:c63e1c580c4f5de79b5cf17a50fdf822a9e306693c7e6729539f657473642b90,NG-SPT-000413,NG-GEO-000434,INSERT_NEW,true,true,true,true,true,true,true,APPLICABLE_REFERENCE_CELL_AND_MAJOR_GRID,true,APPLICABLE_REFERENCE_FABRIC_POINT,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000938,coordcand:nngla:2b5ef7f9c31e110faee14c6dfab14bd04521c0f09c5d2a95ab41ad42f4cd3b90,NG-SPT-000414,NG-GEO-000435,INSERT_NEW,true,true,true,true,true,true,true,APPLICABLE_REFERENCE_CELL_AND_MAJOR_GRID,true,APPLICABLE_REFERENCE_FABRIC_POINT,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000939,coordcand:nngla:c89ef5695def69adabdc6a0125570ae0cc5bdcc91760b9dc60314853eda1db4e,NG-SPT-000415,NG-GEO-000436,INSERT_NEW,true,true,true,true,true,true,true,APPLICABLE_REFERENCE_CELL_AND_MAJOR_GRID,true,APPLICABLE_REFERENCE_FABRIC_POINT,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000940,coordcand:nngla:97d63b7d12489fc7a53d5911be9c98c2886f024736365c366d117c86ab34367c,NG-SPT-000416,NG-GEO-000437,INSERT_NEW,true,true,true,true,true,true,true,APPLICABLE_REFERENCE_CELL_AND_MAJOR_GRID,true,APPLICABLE_REFERENCE_FABRIC_POINT,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000941,coordcand:nngla:0434b54180eee027bd3f9bca205f70ea662d91046cbcdb17c1435cd4e2975191,NG-SPT-000417,NG-GEO-000438,INSERT_NEW,true,true,true,true,true,true,true,APPLICABLE_REFERENCE_CELL_AND_MAJOR_GRID,true,APPLICABLE_REFERENCE_FABRIC_POINT,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000942,coordcand:nngla:009e8604fd4740f27584239c1e4298a52441620f1902a50109d2a26b359950e4,NG-SPT-000418,NG-GEO-000439,INSERT_NEW,true,true,true,true,true,true,true,APPLICABLE_REFERENCE_CELL_AND_MAJOR_GRID,true,APPLICABLE_REFERENCE_FABRIC_POINT,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000943,coordcand:nngla:f14147f09dd4d14f7cfd7b9557603ac3a6ac9f27f9579ced103f0e33046512be,NG-SPT-000419,NG-GEO-000440,INSERT_NEW,true,true,true,true,true,true,true,APPLICABLE_REFERENCE_CELL_AND_MAJOR_GRID,true,APPLICABLE_REFERENCE_FABRIC_POINT,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000944,coordcand:nngla:9afc86579df11c37313947c228d754f8b3b3cd551299ac538b6075eaee1769dc,NG-SPT-000420,NG-GEO-000441,INSERT_NEW,true,true,true,true,true,true,true,APPLICABLE_REFERENCE_CELL_AND_MAJOR_GRID,true,APPLICABLE_REFERENCE_FABRIC_POINT,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000945,coordcand:nngla:9728cc9799d1ee6e853b13bef56afed5e1db5b24b14068d02c1f697873b1a7f0,NG-SPT-000421,NG-GEO-000442,INSERT_NEW,true,true,true,true,true,true,true,APPLICABLE_REFERENCE_CELL_AND_MAJOR_GRID,true,APPLICABLE_REFERENCE_FABRIC_POINT,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000946,coordcand:nngla:dedf8444303ffc6525e637d2b3a0f66ad045d6c529512dee9393afce99bfdf39,NG-SPT-000422,NG-GEO-000443,INSERT_NEW,true,true,true,true,true,true,true,APPLICABLE_REFERENCE_CELL_AND_MAJOR_GRID,true,APPLICABLE_REFERENCE_FABRIC_POINT,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000947,coordcand:nngla:b3774c0907b04c0166d92d5461ec55324e4a25ea4f807084a7b7ce7e4b0d7975,NG-SPT-000423,NG-GEO-000444,INSERT_NEW,true,true,true,true,true,true,true,APPLICABLE_REFERENCE_CELL_AND_MAJOR_GRID,true,APPLICABLE_REFERENCE_FABRIC_POINT,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000948,coordcand:nngla:069352f90de6b6b97abca1280661d674a3249dc7f32c13485a89c0e25d742696,NG-SPT-000424,NG-GEO-000445,INSERT_NEW,true,true,true,true,true,true,true,APPLICABLE_REFERENCE_CELL_AND_MAJOR_GRID,true,APPLICABLE_REFERENCE_FABRIC_POINT,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000949,coordcand:nngla:4e6545adcf07049b732d61ae82aa2a143fbd51b54a019f4c3a5db7c4a4a5d6e8,NG-SPT-000425,NG-GEO-000446,INSERT_NEW,true,true,true,true,true,true,true,APPLICABLE_REFERENCE_CELL_AND_MAJOR_GRID,true,APPLICABLE_REFERENCE_FABRIC_POINT,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000950,coordcand:nngla:324e06ece95e5193f77df840519efd30c7d7bd18b9cf6c46fa497bf6cfb917db,NG-SPT-000426,NG-GEO-000447,INSERT_NEW,true,true,true,true,true,true,true,APPLICABLE_REFERENCE_CELL_AND_MAJOR_GRID,true,APPLICABLE_REFERENCE_FABRIC_POINT,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000951,coordcand:nngla:3a4c40ff610bf96c2251e983e84537a106424718fefcb539104a4c0b6040de94,NG-SPT-000427,NG-GEO-000448,INSERT_NEW,true,true,true,true,true,true,true,APPLICABLE_REFERENCE_CELL_AND_MAJOR_GRID,true,APPLICABLE_REFERENCE_FABRIC_POINT,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000952,coordcand:nngla:e24eafb20ef910a6ce0a4bd24f05075f13e07c0b6571dfd52ff743fc1f1bc968,NG-SPT-000428,NG-GEO-000449,INSERT_NEW,true,true,true,true,true,true,true,APPLICABLE_REFERENCE_CELL_AND_MAJOR_GRID,true,APPLICABLE_REFERENCE_FABRIC_POINT,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000953,coordcand:nngla:ad19ab0337eeb9aa4352459fb239becd01592cb0817d06f42fea46cbcc1a328e,NG-SPT-000429,NG-GEO-000450,INSERT_NEW,true,true,true,true,true,true,true,APPLICABLE_REFERENCE_CELL_AND_MAJOR_GRID,true,APPLICABLE_REFERENCE_FABRIC_POINT,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000954,coordcand:nngla:aad940491788136149c524faf538017610aacf59dc7a4a8e3a71d2d437e1f54e,NG-SPT-000430,NG-GEO-000451,INSERT_NEW,true,true,true,true,true,true,true,APPLICABLE_REFERENCE_CELL_AND_MAJOR_GRID,true,APPLICABLE_REFERENCE_FABRIC_POINT,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000955,coordcand:nngla:0633bf67f41d23ee72dd424671f87d24cbe88701c05728e9cfd434b9a41aefe1,NG-SPT-000431,NG-GEO-000452,INSERT_NEW,true,true,true,true,true,true,true,APPLICABLE_REFERENCE_CELL_AND_MAJOR_GRID,true,APPLICABLE_REFERENCE_FABRIC_POINT,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000956,coordcand:nngla:24b186cbcd1954de5404a606cbb9464d60b29f792ad63449ea2199c8d6eac554,NG-SPT-000432,NG-GEO-000453,INSERT_NEW,true,true,true,true,true,true,true,APPLICABLE_REFERENCE_CELL_AND_MAJOR_GRID,true,APPLICABLE_REFERENCE_FABRIC_POINT,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000957,coordcand:nngla:4e3fdabb945a0e0b39469a55ad13a8d99662c6e5af133d2b666d037f7e7f2519,NG-SPT-000433,NG-GEO-000454,INSERT_NEW,true,true,true,true,true,true,true,APPLICABLE_REFERENCE_CELL_AND_MAJOR_GRID,true,APPLICABLE_REFERENCE_FABRIC_POINT,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000958,coordcand:nngla:ef7023f5df6580dc981ede0a10b49496a34627eb55c30282a50bc3474148bdaa,NG-SPT-000434,NG-GEO-000455,INSERT_NEW,true,true,true,true,true,true,true,APPLICABLE_REFERENCE_CELL_AND_MAJOR_GRID,true,APPLICABLE_REFERENCE_FABRIC_POINT,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000959,coordcand:nngla:299ae5ae367d2b42eb927ffe440aa32abbdba38c0fce44a753612c84b2fbe365,NG-SPT-000435,NG-GEO-000456,INSERT_NEW,true,true,true,true,true,true,true,APPLICABLE_REFERENCE_CELL_AND_MAJOR_GRID,true,APPLICABLE_REFERENCE_FABRIC_POINT,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000960,coordcand:nngla:11dae5fd8ba6329e7ae777ba6f13fad080be297262a8f14a6b10f2d3a500a913,NG-SPT-000436,NG-GEO-000457,INSERT_NEW,true,true,true,true,true,true,true,APPLICABLE_REFERENCE_CELL_AND_MAJOR_GRID,true,APPLICABLE_REFERENCE_FABRIC_POINT,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000961,coordcand:nngla:0620a107a9c8f1680befeedbb333321e1bedf5d1b2b18f487530751f771d1010,NG-SPT-001629,NG-GEO-001650,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000962,coordcand:nngla:4ebaef117df5589fe89515f2d11c8f917fbbc3b6c04dc5f6331fef959eb886a2,NG-SPT-001630,NG-GEO-001651,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000963,coordcand:nngla:24d1b0cce1b93dcc67eb5e640a4c0fb7609bb452b4284c43126d1b14b91e1f59,NG-SPT-001631,NG-GEO-001652,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000964,coordcand:nngla:e0b4f07c3e73ce70c50798217731852c2a93d2932dee99bf0f07869880879462,NG-SPT-001632,NG-GEO-001653,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000965,coordcand:nngla:ab27239ef2a35cc598346637df83fad7067e71d8df174d8f9bf2f2e5e9af1ec5,NG-SPT-001633,NG-GEO-001654,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000966,coordcand:nngla:4d77362da47f7540bb04f06190ce8bbf423472a19aadfbb272283789c1924bc8,NG-SPT-001634,NG-GEO-001655,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000967,coordcand:nngla:5f851d614c6c50fc5c700dd02cb6b3e767dbc1c6b5c6301ce9567b479ad6b7e4,NG-SPT-001635,NG-GEO-001656,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000968,coordcand:nngla:97079cc6f7a1a0099f63718db5585f211f27a7f69b5688d8f6654280eea091fc,NG-SPT-001636,NG-GEO-001657,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000969,coordcand:nngla:1172f855d7666fd7d22a5d6fbef3349b1d3ef4f7b349c5334bfcdfe44e524caf,NG-SPT-001637,NG-GEO-001658,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000970,coordcand:nngla:da1126f7fc95d66ce4ebf60c27bcb3cbfb6af6d5dd405484f03523b26a5d5825,NG-SPT-001638,NG-GEO-001659,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000971,coordcand:nngla:a6777954eafef30ed21a18f01c7393f12df123c3b9dbf15298072123aaa03da8,NG-SPT-001639,NG-GEO-001660,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000972,coordcand:nngla:be3e0eedfbe058020949ac496de11e956854e41f9372817beb907dde3bd8192b,NG-SPT-001640,NG-GEO-001661,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000973,coordcand:nngla:824a304bdb7b5cb8011f61517b763c6294ee2d0ff4bc868e6ef584323d16b0f2,NG-SPT-001641,NG-GEO-001662,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000974,coordcand:nngla:8e649f27499e7dcb838b471794d92bbd893cfb067631ae336d261e1b420f7cab,NG-SPT-001642,NG-GEO-001663,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000975,coordcand:nngla:26ed338d1e710253a5cf756ccd37bbabe1f45d37510797216d1e0a6e1a0f7148,NG-SPT-001643,NG-GEO-001664,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000976,coordcand:nngla:2d965e1c2d8098c4ac1710d6aaf925efbe3b2369234b4515d3f3bac67cb65ae4,NG-SPT-001644,NG-GEO-001665,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,APPLICABLE_REFERENCE_POINT_RELATION_FULL_EXTENT_DEFERRED,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000977,coordcand:nngla:ffa572560cdf977e2a115f0adfed8b5df9c427d1b8d0b55b6aad351e9f4bc87d,NG-SPT-001645,NG-GEO-001666,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000978,coordcand:nngla:daaf35dd6fd2a555b033ca3b5094090f0a2646461d2c0038f92471495d62ace5,NG-SPT-001646,NG-GEO-001667,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000979,coordcand:nngla:022f4e8e4102b9a38372685f268abb05d28fbae39ac00fdef3c222bb27c8bc1f,NG-SPT-001647,NG-GEO-001668,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,APPLICABLE_REFERENCE_POINT_RELATION_FULL_EXTENT_DEFERRED,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000980,coordcand:nngla:97957b7ea14698465f0ecd65736b3aed2560f4439b375b886b2426c01a6447ce,NG-SPT-001648,NG-GEO-001669,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
