source_fidelity_result_id,coordinate_occurrence_id,source_file_id,source_record_id,source_dataset_id,source_dataset_version,source_path_reference,expected_source_sha256,actual_source_sha256,source_coordinate_match,source_attribute_match,dataset_lineage_match,crs_lineage_match,fidelity_status,findings
NG-FID-00002265,coordocc:nngla:9cffdd7082ee9f8f37c6b720331ba6db3f5c88f94d3e2d18f49226d6864d07c9,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00002266,coordocc:nngla:7653cd0725961d51b52a38348e731325b1c7ac116ab6b76d2f442135c9c919c9,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00002267,coordocc:nngla:6c9fe57ee2b21fa9a0b4a770ccc68c6e79f273b1dd44372fbb1b8b4fc99a64cd,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00002268,coordocc:nngla:dfed416bd51ef6cc577de98e71b83780d84b80a200ee8a1bed82724a9314fcc2,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00002269,coordocc:nngla:d1ab217019845cde8a6fc94d536b4925cb3b01ab4a56089e6d0aec80f4f6e65a,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00002270,coordocc:nngla:9e2a14d332eb6d55385a9df4a57303f3598d730d0a128fb3d2fa10793b3c6c6a,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00002271,coordocc:nngla:6ff48ecee4368d8581e848bbecc56c8d0fad079f65c596b11491a62918f908a3,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00002272,coordocc:nngla:8e4d94ae57de3c92027a18404ac5b0957245baeccf286ac1aecec111ed55cb4f,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00002273,coordocc:nngla:7df023900a78b03347c9f26b13629ffb77fe69766985ab4eff88eab5a50c2ab0,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00002274,coordocc:nngla:862941c3844fc6656ac4881612bc9f118f073299944886b137415f3dfef86753,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00002275,coordocc:nngla:01c32f5e2a04cefae610a25b9c02edd1421fa375549fb9fffce450aad1a3a5f3,NG-SPFILE-006,NG-SOV-PART-000003,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00002276,coordocc:nngla:2caaf51dd0b4c2fb5be937f312fe5a7e2f366f1c95234c6accdd48662337484e,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00002277,coordocc:nngla:6438a3175c00e9fea1a4d0e698c299cd08e80bbc6a68e3e8090e924c6d2d315a,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00002278,coordocc:nngla:0673c847ded1e448d951a55bf31c6a39742c95c5ba7a5d6ff759b37b67645f2d,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00002279,coordocc:nngla:58f4d3d60d5521beffe659d93b858eddfda50a7a1afa47c839e2dcb2eb2625fc,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00002280,coordocc:nngla:f4ac5f546b8a71dde56d61cf449ac1f32f3ea916f887f9f5b66fff2e161191bb,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00002281,coordocc:nngla:435d9d03547f44d94e781cfbaba809f7c5baaa0c7d01fbdc942ab619cf09b2cb,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00002282,coordocc:nngla:28f315f20e2ef62452ed7b56eaa46a249754eb6a0fdcb46ce7ea8939fc91385b,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00002283,coordocc:nngla:37429ea1351087a17048880c96390f95d4fd6fdb7219facd15ac03516f8219e8,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00002284,coordocc:nngla:1467d1f1c87aa2500d05a3f413b2c38a8f0d4c320fb44ab28180df99d1c2313a,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00002285,coordocc:nngla:b93542feec048004a3af5fac48944e0b5e19edee1299a3f51b8215f1fa307d87,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00002286,coordocc:nngla:7aaf1bd9097acf54c898d439b6b442552b1d2865ee72c94e71d65b58a1f6abab,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00002287,coordocc:nngla:0101d58a230eaa9a080984612d447eacc0422f47e0c4d46e8d6ad7e3e118153e,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00002288,coordocc:nngla:276c954376ebda2ac22059416b5537f3baec2731378df863b51462bdadded40c,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00002289,coordocc:nngla:a87c3e2393d8fe2648bec16dc4f6eb69c33fbec4646ee6a039be5ecfc4523d00,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00002290,coordocc:nngla:7c8b9642f4e7480b332eb3213c5a7583de9aab7a5998d0f2efdf61484423e948,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00002291,coordocc:nngla:69a7c18ac4632a6a00183ca4d3e869cf2d7e2ebdfba527104da6bafaffed696e,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00002292,coordocc:nngla:76742479feece8adb7fc3106c668e713c10d8a04b3dc5a824dcff802315a3f87,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00002293,coordocc:nngla:e56e776f79662dc4128ab6a0d70e62cd61661d45239424c035c6608dc0a624ea,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00002294,coordocc:nngla:099bc1775abdcd63213ecf4a94532801d7af291e2292d84828498a3ee51f9769,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00002295,coordocc:nngla:1339e4a2aa23a4ed72a7851fd7bf1e938d2736434f884277957e5b49b92c1417,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00002296,coordocc:nngla:ecb7197691af0596d3dc91c97a79272b26d2ced680c22306d7a4db8d0849f9ea,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00002297,coordocc:nngla:bf232e2c12bd50ceae5b6099d5ec5ae3c172f70af955699c72742b059d582f98,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00002298,coordocc:nngla:48a20ef1c2b0a95a617c0809093a69fb56556acdbdc33d9bd7f902e0c537960b,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00002299,coordocc:nngla:b7374d5b3733e97a93580cccafa136dbd65ae6c48ee59de6b4188d5717ca0d3d,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00002300,coordocc:nngla:e77b69147e4f43671b9cb234d6807e8dfad2d9456a5eb225fbaf87602bca5946,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00002301,coordocc:nngla:0bf1163cc03f45cf74a6d4ffc60cab576fc365ce157c4575bc73d687befe4073,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00002302,coordocc:nngla:af4503eff212a17d43bbe7af35af3636c25cc7a056eb7deb6d4862b8b1ebdce7,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00002303,coordocc:nngla:40b15ea68ec34e94eae4fe77158cc884027f0dae69eb9fa37ee47be69c27f6b1,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00002304,coordocc:nngla:7f2bd54cd2a06c752c22f47de75b0862e0ad7073bece53e76d93a49d8ad74202,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00002305,coordocc:nngla:c1b0055a6dcfe8a87960517b613caba343f8f5b9f86521b136806f323e936fe3,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00002306,coordocc:nngla:07dcf01ea5cf729b0e2d91a0f67aad0947431f2eb8aeb6625550ec60350e9147,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00002307,coordocc:nngla:9655f6f3996e8378fc61176b33979e2b3b51387485e76676f7116660a1bb095a,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00002308,coordocc:nngla:4e63081bc59dde0bd026226309e1e7610142fad7af0c9992897d2c951aa73dab,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00002309,coordocc:nngla:3a04c905d4d9a937df775c14a7f51a919f76846e7edd0fe6aff223414fb05e9f,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
