spatial_reference_id,coordinate_candidate_id,elevation_status,terrain_status,climate_status,rainfall_status,temperature_status,wind_status,vegetation_status,aridity_status,hydrology_status,direct_evidence_count,derived_evidence_count,nearest_evidence_count,missing_evidence_count,overall_coverage_status,findings
NG-SPT-000524,coordcand:nngla:3e15b5f699b34aa6e8f6346dbe844aabf1a38002467b701d60973540fb7e87cf,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000525,coordcand:nngla:acec8843392422f8f7679ec715db6ef277c71189a6083694ff53b8a3d8b57094,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,NOT_AVAILABLE_AT_POINT,7,0,0,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000526,coordcand:nngla:5849f5648d4d7d19034c5fd712fe8025ac93b266f0d74615a54c1286eb25ecfd,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000527,coordcand:nngla:2e7f0313f85e30b39f4b3cf5bc5e981f1eacf88bd2f38a7042ae016e30cf068f,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000528,coordcand:nngla:cb159f701357c9e216caaa3ca154d006a9c8961a39b95bad3c0642dc2cdefa32,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000529,coordcand:nngla:51cd8483d950f4b88724d6eda09f11d27e67e2118429a6b4e45cd3c0d6920b59,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,NOT_AVAILABLE_AT_POINT,7,0,0,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000530,coordcand:nngla:f98953b7a73191c8505c4f3168f2c886646391c6d9a5e87c50781a6ccd15920f,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000531,coordcand:nngla:b68b19edf98eda42b60c2cb04eb57294e593e06e2125eb266b825c3452044c71,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000532,coordcand:nngla:f5146e4117e62759df5a98dd8c1ce952bf0bb746573b6ecc0b3a52dc3fce7c95,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000533,coordcand:nngla:dbb2f02e2801b1f1e69771dd63825e174454925bcf0779559827fb5152886b1f,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,NOT_AVAILABLE_AT_POINT,7,0,0,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000534,coordcand:nngla:9af5a2afc23b4d812a844a09e25bc3014001b69b20a57eddb5a3db335004de42,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000535,coordcand:nngla:06a3d16288c1dc0f3a3ae8abea6665ea5d3b8be41bc80d1b9a464623677f603c,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000536,coordcand:nngla:3bd75174553840cf79b3a21c7245cc0c38caa30bcde617abb66b21f44680aaa4,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000537,coordcand:nngla:6063de21af2e2e36aca996be3b64b310e05712c213b2a6b9ac7b800a630ee907,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,NOT_AVAILABLE_AT_POINT,7,0,0,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000538,coordcand:nngla:a4ee961d3dbacbac3413928d9b3394d24c02e1b5b627e1f87a71e4455d6b9f34,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000539,coordcand:nngla:f5e600a77d0d812f740e7afe9bf745c76a6a78099d0647431e3bfff9f15361ee,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000540,coordcand:nngla:e82a3f2853547e615c6db67b5361b6a600e7afe3cafc8d1c28645d8e321817a2,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000541,coordcand:nngla:04576f82113aa559cf524723897a90c06a3457b9e1bda318b78e7242d48e1896,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,NOT_AVAILABLE_AT_POINT,7,0,0,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000542,coordcand:nngla:fbf08ed0d88274bb293f1b4de4b3f2e89052ab34ff254a3cee3770dc56b21abf,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000543,coordcand:nngla:83e8834e0c6d4bf21511d09ad7b0731d26a5e122ae56cbe70262d29993b886b3,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000544,coordcand:nngla:70883cdff1441951a8a78d012543b884852ab727c33706b47301669ece02b86d,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000545,coordcand:nngla:14395de788f36d7fb64542b01aef4f6c6b2c0327702af0def6c14e48e39b57fc,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,NOT_AVAILABLE_AT_POINT,7,0,0,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000546,coordcand:nngla:17ba5abe926e3bbc0d7891effddad2e26fe432caf8e22554c030b31cf315ca31,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000547,coordcand:nngla:16b44440a266240f59b093002fbc1b6d031177fbede106bbad85b8a4f75006b4,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000548,coordcand:nngla:7b9cac8aab72412cc341a37150f2869a1aed6c38a2593bcf7815fe14146af5f0,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000549,coordcand:nngla:3e2b503764f030b17705d8d012aad54882c6d811271fb01d195e347a9cc674cd,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,NOT_AVAILABLE_AT_POINT,7,0,0,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000550,coordcand:nngla:be6c523d7ebf9d28e196cc632d1b85592e5ee846b6f2feabe66513b7b8a2e27d,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000551,coordcand:nngla:ce74d114d157d17f57110d8d0aaa27d96c574051cb5a1512017e5662ae994eb2,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000552,coordcand:nngla:9bae8b8fe90f26c5ab201ad12066520e0cc1aea3b25d359ede226013f4801032,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000553,coordcand:nngla:0070e0c139107ebf50e78624668116d858320758a0fca87be3b6a746ffbc5b05,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,NOT_AVAILABLE_AT_POINT,7,0,0,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000554,coordcand:nngla:208c4d7b5cf361873f8f02dee48f7ba2201a0212715f1a57ed0fd74b328ad12e,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000555,coordcand:nngla:802ae74a0c56d760bcbd11ab59fe6dd9a674a1cccf22ff1dafd0cfdabcb4fa6a,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000556,coordcand:nngla:235e9cefcb9f58e2de2e7dadc4664c2c5007effc0c428b3d21a73be9b3fda0c4,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000557,coordcand:nngla:13c38c6344c1c3f76e33d89ce7aa080695c93bd5a0f5b080a9abbaabc50b1575,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,NOT_AVAILABLE_AT_POINT,7,0,0,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000558,coordcand:nngla:b1484c45ac69be97433b583d7325f9b525f0018cf01ab8a5adcec467a5b803be,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000559,coordcand:nngla:eb25101ffcfa04819fc81d9c2bed403c8aaf32d1ea3da1c2944e21adb4cd1d03,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000560,coordcand:nngla:229e3b3402d20e2ff3846f6fce78e606065700aef6b7281988b439eeccb2f9d7,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000561,coordcand:nngla:b37f074a91ab589e7c9ddc1c83cd1490ec44914f4232b8944904cf7c611950eb,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,NOT_AVAILABLE_AT_POINT,7,0,0,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000562,coordcand:nngla:24fa87210261d0717064047e60a89a0e3db969e308b873d1daf5527f28e1cee4,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000563,coordcand:nngla:33b8ab2c403eaf2a5b29379297f9c6513fc7046970234d821263c8f84d92c401,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000564,coordcand:nngla:371815f58f0fc33278c8af7f33fc9a64264fbebdd5b39a6a3c13f8c71e765e69,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000565,coordcand:nngla:c9519edd3d0fb4e557c86f86dc7251eb6fcdf5d68c66194a71700227d925c723,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,NOT_AVAILABLE_AT_POINT,7,0,0,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000566,coordcand:nngla:79cb4dc46af285f9e23acd818bae4ed501a828ea985238f515aeaca56a988bd2,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000567,coordcand:nngla:1de6e0adc7bdef145b4a534fb71643dff8e8c01ac6b504e6d983ed1aad5a8687,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000568,coordcand:nngla:e32a9e0694ce419331e0fba3f5fb213eee32916a7353f6d4d0ee7792f3fe3455,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000569,coordcand:nngla:90ec6e79f91c871312e5f60b9fca15cde90b4dff2d4f9bcf4155e367fab7ab5d,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,NOT_AVAILABLE_AT_POINT,7,0,0,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000570,coordcand:nngla:5be6bcda9a7df6f8e0c624e109cda49b8b1b8525945043a3076f62d7f22f8b2e,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000571,coordcand:nngla:d0bb95cb927ea8eb9b21547d2e552becbc421517d86fa029101ea9ba570b3f4d,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000572,coordcand:nngla:f7944ffd8146907a60fb5262f6a18f623ab9a3544443a372e3457fb51ca06217,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000573,coordcand:nngla:f47333602451648fdfcc7ac626140f52583651cc06374dbcf6f438af498b6ce4,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,NOT_AVAILABLE_AT_POINT,7,0,0,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000574,coordcand:nngla:baef65f6d2ab6d01354d6423a945731a3978ef82c8fa72fc9aecbd17b86e55f1,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000575,coordcand:nngla:fa52a83054541597e4e5f7466f8b773a22203c6c27b98cd47e89a8131caac488,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000576,coordcand:nngla:cf74618b768994c664bb9eb082a8dd5733f6dbd4ac1aca0d27e959089ee9ef3a,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000577,coordcand:nngla:e82ad166c57bade5956434455b8ede8e5b2ed7ba94da9e8c98b3fd61bc7972af,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,NOT_AVAILABLE_AT_POINT,7,0,0,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000578,coordcand:nngla:3c57f2305e48fcc180cd850bfd7f133ddd6964279c95a88d77f5414bc9b6dffd,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000579,coordcand:nngla:93fb9add8d8ac55ad4ffa3a0865f26a849edceddc6c9d33f903eb6596e0bdb44,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000580,coordcand:nngla:5c8676f964f4122c3d065bc0fe24454ea9ed800365ae45f94ddd89422c4d4e28,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000581,coordcand:nngla:f1befdab7b78c1f2eb90bf416bfb64ed3fe47c33f8fe29bdfa48b1e57e138cf2,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,NOT_AVAILABLE_AT_POINT,7,0,0,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000582,coordcand:nngla:46cf25e8e366c20936711df2286d948bb5b70b83997894729dcfb6349951f0ff,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000583,coordcand:nngla:be1b667de3c02ef87732ec0a891e22a447f104412524a6508120069fd5629f73,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000584,coordcand:nngla:b7fa879f7de2b3177f8025c7f7de12030bf3ca53c9557bb94d9076505a8915bf,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000585,coordcand:nngla:4370d462276125fb932cc91e7056e6feba5000d423859f37d6a734d90a50a220,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,NOT_AVAILABLE_AT_POINT,7,0,0,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000586,coordcand:nngla:3cafa1cbbfe9c876e472858125ca7184c215fa3d33e38083d1eab74e2d793ec2,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000587,coordcand:nngla:4f3a8bf16abd2fb3db7bc7085d387e63a666f986576129d88418195b7106ae98,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000588,coordcand:nngla:77ae39bafdb096209137f115729bf4913f5df454f5b9b500b4a6240c51c43e41,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000589,coordcand:nngla:3edb3a4f4b92963f6cf91bb150b40112860b997b2aad4edba9ad515ee82c3cfc,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,NOT_AVAILABLE_AT_POINT,7,0,0,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000590,coordcand:nngla:e32f3121a2666a7ff676bab5db8eb23fac5cd995e1f32ef793497a291df75ab5,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
