alignment_id,object_family,source_record_id,candidate_id,canonical_id,canonical_ordinal,source_path,source_sha256,identity_status,geometry_status,geometry_id,database_verification_status,runtime_effect_scope,notes
align:nngla:place:NG-PLC-000668,PLACE,NGP-000668,NG-NAM-SET-000668,NG-PLC-000668,668,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000669,PLACE,NGP-000669,NG-NAM-SET-000669,NG-PLC-000669,669,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000670,PLACE,NGP-000670,NG-NAM-SET-000670,NG-PLC-000670,670,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000671,PLACE,NGP-000671,NG-NAM-SET-000671,NG-PLC-000671,671,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000672,PLACE,NGP-000672,NG-NAM-SET-000672,NG-PLC-000672,672,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000673,PLACE,NGP-000673,NG-NAM-SET-000673,NG-PLC-000673,673,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000674,PLACE,NGP-000674,NG-NAM-SET-000674,NG-PLC-000674,674,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000675,PLACE,NGP-000675,NG-NAM-SET-000675,NG-PLC-000675,675,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000676,PLACE,NGP-000676,NG-NAM-SET-000676,NG-PLC-000676,676,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000677,PLACE,NGP-000677,NG-NAM-SET-000677,NG-PLC-000677,677,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000678,PLACE,NGP-000678,NG-NAM-SET-000678,NG-PLC-000678,678,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000679,PLACE,NGP-000679,NG-NAM-SET-000679,NG-PLC-000679,679,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000680,PLACE,NGP-000680,NG-NAM-SET-000680,NG-PLC-000680,680,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000681,PLACE,NGP-000681,NG-NAM-SET-000681,NG-PLC-000681,681,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000682,PLACE,NGP-000682,NG-NAM-SET-000682,NG-PLC-000682,682,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000683,PLACE,NGP-000683,NG-NAM-SET-000683,NG-PLC-000683,683,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000684,PLACE,NGP-000684,NG-NAM-SET-000684,NG-PLC-000684,684,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000685,PLACE,NGP-000685,NG-NAM-SET-000685,NG-PLC-000685,685,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000686,PLACE,NGP-000686,NG-NAM-SET-000686,NG-PLC-000686,686,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000687,PLACE,NGP-000687,NG-NAM-SET-000687,NG-PLC-000687,687,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000688,PLACE,NGP-000688,NG-NAM-SET-000688,NG-PLC-000688,688,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000689,PLACE,NGP-000689,NG-NAM-SET-000689,NG-PLC-000689,689,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000690,PLACE,NGP-000690,NG-NAM-SET-000690,NG-PLC-000690,690,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000691,PLACE,NGP-000691,NG-NAM-SET-000691,NG-PLC-000691,691,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000692,PLACE,NGP-000692,NG-NAM-SET-000692,NG-PLC-000692,692,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000693,PLACE,NGP-000693,NG-NAM-SET-000693,NG-PLC-000693,693,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000694,PLACE,NGP-000694,NG-NAM-SET-000694,NG-PLC-000694,694,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000695,PLACE,NGP-000695,NG-NAM-SET-000695,NG-PLC-000695,695,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000696,PLACE,NGP-000696,NG-NAM-SET-000696,NG-PLC-000696,696,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000697,PLACE,NGP-000697,NG-NAM-SET-000697,NG-PLC-000697,697,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000698,PLACE,NGP-000698,NG-NAM-SET-000698,NG-PLC-000698,698,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000699,PLACE,NGP-000699,NG-NAM-SET-000699,NG-PLC-000699,699,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000700,PLACE,NGP-000700,NG-NAM-SET-000700,NG-PLC-000700,700,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:administrative_area:NG-ADM-000001,ADMINISTRATIVE_AREA,NGR-01,NG-ADM-CAND-000001,NG-ADM-000001,1,data/novegeo/nngla/geographic-identity-places/source/05_geographic_candidates/administrative_area_candidates.csv,61b83d76fa7324e8e062e7dc479c6958ceba15a8dfff170fab17fbffe6a48e00,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Boundary geometry remains deferred; no polygon is fabricated from hierarchy alone.
align:nngla:administrative_area:NG-ADM-000002,ADMINISTRATIVE_AREA,NGR-02,NG-ADM-CAND-000002,NG-ADM-000002,2,data/novegeo/nngla/geographic-identity-places/source/05_geographic_candidates/administrative_area_candidates.csv,61b83d76fa7324e8e062e7dc479c6958ceba15a8dfff170fab17fbffe6a48e00,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Boundary geometry remains deferred; no polygon is fabricated from hierarchy alone.
align:nngla:administrative_area:NG-ADM-000003,ADMINISTRATIVE_AREA,NGR-03,NG-ADM-CAND-000003,NG-ADM-000003,3,data/novegeo/nngla/geographic-identity-places/source/05_geographic_candidates/administrative_area_candidates.csv,61b83d76fa7324e8e062e7dc479c6958ceba15a8dfff170fab17fbffe6a48e00,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Boundary geometry remains deferred; no polygon is fabricated from hierarchy alone.
align:nngla:administrative_area:NG-ADM-000004,ADMINISTRATIVE_AREA,NGR-04,NG-ADM-CAND-000004,NG-ADM-000004,4,data/novegeo/nngla/geographic-identity-places/source/05_geographic_candidates/administrative_area_candidates.csv,61b83d76fa7324e8e062e7dc479c6958ceba15a8dfff170fab17fbffe6a48e00,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Boundary geometry remains deferred; no polygon is fabricated from hierarchy alone.
align:nngla:administrative_area:NG-ADM-000005,ADMINISTRATIVE_AREA,NGR-05,NG-ADM-CAND-000005,NG-ADM-000005,5,data/novegeo/nngla/geographic-identity-places/source/05_geographic_candidates/administrative_area_candidates.csv,61b83d76fa7324e8e062e7dc479c6958ceba15a8dfff170fab17fbffe6a48e00,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Boundary geometry remains deferred; no polygon is fabricated from hierarchy alone.
align:nngla:administrative_area:NG-ADM-000006,ADMINISTRATIVE_AREA,NGR-06,NG-ADM-CAND-000006,NG-ADM-000006,6,data/novegeo/nngla/geographic-identity-places/source/05_geographic_candidates/administrative_area_candidates.csv,61b83d76fa7324e8e062e7dc479c6958ceba15a8dfff170fab17fbffe6a48e00,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Boundary geometry remains deferred; no polygon is fabricated from hierarchy alone.
align:nngla:administrative_area:NG-ADM-000007,ADMINISTRATIVE_AREA,NGR-07,NG-ADM-CAND-000007,NG-ADM-000007,7,data/novegeo/nngla/geographic-identity-places/source/05_geographic_candidates/administrative_area_candidates.csv,61b83d76fa7324e8e062e7dc479c6958ceba15a8dfff170fab17fbffe6a48e00,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Boundary geometry remains deferred; no polygon is fabricated from hierarchy alone.
align:nngla:administrative_area:NG-ADM-000008,ADMINISTRATIVE_AREA,NGR-08,NG-ADM-CAND-000008,NG-ADM-000008,8,data/novegeo/nngla/geographic-identity-places/source/05_geographic_candidates/administrative_area_candidates.csv,61b83d76fa7324e8e062e7dc479c6958ceba15a8dfff170fab17fbffe6a48e00,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Boundary geometry remains deferred; no polygon is fabricated from hierarchy alone.
align:nngla:administrative_area:NG-ADM-000009,ADMINISTRATIVE_AREA,NGP-000001,NG-ADM-CAND-000009,NG-ADM-000009,9,data/novegeo/nngla/geographic-identity-places/source/05_geographic_candidates/administrative_area_candidates.csv,61b83d76fa7324e8e062e7dc479c6958ceba15a8dfff170fab17fbffe6a48e00,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Boundary geometry remains deferred; no polygon is fabricated from hierarchy alone.
align:nngla:administrative_area:NG-ADM-000010,ADMINISTRATIVE_AREA,NGP-000002,NG-ADM-CAND-000010,NG-ADM-000010,10,data/novegeo/nngla/geographic-identity-places/source/05_geographic_candidates/administrative_area_candidates.csv,61b83d76fa7324e8e062e7dc479c6958ceba15a8dfff170fab17fbffe6a48e00,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Boundary geometry remains deferred; no polygon is fabricated from hierarchy alone.
align:nngla:administrative_area:NG-ADM-000011,ADMINISTRATIVE_AREA,NGP-000003,NG-ADM-CAND-000011,NG-ADM-000011,11,data/novegeo/nngla/geographic-identity-places/source/05_geographic_candidates/administrative_area_candidates.csv,61b83d76fa7324e8e062e7dc479c6958ceba15a8dfff170fab17fbffe6a48e00,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Boundary geometry remains deferred; no polygon is fabricated from hierarchy alone.
align:nngla:administrative_area:NG-ADM-000012,ADMINISTRATIVE_AREA,NGP-000004,NG-ADM-CAND-000012,NG-ADM-000012,12,data/novegeo/nngla/geographic-identity-places/source/05_geographic_candidates/administrative_area_candidates.csv,61b83d76fa7324e8e062e7dc479c6958ceba15a8dfff170fab17fbffe6a48e00,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Boundary geometry remains deferred; no polygon is fabricated from hierarchy alone.
align:nngla:administrative_area:NG-ADM-000013,ADMINISTRATIVE_AREA,NGP-000005,NG-ADM-CAND-000013,NG-ADM-000013,13,data/novegeo/nngla/geographic-identity-places/source/05_geographic_candidates/administrative_area_candidates.csv,61b83d76fa7324e8e062e7dc479c6958ceba15a8dfff170fab17fbffe6a48e00,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Boundary geometry remains deferred; no polygon is fabricated from hierarchy alone.
align:nngla:administrative_area:NG-ADM-000014,ADMINISTRATIVE_AREA,NGP-000006,NG-ADM-CAND-000014,NG-ADM-000014,14,data/novegeo/nngla/geographic-identity-places/source/05_geographic_candidates/administrative_area_candidates.csv,61b83d76fa7324e8e062e7dc479c6958ceba15a8dfff170fab17fbffe6a48e00,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Boundary geometry remains deferred; no polygon is fabricated from hierarchy alone.
