environment_binding_id,spatial_point_id,spatial_cell_id,coordinate_candidate_id,major_grid_id,sovereign_part_id,elevation_observation_id,elevation_m,elevation_evidence_type,terrain_class,terrain_evidence_type,climate_observation_id,climate_resolution_distance_degrees,annual_rainfall_mm,mean_temperature_c,mean_wind_speed_mps,prevailing_wind_direction_deg,climate_class,climate_evidence_type,vegetation_observation_id,vegetation_resolution_distance_degrees,vegetation_class,aridity_class,vegetation_evidence_type,hydrology_reference_id,hydrology_evidence_type,environment_resolution_status,runtime_effect_scope
NG-ENV-BIND-000450,NG-SPT-000450,NG-SCELL-000450,coordcand:nngla:f577e453c7dca93a2fd0e09870ca26aeea2944746fec9871c5ecbf6484cf7b4a,NG-MGRID-03-02,NG-SOV-PART-000001,NG-ELEV-OBS-000450,1450,DIRECT_SOURCE_OBSERVATION,PLATEAU,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000113,0.42,1586,20.0,4.5,67,HUMID,NEAREST_QUALIFIED_OBSERVATION,NG-VEG-OBS-000113,0.42,DENSE_VEGETATION,NON_ARID,NEAREST_QUALIFIED_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000451,NG-SPT-000451,NG-SCELL-000451,coordcand:nngla:a973adab0aec8af0703cb2fbbfbb00a728226aa970276f1330fd2d039281d4c0,NG-MGRID-03-03,NG-SOV-PART-000001,NG-ELEV-OBS-000451,1488,DIRECT_SOURCE_OBSERVATION,PLATEAU,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000122,0.42,1875,18.2,4.4,71,HUMID_HIGH_RAINFALL,NEAREST_QUALIFIED_OBSERVATION,NG-VEG-OBS-000122,0.42,DENSE_VEGETATION,NON_ARID,NEAREST_QUALIFIED_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000452,NG-SPT-000452,NG-SCELL-000452,coordcand:nngla:adc42681ff7083eee4f518244a0b2b6e15e221fdfd0cecee96fe948db4588a99,NG-MGRID-03-03,NG-SOV-PART-000001,NG-ELEV-OBS-000452,1471,DIRECT_SOURCE_OBSERVATION,PLATEAU,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000105,0.42,1689,19.9,4.3,69,HUMID,NEAREST_QUALIFIED_OBSERVATION,NG-VEG-OBS-000105,0.42,DENSE_VEGETATION,NON_ARID,NEAREST_QUALIFIED_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000453,NG-SPT-000453,NG-SCELL-000453,coordcand:nngla:e4817de2acaa6613abd8fc8e321092dca73f7b8be7546df1332f27571924d82b,NG-MGRID-03-03,NG-SOV-PART-000001,NG-ELEV-OBS-000453,1416,DIRECT_SOURCE_OBSERVATION,PLATEAU,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000114,0,1867,19.7,4.2,72,HUMID_HIGH_RAINFALL,DIRECT_SOURCE_OBSERVATION,NG-VEG-OBS-000114,0,DENSE_VEGETATION,NON_ARID,DIRECT_SOURCE_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000454,NG-SPT-000454,NG-SCELL-000454,coordcand:nngla:61c61f9ad2510aa25e7f79b4d3eed8d4305faf8a7d52485e4d006225907a519e,NG-MGRID-03-03,NG-SOV-PART-000001,NG-ELEV-OBS-000454,1352,DIRECT_SOURCE_OBSERVATION,PLATEAU,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000114,0.42,1867,19.7,4.2,72,HUMID_HIGH_RAINFALL,NEAREST_QUALIFIED_OBSERVATION,NG-VEG-OBS-000114,0.42,DENSE_VEGETATION,NON_ARID,NEAREST_QUALIFIED_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000455,NG-SPT-000455,NG-SCELL-000455,coordcand:nngla:55fbb4cd37fb3047c5d2ab63c31db2bb9b2f9f05561036c50a9703b7faa52ebd,NG-MGRID-03-03,NG-SOV-PART-000001,NG-ELEV-OBS-000455,1312,DIRECT_SOURCE_OBSERVATION,PLATEAU,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000123,0.42,1973,20.3,4.2,77,HUMID_HIGH_RAINFALL,NEAREST_QUALIFIED_OBSERVATION,NG-VEG-OBS-000123,0.42,DENSE_VEGETATION,NON_ARID,NEAREST_QUALIFIED_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000456,NG-SPT-000456,NG-SCELL-000456,coordcand:nngla:7c729a3aedb03a685986e0956773713249ca9395ebd213df4fd36a6f4c4fbb28,NG-MGRID-03-03,NG-SOV-PART-000001,NG-ELEV-OBS-000456,1322,DIRECT_SOURCE_OBSERVATION,PLATEAU,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000106,0.42,1727,19.8,4.5,74,HUMID,NEAREST_QUALIFIED_OBSERVATION,NG-VEG-OBS-000106,0.42,DENSE_VEGETATION,NON_ARID,NEAREST_QUALIFIED_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000457,NG-SPT-000457,NG-SCELL-000457,coordcand:nngla:60e23d46f47a7825a03fde45b3af3b537ab89064b889bfea12670a8466894497,NG-MGRID-03-03,NG-SOV-PART-000001,NG-ELEV-OBS-000457,1383,DIRECT_SOURCE_OBSERVATION,PLATEAU,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000115,0,1816,19.9,4.5,77,HUMID_HIGH_RAINFALL,DIRECT_SOURCE_OBSERVATION,NG-VEG-OBS-000115,0,DENSE_VEGETATION,NON_ARID,DIRECT_SOURCE_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000458,NG-SPT-000458,NG-SCELL-000458,coordcand:nngla:6e412bb7228ca72b4e00d032db7e6c43accd12413c1de2a193bdf6b99388d5ee,NG-MGRID-03-03,NG-SOV-PART-000001,NG-ELEV-OBS-000458,1472,DIRECT_SOURCE_OBSERVATION,PLATEAU,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000115,0.42,1816,19.9,4.5,77,HUMID_HIGH_RAINFALL,NEAREST_QUALIFIED_OBSERVATION,NG-VEG-OBS-000115,0.42,DENSE_VEGETATION,NON_ARID,NEAREST_QUALIFIED_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000459,NG-SPT-000459,NG-SCELL-000459,coordcand:nngla:96098978052dbb49563573aab9cb5100e179166de66e34ad5e10af0f80757c17,NG-MGRID-03-03,NG-SOV-PART-000001,NG-ELEV-OBS-000459,1554,DIRECT_SOURCE_OBSERVATION,PLATEAU,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000124,0.42,1764,19.1,4.7,82,HUMID,NEAREST_QUALIFIED_OBSERVATION,NG-VEG-OBS-000124,0.42,DENSE_VEGETATION,NON_ARID,NEAREST_QUALIFIED_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000460,NG-SPT-000460,NG-SCELL-000460,coordcand:nngla:e2e090d0e5d829cca01b858f4770cfb14d62482e5457eac9c4d44207eb604af3,NG-MGRID-03-03,NG-SOV-PART-000001,NG-ELEV-OBS-000460,1600,DIRECT_SOURCE_OBSERVATION,PLATEAU,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000107,0.42,1508,18.1,5.0,79,HUMID,NEAREST_QUALIFIED_OBSERVATION,NG-VEG-OBS-000107,0.42,DENSE_VEGETATION,NON_ARID,NEAREST_QUALIFIED_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000461,NG-SPT-000461,NG-SCELL-000461,coordcand:nngla:27b5df1dd20dafb27d2069580aa95fb72ac0a1715ab7fbc5ddbe1d9a9e3ac010,NG-MGRID-03-03,NG-SOV-PART-000001,NG-ELEV-OBS-000461,1592,DIRECT_SOURCE_OBSERVATION,PLATEAU,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000116,0,1505,18.6,5.0,82,HUMID,DIRECT_SOURCE_OBSERVATION,NG-VEG-OBS-000116,0,DENSE_VEGETATION,NON_ARID,DIRECT_SOURCE_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000462,NG-SPT-000462,NG-SCELL-000462,coordcand:nngla:9da59bf7e01489565d370c4a6fffb835a28fa129dc2e49161354251e2323304e,NG-MGRID-03-03,NG-SOV-PART-000001,NG-ELEV-OBS-000462,1532,DIRECT_SOURCE_OBSERVATION,PLATEAU,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000116,0.42,1505,18.6,5.0,82,HUMID,NEAREST_QUALIFIED_OBSERVATION,NG-VEG-OBS-000116,0.42,DENSE_VEGETATION,NON_ARID,NEAREST_QUALIFIED_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000463,NG-SPT-000463,NG-SCELL-000463,coordcand:nngla:9d93f040adc3e973496a208da370528141cd86ac3cafb999a515161f26959dc5,NG-MGRID-03-04,NG-SOV-PART-000001,NG-ELEV-OBS-000463,1432,DIRECT_SOURCE_OBSERVATION,PLATEAU,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000125,0.42,1334,19.5,5.0,87,HUMID,NEAREST_QUALIFIED_OBSERVATION,NG-VEG-OBS-000125,0.42,WOODLAND,NON_ARID,NEAREST_QUALIFIED_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000464,NG-SPT-000464,NG-SCELL-000464,coordcand:nngla:ac51caa80fa3ba064added453c70e5164050f1076623b8ce2809756e862bd3a0,NG-MGRID-03-04,NG-SOV-PART-000001,NG-ELEV-OBS-000464,1307,DIRECT_SOURCE_OBSERVATION,PLATEAU,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000108,0.42,1116,20.4,5.2,84,SUBHUMID,NEAREST_QUALIFIED_OBSERVATION,NG-VEG-OBS-000108,0.42,WOODLAND,NON_ARID,NEAREST_QUALIFIED_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000465,NG-SPT-000465,NG-SCELL-000465,coordcand:nngla:542a04d0ed8889eb0bde197f273a6aab56df6308cd225e687ab59361e4194c98,NG-MGRID-03-04,NG-SOV-PART-000001,NG-ELEV-OBS-000465,1172,DIRECT_SOURCE_OBSERVATION,PLATEAU,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000117,0,1071,21.2,5.1,87,SUBHUMID,DIRECT_SOURCE_OBSERVATION,NG-VEG-OBS-000117,0,WOODLAND,NON_ARID,DIRECT_SOURCE_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000466,NG-SPT-000466,NG-SCELL-000466,coordcand:nngla:f876e95ece424c1ecf764aae76b7feefee045705fd57b53e3d77592035718a37,NG-MGRID-03-04,NG-SOV-PART-000001,NG-ELEV-OBS-000466,1037,DIRECT_SOURCE_OBSERVATION,PLAIN,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000117,0.42,1071,21.2,5.1,87,SUBHUMID,NEAREST_QUALIFIED_OBSERVATION,NG-VEG-OBS-000117,0.42,WOODLAND,NON_ARID,NEAREST_QUALIFIED_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000467,NG-SPT-000467,NG-SCELL-000467,coordcand:nngla:9a0b0d9911a04be01181508a9fdd39aef573799b91585f94bd7a5980bf206db3,NG-MGRID-03-04,NG-SOV-PART-000001,NG-ELEV-OBS-000467,909,DIRECT_SOURCE_OBSERVATION,PLAIN,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000126,0.42,917,22.6,5.1,92,SUBHUMID,NEAREST_QUALIFIED_OBSERVATION,NG-VEG-OBS-000126,0.42,GRASSLAND,NON_ARID,NEAREST_QUALIFIED_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000468,NG-SPT-000468,NG-SCELL-000468,coordcand:nngla:47997f97d9298a999e69a9083e203add840b21e1009bc71b5b7eb9079e34889e,NG-MGRID-03-04,NG-SOV-PART-000001,NG-ELEV-OBS-000468,790,DIRECT_SOURCE_OBSERVATION,PLAIN,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000109,0.42,792,23.7,5.3,89,DRY_SUBHUMID,NEAREST_QUALIFIED_OBSERVATION,NG-VEG-OBS-000109,0.42,SPARSE_VEGETATION,SEMI_ARID,NEAREST_QUALIFIED_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000469,NG-SPT-000469,NG-SCELL-000469,coordcand:nngla:e400311d891e3b5fafc2ffa919fbc8c82982dd3662ac55b20a570a96787eb11d,NG-MGRID-03-04,NG-SOV-PART-000001,NG-ELEV-OBS-000469,683,DIRECT_SOURCE_OBSERVATION,PLAIN,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000118,0,758,24.2,5.2,92,DRY_SUBHUMID,DIRECT_SOURCE_OBSERVATION,NG-VEG-OBS-000118,0,SPARSE_VEGETATION,SEMI_ARID,DIRECT_SOURCE_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000470,NG-SPT-000470,NG-SCELL-000470,coordcand:nngla:503a694a7ca24c2fa41056562e919438636feb88d385b9a4b2d9481e799b27e8,NG-MGRID-03-04,NG-SOV-PART-000001,NG-ELEV-OBS-000470,568,DIRECT_SOURCE_OBSERVATION,PLAIN,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000118,0.42,758,24.2,5.2,92,DRY_SUBHUMID,NEAREST_QUALIFIED_OBSERVATION,NG-VEG-OBS-000118,0.42,SPARSE_VEGETATION,SEMI_ARID,NEAREST_QUALIFIED_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000471,NG-SPT-000471,NG-SCELL-000471,coordcand:nngla:551140fa10a53491845184ba07dfe5dbfa585d1da4ca0bdeff97a71c72dea406,NG-MGRID-03-01,NG-SOV-PART-000001,NG-ELEV-OBS-000471,221,DIRECT_SOURCE_OBSERVATION,PLAIN,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000110,0.42,610,27.1,5.0,52,DRY_SUBHUMID,NEAREST_QUALIFIED_OBSERVATION,NG-VEG-OBS-000110,0.42,SPARSE_VEGETATION,SEMI_ARID,NEAREST_QUALIFIED_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000472,NG-SPT-000472,NG-SCELL-000472,coordcand:nngla:73be409d0db14ea4462a79b42c3eb9efffcb0f595dab0dc804cff7de77c72767,NG-MGRID-03-01,NG-SOV-PART-000001,NG-ELEV-OBS-000472,281,DIRECT_SOURCE_OBSERVATION,PLAIN,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000119,0.42,693,26.3,4.8,56,DRY_SUBHUMID,NEAREST_QUALIFIED_OBSERVATION,NG-VEG-OBS-000119,0.42,SPARSE_VEGETATION,SEMI_ARID,NEAREST_QUALIFIED_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000473,NG-SPT-000473,NG-SCELL-000473,coordcand:nngla:9027866aa4fff3b8bddf378862dbeeb0200a4343ae755a40deb5916cb3f2911d,NG-MGRID-03-02,NG-SOV-PART-000001,NG-ELEV-OBS-000473,349,DIRECT_SOURCE_OBSERVATION,PLAIN,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000119,0,693,26.3,4.8,56,DRY_SUBHUMID,DIRECT_SOURCE_OBSERVATION,NG-VEG-OBS-000119,0,SPARSE_VEGETATION,SEMI_ARID,DIRECT_SOURCE_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000474,NG-SPT-000474,NG-SCELL-000474,coordcand:nngla:82ad141a52e487c65e42df3eb6340d55ee00d8ca2c4876450b41fa51b5d043c4,NG-MGRID-03-02,NG-SOV-PART-000001,NG-ELEV-OBS-000474,428,DIRECT_SOURCE_OBSERVATION,PLAIN,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000119,0.42,693,26.3,4.8,56,DRY_SUBHUMID,NEAREST_QUALIFIED_OBSERVATION,NG-VEG-OBS-000119,0.42,SPARSE_VEGETATION,SEMI_ARID,NEAREST_QUALIFIED_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000475,NG-SPT-000475,NG-SCELL-000475,coordcand:nngla:1e78a1d95670b1d1d8928bdad55807fa35952a82389203a96257148c48b8ca93,NG-MGRID-03-02,NG-SOV-PART-000001,NG-ELEV-OBS-000475,520,DIRECT_SOURCE_OBSERVATION,PLAIN,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000111,0.42,787,25.6,4.8,57,DRY_SUBHUMID,NEAREST_QUALIFIED_OBSERVATION,NG-VEG-OBS-000111,0.42,SPARSE_VEGETATION,SEMI_ARID,NEAREST_QUALIFIED_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000476,NG-SPT-000476,NG-SCELL-000476,coordcand:nngla:314f85fd67eca2005afd7efce3b70de2bdd8ac048ae46bae8612de6cd86634eb,NG-MGRID-03-02,NG-SOV-PART-000001,NG-ELEV-OBS-000476,615,DIRECT_SOURCE_OBSERVATION,PLAIN,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000120,0.42,978,24.0,4.7,61,SUBHUMID,NEAREST_QUALIFIED_OBSERVATION,NG-VEG-OBS-000120,0.42,GRASSLAND,NON_ARID,NEAREST_QUALIFIED_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000477,NG-SPT-000477,NG-SCELL-000477,coordcand:nngla:49c759b6ce22350a823fbd5fb4d6f435ca84137867e061fc93444c71eda4b6b7,NG-MGRID-03-02,NG-SOV-PART-000001,NG-ELEV-OBS-000477,721,DIRECT_SOURCE_OBSERVATION,PLAIN,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000120,0,978,24.0,4.7,61,SUBHUMID,DIRECT_SOURCE_OBSERVATION,NG-VEG-OBS-000120,0,GRASSLAND,NON_ARID,DIRECT_SOURCE_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000478,NG-SPT-000478,NG-SCELL-000478,coordcand:nngla:eb7e7761f63928a72f132e8ffe6d801d3418a394b738ebbd1be4df0e824e88cb,NG-MGRID-03-02,NG-SOV-PART-000001,NG-ELEV-OBS-000478,848,DIRECT_SOURCE_OBSERVATION,PLAIN,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000120,0.42,978,24.0,4.7,61,SUBHUMID,NEAREST_QUALIFIED_OBSERVATION,NG-VEG-OBS-000120,0.42,GRASSLAND,NON_ARID,NEAREST_QUALIFIED_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000479,NG-SPT-000479,NG-SCELL-000479,coordcand:nngla:c1bad47b2ada5a0bca2fe406faf624ec18e5862f3e598039786851bd5545d2a8,NG-MGRID-03-02,NG-SOV-PART-000001,NG-ELEV-OBS-000479,995,DIRECT_SOURCE_OBSERVATION,PLAIN,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000112,0.42,1129,23.4,4.6,62,SUBHUMID,NEAREST_QUALIFIED_OBSERVATION,NG-VEG-OBS-000112,0.42,WOODLAND,NON_ARID,NEAREST_QUALIFIED_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000480,NG-SPT-000480,NG-SCELL-000480,coordcand:nngla:050ca7dc137fbb070e0410a0a35d75435187591f97d878843abe106a1567b54e,NG-MGRID-03-02,NG-SOV-PART-000001,NG-ELEV-OBS-000480,1154,DIRECT_SOURCE_OBSERVATION,PLATEAU,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000121,0.42,1442,20.3,4.6,66,HUMID,NEAREST_QUALIFIED_OBSERVATION,NG-VEG-OBS-000121,0.42,DENSE_VEGETATION,NON_ARID,NEAREST_QUALIFIED_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000481,NG-SPT-000481,NG-SCELL-000481,coordcand:nngla:e35fb8fb1cb573938c7d0c0eea3e97a68f803064953d11d0fa14f819c75df209,NG-MGRID-03-02,NG-SOV-PART-000001,NG-ELEV-OBS-000481,1316,DIRECT_SOURCE_OBSERVATION,PLATEAU,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000121,0,1442,20.3,4.6,66,HUMID,DIRECT_SOURCE_OBSERVATION,NG-VEG-OBS-000121,0,DENSE_VEGETATION,NON_ARID,DIRECT_SOURCE_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000482,NG-SPT-000482,NG-SCELL-000482,coordcand:nngla:a7b11e9331a009af7481d90f3b404fb3ebb932023125c0775c39111826971ebc,NG-MGRID-03-02,NG-SOV-PART-000001,NG-ELEV-OBS-000482,1466,DIRECT_SOURCE_OBSERVATION,PLATEAU,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000121,0.42,1442,20.3,4.6,66,HUMID,NEAREST_QUALIFIED_OBSERVATION,NG-VEG-OBS-000121,0.42,DENSE_VEGETATION,NON_ARID,NEAREST_QUALIFIED_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000483,NG-SPT-000483,NG-SCELL-000483,coordcand:nngla:36631cf5d64bd86a8745ee8573bae5a2e39e89fdd5e4b1e21e3fc6e08dab4b46,NG-MGRID-03-02,NG-SOV-PART-000001,NG-ELEV-OBS-000483,1585,DIRECT_SOURCE_OBSERVATION,PLATEAU,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000113,0.42,1586,20.0,4.5,67,HUMID,NEAREST_QUALIFIED_OBSERVATION,NG-VEG-OBS-000113,0.42,DENSE_VEGETATION,NON_ARID,NEAREST_QUALIFIED_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000484,NG-SPT-000484,NG-SCELL-000484,coordcand:nngla:0014379b64cda9f692508115907d81f90a80b8629b0caf782151237e6c8f9939,NG-MGRID-03-02,NG-SOV-PART-000001,NG-ELEV-OBS-000484,1654,DIRECT_SOURCE_OBSERVATION,PLATEAU,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000122,0.42,1875,18.2,4.4,71,HUMID_HIGH_RAINFALL,NEAREST_QUALIFIED_OBSERVATION,NG-VEG-OBS-000122,0.42,DENSE_VEGETATION,NON_ARID,NEAREST_QUALIFIED_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000485,NG-SPT-000485,NG-SCELL-000485,coordcand:nngla:abb79300d51faf79cb2abf26af1d24b8ab4732bd108750c3636f09e3c799c37b,NG-MGRID-03-03,NG-SOV-PART-000001,NG-ELEV-OBS-000485,1661,DIRECT_SOURCE_OBSERVATION,PLATEAU,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000122,0,1875,18.2,4.4,71,HUMID_HIGH_RAINFALL,DIRECT_SOURCE_OBSERVATION,NG-VEG-OBS-000122,0,DENSE_VEGETATION,NON_ARID,DIRECT_SOURCE_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000486,NG-SPT-000486,NG-SCELL-000486,coordcand:nngla:161f772b61a9c0dec1095ba9b37d1c98ffc9f35f6c21140679c17f923d6ea4a2,NG-MGRID-03-03,NG-SOV-PART-000001,NG-ELEV-OBS-000486,1607,DIRECT_SOURCE_OBSERVATION,PLATEAU,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000122,0.42,1875,18.2,4.4,71,HUMID_HIGH_RAINFALL,NEAREST_QUALIFIED_OBSERVATION,NG-VEG-OBS-000122,0.42,DENSE_VEGETATION,NON_ARID,NEAREST_QUALIFIED_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000487,NG-SPT-000487,NG-SCELL-000487,coordcand:nngla:dbe96b4b4e1e624cf82c3648022b0ddf8b92b34871f7c5d3f94e81ae27eb8347,NG-MGRID-03-03,NG-SOV-PART-000001,NG-ELEV-OBS-000487,1508,DIRECT_SOURCE_OBSERVATION,PLATEAU,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000114,0.42,1867,19.7,4.2,72,HUMID_HIGH_RAINFALL,NEAREST_QUALIFIED_OBSERVATION,NG-VEG-OBS-000114,0.42,DENSE_VEGETATION,NON_ARID,NEAREST_QUALIFIED_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000488,NG-SPT-000488,NG-SCELL-000488,coordcand:nngla:3440203ab246d618e4fd3b5436ef74d61efc249d3a5f2679b84b8fe81c08ce75,NG-MGRID-03-03,NG-SOV-PART-000001,NG-ELEV-OBS-000488,1401,DIRECT_SOURCE_OBSERVATION,PLATEAU,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000123,0.42,1973,20.3,4.2,77,HUMID_HIGH_RAINFALL,NEAREST_QUALIFIED_OBSERVATION,NG-VEG-OBS-000123,0.42,DENSE_VEGETATION,NON_ARID,NEAREST_QUALIFIED_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000489,NG-SPT-000489,NG-SCELL-000489,coordcand:nngla:f3006de0d427002ed0ecac1c2e8c7300e54585aaddf8ae068d487eaa05707c2d,NG-MGRID-03-03,NG-SOV-PART-000001,NG-ELEV-OBS-000489,1323,DIRECT_SOURCE_OBSERVATION,PLATEAU,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000123,0,1973,20.3,4.2,77,HUMID_HIGH_RAINFALL,DIRECT_SOURCE_OBSERVATION,NG-VEG-OBS-000123,0,DENSE_VEGETATION,NON_ARID,DIRECT_SOURCE_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000490,NG-SPT-000490,NG-SCELL-000490,coordcand:nngla:2f261e5cf56b8950e84f2378e8b0da6bb8273dfdd5f75cb239a5a080ed5c0a34,NG-MGRID-03-03,NG-SOV-PART-000001,NG-ELEV-OBS-000490,1304,DIRECT_SOURCE_OBSERVATION,PLATEAU,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000123,0.42,1973,20.3,4.2,77,HUMID_HIGH_RAINFALL,NEAREST_QUALIFIED_OBSERVATION,NG-VEG-OBS-000123,0.42,DENSE_VEGETATION,NON_ARID,NEAREST_QUALIFIED_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000491,NG-SPT-000491,NG-SCELL-000491,coordcand:nngla:104994bfad61657f27894f9f958a61a1ee148a5eec6a42cc229900232b08c0d3,NG-MGRID-03-03,NG-SOV-PART-000001,NG-ELEV-OBS-000491,1347,DIRECT_SOURCE_OBSERVATION,PLATEAU,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000115,0.42,1816,19.9,4.5,77,HUMID_HIGH_RAINFALL,NEAREST_QUALIFIED_OBSERVATION,NG-VEG-OBS-000115,0.42,DENSE_VEGETATION,NON_ARID,NEAREST_QUALIFIED_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
