association_candidate_id,subject_family,canonical_subject_id,source_subject_id,geometry_id,geometry_role_code,source_geometry_subject_id,association_status,association_basis,runtime_effect_scope,notes
assocand:nngla:place:NG-PLC-000575,PLACE,NG-PLC-000575,NGP-000575,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000576,PLACE,NG-PLC-000576,NGP-000576,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000577,PLACE,NG-PLC-000577,NGP-000577,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000578,PLACE,NG-PLC-000578,NGP-000578,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000579,PLACE,NG-PLC-000579,NGP-000579,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000580,PLACE,NG-PLC-000580,NGP-000580,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000581,PLACE,NG-PLC-000581,NGP-000581,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000582,PLACE,NG-PLC-000582,NGP-000582,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000583,PLACE,NG-PLC-000583,NGP-000583,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000584,PLACE,NG-PLC-000584,NGP-000584,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000585,PLACE,NG-PLC-000585,NGP-000585,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000586,PLACE,NG-PLC-000586,NGP-000586,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000587,PLACE,NG-PLC-000587,NGP-000587,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000588,PLACE,NG-PLC-000588,NGP-000588,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000589,PLACE,NG-PLC-000589,NGP-000589,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000590,PLACE,NG-PLC-000590,NGP-000590,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000591,PLACE,NG-PLC-000591,NGP-000591,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000592,PLACE,NG-PLC-000592,NGP-000592,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000593,PLACE,NG-PLC-000593,NGP-000593,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000594,PLACE,NG-PLC-000594,NGP-000594,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000595,PLACE,NG-PLC-000595,NGP-000595,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000596,PLACE,NG-PLC-000596,NGP-000596,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000597,PLACE,NG-PLC-000597,NGP-000597,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000598,PLACE,NG-PLC-000598,NGP-000598,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000599,PLACE,NG-PLC-000599,NGP-000599,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000600,PLACE,NG-PLC-000600,NGP-000600,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000601,PLACE,NG-PLC-000601,NGP-000601,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000602,PLACE,NG-PLC-000602,NGP-000602,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000603,PLACE,NG-PLC-000603,NGP-000603,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000604,PLACE,NG-PLC-000604,NGP-000604,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000605,PLACE,NG-PLC-000605,NGP-000605,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000606,PLACE,NG-PLC-000606,NGP-000606,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000607,PLACE,NG-PLC-000607,NGP-000607,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000608,PLACE,NG-PLC-000608,NGP-000608,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000609,PLACE,NG-PLC-000609,NGP-000609,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000610,PLACE,NG-PLC-000610,NGP-000610,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000611,PLACE,NG-PLC-000611,NGP-000611,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000612,PLACE,NG-PLC-000612,NGP-000612,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000613,PLACE,NG-PLC-000613,NGP-000613,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000614,PLACE,NG-PLC-000614,NGP-000614,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000615,PLACE,NG-PLC-000615,NGP-000615,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000616,PLACE,NG-PLC-000616,NGP-000616,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000617,PLACE,NG-PLC-000617,NGP-000617,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000618,PLACE,NG-PLC-000618,NGP-000618,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000619,PLACE,NG-PLC-000619,NGP-000619,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000620,PLACE,NG-PLC-000620,NGP-000620,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000621,PLACE,NG-PLC-000621,NGP-000621,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000622,PLACE,NG-PLC-000622,NGP-000622,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000623,PLACE,NG-PLC-000623,NGP-000623,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000624,PLACE,NG-PLC-000624,NGP-000624,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000625,PLACE,NG-PLC-000625,NGP-000625,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000626,PLACE,NG-PLC-000626,NGP-000626,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000627,PLACE,NG-PLC-000627,NGP-000627,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000628,PLACE,NG-PLC-000628,NGP-000628,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000629,PLACE,NG-PLC-000629,NGP-000629,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000630,PLACE,NG-PLC-000630,NGP-000630,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000631,PLACE,NG-PLC-000631,NGP-000631,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000632,PLACE,NG-PLC-000632,NGP-000632,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000633,PLACE,NG-PLC-000633,NGP-000633,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000634,PLACE,NG-PLC-000634,NGP-000634,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000635,PLACE,NG-PLC-000635,NGP-000635,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000636,PLACE,NG-PLC-000636,NGP-000636,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000637,PLACE,NG-PLC-000637,NGP-000637,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000638,PLACE,NG-PLC-000638,NGP-000638,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000639,PLACE,NG-PLC-000639,NGP-000639,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000640,PLACE,NG-PLC-000640,NGP-000640,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000641,PLACE,NG-PLC-000641,NGP-000641,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000642,PLACE,NG-PLC-000642,NGP-000642,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000643,PLACE,NG-PLC-000643,NGP-000643,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000644,PLACE,NG-PLC-000644,NGP-000644,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000645,PLACE,NG-PLC-000645,NGP-000645,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000646,PLACE,NG-PLC-000646,NGP-000646,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000647,PLACE,NG-PLC-000647,NGP-000647,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000648,PLACE,NG-PLC-000648,NGP-000648,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000649,PLACE,NG-PLC-000649,NGP-000649,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000650,PLACE,NG-PLC-000650,NGP-000650,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000651,PLACE,NG-PLC-000651,NGP-000651,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000652,PLACE,NG-PLC-000652,NGP-000652,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000653,PLACE,NG-PLC-000653,NGP-000653,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000654,PLACE,NG-PLC-000654,NGP-000654,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000655,PLACE,NG-PLC-000655,NGP-000655,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000656,PLACE,NG-PLC-000656,NGP-000656,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000657,PLACE,NG-PLC-000657,NGP-000657,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000658,PLACE,NG-PLC-000658,NGP-000658,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000659,PLACE,NG-PLC-000659,NGP-000659,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000660,PLACE,NG-PLC-000660,NGP-000660,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000661,PLACE,NG-PLC-000661,NGP-000661,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
assocand:nngla:place:NG-PLC-000662,PLACE,NG-PLC-000662,NGP-000662,,,,DEFERRED_NO_GEOMETRY,CANONICAL_IDENTITY_CONFIRMED_BUT_NO_GOVERNED_ASSOCIABLE_GEOMETRY_EXISTS,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
