relationship_id,road_id,relationship_type,object_id,evidence_basis,longitude,latitude,runtime_effect_scope
roadrel:nngla:88686253e56ac20c96e25a1f178c2b9f34d3e7c22349473dadf9b572751c296c,NG-RD-000199,WITHIN_ADMIN_REGION,NGR-03,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:8883b76e122837956da30a84e1366bebc19a34c3a9ba2eb804d0c793028757bf,NG-RD-000105,ENDS_AT_PLACE,NG-PLC-000096,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,34.354524000,3.420893000,SHARED_REFERENCE
roadrel:nngla:888555edccd7daaaecc2df7efdc5e2c021604deb959ee61adc66ba5f0f7f2e7f,NG-RD-000260,ENDS_AT_PLACE,NG-PLC-000265,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,38.106236000,5.085827000,SHARED_REFERENCE
roadrel:nngla:8887f1c5f2e57449cf0afda6a7b25f2b3e28f386c2dcf9e3fbe873caa35f2c11,NG-RD-000011,ENDS_AT_PLACE,NG-PLC-000005,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,36.373039000,0.893624000,SHARED_REFERENCE
roadrel:nngla:88a05f4ad07daa3997c1712bdb493b5ec6a4f7f21691e59c441e3ec55583b950,NG-RD-000213,WITHIN_ADMIN_REGION,NGR-03,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:89489674a4414e48be5d25843235d1a79037a33721c7378d5a17f0fd6153c6e4,NG-RD-000156,WITHIN_ADMIN_REGION,NGR-02,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:894bc53299d98795f43c7d01fb99cfa1622ce45b42eb590419f222b7821412b9,NG-RD-000154,STARTS_AT_PLACE,NG-PLC-000143,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,34.932818000,3.533865000,SHARED_REFERENCE
roadrel:nngla:89e677ab1fda45055e079ea76f0606dc4192c7a16558752538c6089c83b38a49,NG-RD-000074,WITHIN_ADMIN_REGION,NGR-01,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:8a474c198a98404c3a01d959aed0a530e1954786f5614940bd8b12e139441f6a,NG-RD-000102,STARTS_AT_PLACE,NG-PLC-000097,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,34.371543000,3.401280000,SHARED_REFERENCE
roadrel:nngla:8aca911b9d9ba521daccca85525fc8babcc5da7d9795c91ff5e8c86f89891f3b,NG-RD-000237,ENDS_AT_PLACE,NG-PLC-000176,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,37.371036000,-2.881192000,SHARED_REFERENCE
roadrel:nngla:8acb8e2a44e01e8c061d3eb25cbf39831e70fab6bf7e76f56873005c02c5ad64,NG-RD-000149,WITHIN_ADMIN_REGION,NGR-02,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:8b635a00d56bf5c9a2421ac1fe6837a3bb1ca90d4366dd23065d4a5c325ce8d4,NG-RD-000106,ENDS_AT_PLACE,NG-PLC-000103,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,34.142870000,3.270439000,SHARED_REFERENCE
roadrel:nngla:8b99d6017053b204eef1d7dff43997a024bd3405b43904fdcc08ae0926367535,NG-RD-000065,STARTS_AT_PLACE,NG-PLC-000004,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,35.780712000,1.058572000,SHARED_REFERENCE
roadrel:nngla:8ba3abf75f525988d1846102783370d52a986cdeab5ac9aa5db9fb632553ba23,NG-RD-000261,ENDS_AT_PLACE,NG-PLC-000265,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,38.106236000,5.085827000,SHARED_REFERENCE
roadrel:nngla:8bed978d48ee67f87f113aff1ab3cd522adc7f2b172b1021c6fff3a9273f8d9f,NG-RD-000226,ENDS_AT_PLACE,NG-PLC-000209,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,37.327590000,-3.166237000,SHARED_REFERENCE
roadrel:nngla:8c62051afba1fa37971ed49c9d344c7286d3efef1d81bba1b5a628277f8d3a0d,NG-RD-000061,WITHIN_ADMIN_REGION,NGR-01,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:8ca74d177322d1ff10e72c08d98982affae05eba5caf2fcb9c26d36653ec4fab,NG-RD-000245,WITHIN_ADMIN_REGION,NGR-03,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:8d582e0eb6a06bc0fa148ee084f377c627af6fb8ec36933de30ec8dea0f32d3e,NG-RD-000189,WITHIN_ADMIN_REGION,NGR-03,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:8d8305286454e816f1c26748d64a665aebf17d50762d7309b7645b8994dfc187,NG-RD-000152,WITHIN_ADMIN_REGION,NGR-02,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:8dc0d93c64cba79e7ba7ea2655f2bc34a023e84c692156995916d80f7684a167,NG-RD-000158,STARTS_AT_PLACE,NG-PLC-000105,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,34.312385000,3.241401000,SHARED_REFERENCE
roadrel:nngla:8dea6bdbf12ab86aa26f9ec87a0cae618a35ac57021c9b97335a150d87d5050c,NG-RD-000049,ENDS_AT_PLACE,NG-PLC-000041,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,36.780371000,1.280079000,SHARED_REFERENCE
roadrel:nngla:8e3f5a4f328fb4583e9696237a67aa5a8fac8cc0db82c51849a10df202597f49,NG-RD-000327,WITHIN_ADMIN_REGION,NGR-04,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:8e75dd03ff5675e76a8535ad895e40170d2e5ad84d7a9d2595b0a548b06480d7,NG-RD-000153,STARTS_AT_PLACE,NG-PLC-000153,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,33.984194000,3.186966000,SHARED_REFERENCE
roadrel:nngla:8f36c61fadd989ae8af975e75937323bcee4a5eee4bd6ef2a404f99bd6317903,NG-RD-000121,ENDS_AT_PLACE,NG-PLC-000134,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,35.060108000,3.253036000,SHARED_REFERENCE
roadrel:nngla:8fc0da1c131d518878db700c52beebf2babf06266dea347b912b405cc9f136c9,NG-RD-000314,WITHIN_ADMIN_REGION,NGR-04,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:8fc4164a7f8b63d5b7ffbb717dfa19fe830b20bb356c095216d013fca4174ac2,NG-RD-000072,WITHIN_ADMIN_REGION,NGR-01,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:8fe3f2fafe6c7655f0cdf6065ff2a6170589a2202968c508e358b448b4304bff,NG-RD-000140,ENDS_AT_PLACE,NG-PLC-000170,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,34.374534000,3.068875000,SHARED_REFERENCE
roadrel:nngla:8feacbb1525da82ef10c4843502ed4e4ca92c7ac8b0b647db286a8fb1d95e8b0,NG-RD-000277,WITHIN_ADMIN_REGION,NGR-04,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:8ffb123b8682341ef56699c5d37c0a22488e54af173289ddf9478a7d6165fe46,NG-RD-000315,ENDS_AT_PLACE,NG-PLC-000281,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,38.050252000,4.917847000,SHARED_REFERENCE
roadrel:nngla:90eb9b7a4fdf2c86d46439f14550b2b15f29936aaaf4215e8dc003337b43ac2f,NG-RD-000125,WITHIN_ADMIN_REGION,NGR-02,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:913bea56193a7d1f4f7512ed046243b6e77477916ade32044a0136f39ab77d74,NG-RD-000172,STARTS_AT_PLACE,NG-PLC-000158,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,33.889722000,3.622718000,SHARED_REFERENCE
roadrel:nngla:9161c9149601f22b4f9f6b0dc1a04caacb6e0ad481a2721c1ab5892bbc382d91,NG-RD-000339,CROSSES_RIVER,river:novegeo:r000001,GEOMETRIC_INTERSECTION_NOT_BRIDGE_ASSERTION,37.642429308,5.204509182,SHARED_REFERENCE
roadrel:nngla:9169ad58f069ecd565a12b8a0f1e5ba479989eb93a4336417ff7984a72350674,NG-RD-000130,ENDS_AT_PLACE,NG-PLC-000163,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,34.110093000,3.290592000,SHARED_REFERENCE
roadrel:nngla:916a6a953831f7218552d8553440a6dc2fb41ff2c2075492048553dfec5de9a4,NG-RD-000339,STARTS_AT_PLACE,NG-PLC-000303,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,37.613853000,5.386623000,SHARED_REFERENCE
roadrel:nngla:917b96ed739a40e5968c18a322fe4919d9509ff08421c347005d720e61ad03eb,NG-RD-000288,WITHIN_ADMIN_REGION,NGR-04,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:918b1a638d38a7cfe8c7f39607844f64b443faff392ac2ecbaaa6f2b03f4f08a,NG-RD-000307,WITHIN_ADMIN_REGION,NGR-04,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:91a160397d77665eaf2f8eeebd183e72d977a8e8462053015d75cbef7c97227a,NG-RD-000083,WITHIN_ADMIN_REGION,NGR-01,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:91d3a789260c6882b14acec3ddab99212c9097da33349a5cd83e386437146d98,NG-RD-000009,WITHIN_ADMIN_REGION,NGR-01,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:91db4ce157a77fb8890143184f4347cb0d6901f023be7ca5c0fdd6a51c5f87ab,NG-RD-000118,ENDS_AT_PLACE,NG-PLC-000101,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,34.304061000,3.558219000,SHARED_REFERENCE
roadrel:nngla:92237221e7391da769a433fad2d812bd24428340e36babfc22d75bc5fb2ccdf8,NG-RD-000194,WITHIN_ADMIN_REGION,NGR-03,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:927c4bfd0a867596051823d788ebd6dc8a5e8d0e271ccbd1a79fa4e0620bc003,NG-RD-000175,WITHIN_ADMIN_REGION,NGR-03,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:929f416e86ca54f291063e307339bd27b7fa78b0ff90277ee9d3cacd3633b4a1,NG-RD-000072,ENDS_AT_PLACE,NG-PLC-000002,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,36.662684000,1.200426000,SHARED_REFERENCE
roadrel:nngla:92b91d2c2360caeae7f0371ef93a824a4df7eba43a1dc3186a954f9a01c02658,NG-RD-000303,STARTS_AT_PLACE,NG-PLC-000304,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,37.681025000,5.426473000,SHARED_REFERENCE
roadrel:nngla:92ddc9f5fa63aef59b525dd8ff5855bd088df388565a352fe47403f6f5947179,NG-RD-000188,WITHIN_ADMIN_REGION,NGR-03,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:930f999b754f5096764c8eefac98e14c8866037855e746cf97d4abcbd22d0238,NG-RD-000134,STARTS_AT_PLACE,NG-PLC-000112,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,34.911015000,3.342683000,SHARED_REFERENCE
roadrel:nngla:938bd692b8ca7220d0f8afd612354abbb11af75c7c64b6566f94724be922b4e0,NG-RD-000274,STARTS_AT_PLACE,NG-PLC-000337,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,37.637873000,5.650982000,SHARED_REFERENCE
roadrel:nngla:93c1a7782511a7c479cd0a758ea107ee5598ef94f51eebef801c88b7b3bf743e,NG-RD-000039,ENDS_AT_PLACE,NG-PLC-000065,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,37.059639000,0.643396000,SHARED_REFERENCE
roadrel:nngla:93c8160bd438a241e159b6f12b11c030734f777257a76c48cd57bdce6b6c400f,NG-RD-000059,STARTS_AT_PLACE,NG-PLC-000013,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,36.542436000,0.968068000,SHARED_REFERENCE
roadrel:nngla:93d82ef89143091a3a48c1ada53dabdf39b8410974094c0a3dbfab38dc75c7f4,NG-RD-000211,ENDS_AT_PLACE,NG-PLC-000234,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,36.956718000,-3.647146000,SHARED_REFERENCE
roadrel:nngla:93f424dabcceaefeb11c8cc5705bf5321ef0eb14e107380918a97180fd18fc61,NG-RD-000010,WITHIN_ADMIN_REGION,NGR-01,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:942ae14a855adc47c6cb88acbd08508889d0e79dd67b0d50b2864ff27df6dcf3,NG-RD-000041,ENDS_AT_PLACE,NG-PLC-000029,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,36.887025000,1.215980000,SHARED_REFERENCE
roadrel:nngla:9438175e9b4f64ea33c73884864756cc3e74674ff2ec394e3b92bb68cbd7617b,NG-RD-000318,STARTS_AT_PLACE,NG-PLC-000335,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,38.082569000,5.713014000,SHARED_REFERENCE
roadrel:nngla:945536efb8cd4d7a63ff93ead7c6304eb3cc564b3a4cf2049a4a794bfeab6931,NG-RD-000204,STARTS_AT_PLACE,NG-PLC-000204,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,36.864324000,-3.461341000,SHARED_REFERENCE
roadrel:nngla:94b48ff68b217db3dceeb02b34d5e7e0ce14c79e23edb99dbce27e96bd3c66ed,NG-RD-000002,STARTS_AT_PLACE,NG-PLC-000024,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,36.325117000,0.942349000,SHARED_REFERENCE
roadrel:nngla:94ce5d495c13fe80af7ac4c5eb41fd001eb1031a029267be941f0ccd7134aaad,NG-RD-000015,ENDS_AT_PLACE,NG-PLC-000020,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,36.382916000,0.804238000,SHARED_REFERENCE
roadrel:nngla:95140e4ae2dd20ecf8dd147d05cdec4609aa9d46334b6b58a89f31e0ee616e0c,NG-RD-000034,ENDS_AT_PLACE,NG-PLC-000003,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,36.878985000,0.722731000,SHARED_REFERENCE
roadrel:nngla:95213d291246c7e00e6a7107b7850cc1bfbf1dc8bde00d3d1fa4c32d57f8412a,NG-RD-000003,STARTS_AT_PLACE,NG-PLC-000007,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,36.330811000,0.918305000,SHARED_REFERENCE
roadrel:nngla:958dd895cbc4cf94d39e5bd734ad486d827515b2f4edd1a464f47b03d4245b87,NG-RD-000223,ENDS_AT_PLACE,NG-PLC-000177,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,37.583182000,-3.292153000,SHARED_REFERENCE
roadrel:nngla:95ce623a982583d5c68e558b981bbf894e9a507f2073e27cf98c7f5fd3de7996,NG-RD-000265,WITHIN_ADMIN_REGION,NGR-04,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:964f3fa4eea90a79cae48d3a46d611235905c8459cbab156a9250a7f3ede8a05,NG-RD-000142,ENDS_AT_PLACE,NG-PLC-000148,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,34.051310000,3.130189000,SHARED_REFERENCE
roadrel:nngla:967071ea0d938051c69ab15366b36871067a6bde569bdda520d12e093ff75135,NG-RD-000059,ENDS_AT_PLACE,NG-PLC-000055,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,36.711602000,1.043828000,SHARED_REFERENCE
roadrel:nngla:969188e1091f8c0738d5532bb58c4a4573de645801fe5870dd7c0336adcc440e,NG-RD-000291,ENDS_AT_PLACE,NG-PLC-000262,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,38.161884000,5.059686000,SHARED_REFERENCE
roadrel:nngla:96e5e4099576e4321aa789a7de15c96f300e31fca14ac43ff6ee2f5465be9a46,NG-RD-000068,ENDS_AT_PLACE,NG-PLC-000013,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,36.542436000,0.968068000,SHARED_REFERENCE
roadrel:nngla:96e88e0091713316930e8419aeed9c2807ec321fb4b321a04715786020c70ecc,NG-RD-000177,STARTS_AT_PLACE,NG-PLC-000196,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,37.753729000,-3.285763000,SHARED_REFERENCE
roadrel:nngla:9705c919f074cdfc4ccdad5ded9b9f60223f4fa76a9bcb3ae39c85963ee39434,NG-RD-000160,WITHIN_ADMIN_REGION,NGR-02,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:97127ed2319f0cdfca52d7467d60c6797163d08da6f346c408b0b1847380b559,NG-RD-000081,STARTS_AT_PLACE,NG-PLC-000047,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,35.533871000,1.075022000,SHARED_REFERENCE
roadrel:nngla:97545a978c430be14cc3a9d2dd9638e5b32db176e4fd239c80c8b8decdc92652,NG-RD-000138,WITHIN_ADMIN_REGION,NGR-02,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:97591be2d20c011e1da13ba62aebf25dfc973a2953273a3b3141d490e91c424c,NG-RD-000148,WITHIN_ADMIN_REGION,NGR-02,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:97998291efd8e14382c0094e8db2127418e862e433c5ad6495c46affe24862de,NG-RD-000286,WITHIN_ADMIN_REGION,NGR-04,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:97a9f695595f3cd672d29898fda32ddaa0962d640694cb07e42606d216630489,NG-RD-000196,ENDS_AT_PLACE,NG-PLC-000196,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,37.753729000,-3.285763000,SHARED_REFERENCE
roadrel:nngla:97afd89a9288567a27b7cf9365f8a74c264a69efeadb94a63051e1c77da221d6,NG-RD-000013,WITHIN_ADMIN_REGION,NGR-01,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:97e0486186f1fe90fc9bac24c85601f3b076f1465ea5aa59ead25333b72f41f4,NG-RD-000133,WITHIN_ADMIN_REGION,NGR-02,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:97e6d6c8e20beb4f6743c52e5cd67c121ef45cbe3a5719f76786fcc5b206ecce,NG-RD-000067,WITHIN_ADMIN_REGION,NGR-01,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:97f633543657aa2bee0503c66015db41a1a63f4163d14e7e1b2d69c62577ae5b,NG-RD-000005,WITHIN_ADMIN_REGION,NGR-01,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:9834773837d05112af024f43c4a05a5f810e63200397281ce9439c0d073447e9,NG-RD-000049,WITHIN_ADMIN_REGION,NGR-01,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:988c49ee0456b9ec591aede67387c49b7a5f2dbe8dcb5ed0f16f91ad143cb9e2,NG-RD-000170,WITHIN_ADMIN_REGION,NGR-02,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:98b656e8a8f0b02e8fbca2b95c495a6cb7394621cff3b47fdb161621e7994d70,NG-RD-000146,WITHIN_ADMIN_REGION,NGR-02,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:98c615700fcdc509d55aab59250d648047a3d415b0bd06793e88088201b0b0c4,NG-RD-000247,STARTS_AT_PLACE,NG-PLC-000175,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,37.181332000,-3.505870000,SHARED_REFERENCE
roadrel:nngla:98cc023f3c5b5c7ff411f456f2052b0e0b711be81389332eecf991aa125ad1cc,NG-RD-000159,STARTS_AT_PLACE,NG-PLC-000120,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,33.902790000,2.964776000,SHARED_REFERENCE
roadrel:nngla:98f40b7918a2b26c53191da5705f28fd59e7c738311612cf230d3d809539f298,NG-RD-000024,ENDS_AT_PLACE,NG-PLC-000064,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,36.768481000,0.801604000,SHARED_REFERENCE
roadrel:nngla:9961230a4f6e0f6087050ce95590b7e74d6a734762289acba32b2c8a03b1fbdf,NG-RD-000185,STARTS_AT_PLACE,NG-PLC-000209,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,37.327590000,-3.166237000,SHARED_REFERENCE
roadrel:nngla:99718ddcd9ea4c4863d3acafbcd4602316be31b7eb5c646055207d27458881fc,NG-RD-000006,ENDS_AT_PLACE,NG-PLC-000021,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,36.271395000,0.991270000,SHARED_REFERENCE
roadrel:nngla:99790a181aef56d47fcda555efb0702b68604a3d7c9751f177b278b6c6dd96ae,NG-RD-000248,WITHIN_ADMIN_REGION,NGR-03,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:997ffbb8686f2786554c3aad2bb9aed1d6f115fd54ea73773feaa7364914f6ab,NG-RD-000045,ENDS_AT_PLACE,NG-PLC-000003,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,36.878985000,0.722731000,SHARED_REFERENCE
roadrel:nngla:99bd6d7d75c72e7eabf8d755f8bac4697b673630bfad0f0f81e4c937b7fcf42f,NG-RD-000149,STARTS_AT_PLACE,NG-PLC-000109,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,34.257258000,3.213315000,SHARED_REFERENCE
roadrel:nngla:99c3e6dc0c677b99de2e68fe82d8472a40889e0e7803544282df53b1329b866c,NG-RD-000112,ENDS_AT_PLACE,NG-PLC-000102,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,34.267299000,3.328735000,SHARED_REFERENCE
roadrel:nngla:9a3db3f9abc97171e931425012ec6216e7f387ad1332ab18308af65be7422894,NG-RD-000237,STARTS_AT_PLACE,NG-PLC-000219,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,37.164079000,-2.805085000,SHARED_REFERENCE
roadrel:nngla:9a596bf7b4ddf68b180711e3fd2915685670f5a01e716ae383e8baa6eb676c2d,NG-RD-000276,ENDS_AT_PLACE,NG-PLC-000266,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,38.050017000,5.086787000,SHARED_REFERENCE
roadrel:nngla:9a69675b4a5f83b50483a495801f4e9266cc973bf352f86a971401fe72ae72c4,NG-RD-000254,ENDS_AT_PLACE,NG-PLC-000247,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,37.133210000,-3.050849000,SHARED_REFERENCE
roadrel:nngla:9acd7d8695d00642d5b0af764467ae9740f9a86a62b414afc84da86c887bdfce,NG-RD-000084,WITHIN_ADMIN_REGION,NGR-01,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:9b44b404a3442e45a3dca99754a70bcf7e0a8d804bf3eda8ac52ff05572f2e9f,NG-RD-000089,STARTS_AT_PLACE,NG-PLC-000093,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,34.286688000,3.436013000,SHARED_REFERENCE
roadrel:nngla:9b452df64585cd898b150c4e3b16192105acbf528811d2c9782241e2ef4e62ca,NG-RD-000311,STARTS_AT_PLACE,NG-PLC-000277,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,38.069747000,5.181883000,SHARED_REFERENCE
roadrel:nngla:9ba3fe1cc76250a2527e4cc5163df3cc01a4d55afc637d7d5c7a325c6cf874c4,NG-RD-000226,WITHIN_ADMIN_REGION,NGR-03,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:9bac75cb080ec03cb0e6814e8a64223f478863e9ff2ef9f11e9f8adac00eef0c,NG-RD-000278,STARTS_AT_PLACE,NG-PLC-000336,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,37.486769000,5.879642000,SHARED_REFERENCE
roadrel:nngla:9bb1e8583e32f89fdb92b4d23f3579cd0832846e66b17f1d0d12c6ffce8b2c23,NG-RD-000169,WITHIN_ADMIN_REGION,NGR-02,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:9beba05de6a228cd58bf928ba64a78bb98fa8aaa7a8080522e520bb80366ccce,NG-RD-000332,ENDS_AT_PLACE,NG-PLC-000275,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,38.031716000,5.276005000,SHARED_REFERENCE
roadrel:nngla:9c1b404df4271fb55186c685d526d5a7a91aa100b32684c2f5a92219f238c7e1,NG-RD-000340,STARTS_AT_PLACE,NG-PLC-000307,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,37.549437000,5.882836000,SHARED_REFERENCE
roadrel:nngla:9c2bb85fd9860b97cae62cb1641d461c697806dbb499474394cdce77517e8071,NG-RD-000102,ENDS_AT_PLACE,NG-PLC-000104,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,34.402857000,3.351954000,SHARED_REFERENCE
roadrel:nngla:9cfe586ab981204d58b9c040fde80429d3d3dea7bf8805ad7c9a8660342ccdfd,NG-RD-000250,WITHIN_ADMIN_REGION,NGR-03,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:9d0ff982be6d6014d57e33948f40db840b53e71c33b32d844d36b02b476059da,NG-RD-000128,ENDS_AT_PLACE,NG-PLC-000138,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,34.922924000,3.427150000,SHARED_REFERENCE
roadrel:nngla:9d263303cf0bf39c4f9d20f684b8148aaad34d6d51a129fa6161217e9fde5211,NG-RD-000284,WITHIN_ADMIN_REGION,NGR-04,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:9d29c1e5b27af928435c6efe2f5de0f5c2af87658bf580333191707f7e2753dd,NG-RD-000220,WITHIN_ADMIN_REGION,NGR-03,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:9d8f5ec7d28fac2e61fec248074cf8022cd68fd12cb49fb5931f310bc8d4ac0f,NG-RD-000119,ENDS_AT_PLACE,NG-PLC-000110,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,34.984247000,3.252922000,SHARED_REFERENCE
roadrel:nngla:9da650c900cb5b8bd9ea550fba4d67c31e578d336b7bdb9dbc0eb2fbd4d49d88,NG-RD-000147,ENDS_AT_PLACE,NG-PLC-000129,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,34.362274000,2.800595000,SHARED_REFERENCE
roadrel:nngla:9dc5c3ef24f7ddede7790921d6ddf9d0159b645708a1fe06297b2d2ed49c7362,NG-RD-000049,STARTS_AT_PLACE,NG-PLC-000002,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,36.662684000,1.200426000,SHARED_REFERENCE
roadrel:nngla:9ddf7db9dd041ce24f4fa09d09b0bf06eb5fada22b15523937969f05157f5bd3,NG-RD-000047,ENDS_AT_PLACE,NG-PLC-000055,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,36.711602000,1.043828000,SHARED_REFERENCE
roadrel:nngla:9e38e2d557c08694a7b3416bf5e5ed11ef9253cb262e9b9d1c2060989bd3d0dc,NG-RD-000065,WITHIN_ADMIN_REGION,NGR-01,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
