connection_id,node_id,road_segment_id,road_id,endpoint_role,runtime_effect_scope
roadconn:nngla:4af122a78d4365f6117c235a8226ccb6b0c43518bd6fe3c94914c94a598907b0,roadnode:nngla:842876f5c951187d172597eed69de6a8df899434ff6a3a54ba95fffbaa40ada6,roadseg:nngla:0439a12da5a6343a11ce2d27527ba50b189773f229094e4546e9e57bd92172d9,NG-RD-000178,START,SHARED_REFERENCE
roadconn:nngla:accfaef5f1dd31d0b981e00888c8d5807e6854b4187d8602ba9ea64891fbcb38,roadnode:nngla:3c7df76d80df81a4ccee6731035d183365a611b4704fdb9cad074a8b116a69e7,roadseg:nngla:0439a12da5a6343a11ce2d27527ba50b189773f229094e4546e9e57bd92172d9,NG-RD-000178,END,SHARED_REFERENCE
roadconn:nngla:4691d451e4b24e51543d240daa3cdec58772ad9173d5b67dcc184a4763d7c96b,roadnode:nngla:18ea2892cc84541bb156098a3af4288e87148eac04a688c8b0d1f57b7c1c4f0d,roadseg:nngla:1cc9a06a63436de1a2a312062c7959ebf52294357b30c541a27cc45ce310b423,NG-RD-000179,START,SHARED_REFERENCE
roadconn:nngla:95b7f1e33c8b664d751cf21d9da2f9501184f0bea9412b3a7d0b126e0a522a92,roadnode:nngla:9417990480afccd2e09b09bf18738a681f29915e5c9a71c724885615d66ee816,roadseg:nngla:1cc9a06a63436de1a2a312062c7959ebf52294357b30c541a27cc45ce310b423,NG-RD-000179,END,SHARED_REFERENCE
roadconn:nngla:ca4bd9486868c4e672eee9d0eb9b1ffe4108bbb6441f412e2a30608e607d2546,roadnode:nngla:5814073eaaf7ab3029f63276b34777a86f8ebd50bf851d7dac1662f7f85de6be,roadseg:nngla:b1a8dfe60ee2b9e498eca633c50dacec15fef3d9667baaa4912e2adb152d9ce7,NG-RD-000180,START,SHARED_REFERENCE
roadconn:nngla:d553f7d20a85c2813ef5373d5fffc58c8531a4a2c0e999caf1f96a37410afef2,roadnode:nngla:2f6e912646f2da89de22dcb3f968b5de1183ccb7c8e567dfc2ce582d6c82e559,roadseg:nngla:b1a8dfe60ee2b9e498eca633c50dacec15fef3d9667baaa4912e2adb152d9ce7,NG-RD-000180,END,SHARED_REFERENCE
roadconn:nngla:d9a1a991cc18501b21aa33f1369aab9d4caa68200f141f9076cbb1957f50a7d9,roadnode:nngla:3fd21015b822ceebab4abdff46f2cf59fc5bb2e998feb64fe445b78699723b26,roadseg:nngla:10bc117f52d10d46c5ea04510d2ab3103dbd7df604461263e925a0d854b00c3e,NG-RD-000181,START,SHARED_REFERENCE
roadconn:nngla:f8bbbef928d6064ccfa123cd59b6d5c32ff33bd0f612c73afa70f4d8351f97fc,roadnode:nngla:842876f5c951187d172597eed69de6a8df899434ff6a3a54ba95fffbaa40ada6,roadseg:nngla:10bc117f52d10d46c5ea04510d2ab3103dbd7df604461263e925a0d854b00c3e,NG-RD-000181,END,SHARED_REFERENCE
roadconn:nngla:0cf1dc00854a8837fc9f0d9729a3f334f51182570996762447768b0a5460647f,roadnode:nngla:d58d193b6d920148a04702113a49ccbfb308e07d7f9f6289eba6abbf714fe629,roadseg:nngla:29e9cbf8cdd64ea35386444a719320e73ef0f659b0f386c305883e47eea4c322,NG-RD-000182,START,SHARED_REFERENCE
roadconn:nngla:6a45453074a39242b1f07c79a64908e235e1b88984b51a0f03d422fb8e64681d,roadnode:nngla:6405da0161e745312c580b334af19fe8f804fde66b8228fe6e8fac85ca460f8e,roadseg:nngla:29e9cbf8cdd64ea35386444a719320e73ef0f659b0f386c305883e47eea4c322,NG-RD-000182,END,SHARED_REFERENCE
roadconn:nngla:afadb203f87d3548e71e11b325eaa1c57b48ecb907b0c036aaf2d528256c37b5,roadnode:nngla:7bfd151320f9cc8c858aef1d8cf9d6735b7c50d408762bc135358389b8715d77,roadseg:nngla:1771de39f087e0a10322de3afa4cd281c46aeb76c75dc687c2b5572ccda0b635,NG-RD-000183,START,SHARED_REFERENCE
roadconn:nngla:cee53582078394ca02230e5bd75830d129d4b7790fc0147730d83b89ff1f98f4,roadnode:nngla:3fd21015b822ceebab4abdff46f2cf59fc5bb2e998feb64fe445b78699723b26,roadseg:nngla:1771de39f087e0a10322de3afa4cd281c46aeb76c75dc687c2b5572ccda0b635,NG-RD-000183,END,SHARED_REFERENCE
roadconn:nngla:bbc1c7c091fdc613f9e9ee18563c3ce7b01ce826ffd3a31bcbc8d393bf14137b,roadnode:nngla:2e71ed5d13cae3d70cdbdcdd57815d71a4b1b2d05e47a5a53b75b2a452fe7170,roadseg:nngla:76566bb3ebaaa5a98e254adac46ddc9ba5cf780c4aa6d26e9948a7bfc13484cf,NG-RD-000184,START,SHARED_REFERENCE
roadconn:nngla:c323b80e3b138e6868b5ad25f90e7f8406537308a79909b9c22cd878b6e02ff4,roadnode:nngla:46e9eeb2f95869193815d02a4812f7845ad341e83bea9b09866ea13e55cc9942,roadseg:nngla:76566bb3ebaaa5a98e254adac46ddc9ba5cf780c4aa6d26e9948a7bfc13484cf,NG-RD-000184,END,SHARED_REFERENCE
roadconn:nngla:ca79f11c5d92e1fb5ec1d47771d96055998db15b1ee1d7b5d766192bda359c4b,roadnode:nngla:2e71ed5d13cae3d70cdbdcdd57815d71a4b1b2d05e47a5a53b75b2a452fe7170,roadseg:nngla:ee002761d1d58be8509199570da41052c80614d976ac64ea19815bb24600254d,NG-RD-000185,START,SHARED_REFERENCE
roadconn:nngla:fbde0bbf8947fce82cb67a91ef937a57eadf01f00c1403c66296fb23a6f619a3,roadnode:nngla:9add66f356bfe973583420ff6da3d091c08e49e7392720c46fca891021312b76,roadseg:nngla:ee002761d1d58be8509199570da41052c80614d976ac64ea19815bb24600254d,NG-RD-000185,END,SHARED_REFERENCE
roadconn:nngla:8e3929864a1603c6ac0a5693690b2cb876c4c4779c533b87be1e3700f37b131a,roadnode:nngla:45b26240fce1f067887f7b4bfc38f07f273e0a21d526a8aa0a8476e3788dd16c,roadseg:nngla:2a23348f899e560acc2133726e05974102a9b5f1cd6d16587d2eaae0b8f809a0,NG-RD-000186,START,SHARED_REFERENCE
roadconn:nngla:2b65c3d89733a9cb04c6b1fab205a3d39ef0c72e388e775f02e40e0d72b1d3f9,roadnode:nngla:4fca602754f562d13dc0e14eb513cd0779a3ecbfb9a67daf0be50d89dbb1c383,roadseg:nngla:2a23348f899e560acc2133726e05974102a9b5f1cd6d16587d2eaae0b8f809a0,NG-RD-000186,END,SHARED_REFERENCE
roadconn:nngla:1166dab66bc14a27ef41c96e9c2b040abd5a096b2f83b9d6b51559402f7ff8ec,roadnode:nngla:6405da0161e745312c580b334af19fe8f804fde66b8228fe6e8fac85ca460f8e,roadseg:nngla:f5050ca704ad91bec6fcd826094bd7c0383d1b95f934490dbad7958783ccb778,NG-RD-000187,START,SHARED_REFERENCE
roadconn:nngla:aa5e6b2847bf926c26e44c7406471c3031f61bba075bf9f4b784d053e3372f1d,roadnode:nngla:5814073eaaf7ab3029f63276b34777a86f8ebd50bf851d7dac1662f7f85de6be,roadseg:nngla:f5050ca704ad91bec6fcd826094bd7c0383d1b95f934490dbad7958783ccb778,NG-RD-000187,END,SHARED_REFERENCE
roadconn:nngla:aca8d125d8217bfc6d82b14bf1513d7c3b839e0ce56a2ff775a2c9eb77666b70,roadnode:nngla:e9fc28835216f476f833d54fd23655612e42a4ea62bdd70c90f0b1b0679254f4,roadseg:nngla:81851aa4582fd1e181601327f64818a134a1bbcfda23d6963485f2c71c4d4486,NG-RD-000188,START,SHARED_REFERENCE
roadconn:nngla:c4b724d24dff261ec27a7d5e25c32eb9b626691e4b9ddf541a322effb1451826,roadnode:nngla:e27490b2d4193f7f1c4fbbf76bdfbd4850b1930450213515d92ea627c458bd33,roadseg:nngla:81851aa4582fd1e181601327f64818a134a1bbcfda23d6963485f2c71c4d4486,NG-RD-000188,END,SHARED_REFERENCE
roadconn:nngla:83a2415908554edf87aa71adaedf8d6094af2e021c6aef28fca8621f4982a3fe,roadnode:nngla:9b39596df9ff22cbf2f94a476cc37aa60b7ba5b9bfa830401e65504d6124f3c2,roadseg:nngla:fd8f26dfa636b571eb07d53c014a6b21e486ce0bc65e98257d58ab5d59509477,NG-RD-000189,START,SHARED_REFERENCE
roadconn:nngla:445f3d23b34adc5d7619f96bb5fbcaa804966f1208066bb4efe5f3a611b6186f,roadnode:nngla:e9baae26081789fe960e3ea69d9f1da4b539ff30e329dd91a61302f49e0cecc7,roadseg:nngla:fd8f26dfa636b571eb07d53c014a6b21e486ce0bc65e98257d58ab5d59509477,NG-RD-000189,END,SHARED_REFERENCE
roadconn:nngla:147592570e865b6b07b0de43a3b5482eb8fa1ad7ff18fa5f2e8005d87ac724a3,roadnode:nngla:99dbd431e442401f590ef468bc802739a4b06bb7cfbd4107b1f2d6256905eeda,roadseg:nngla:2fb08826c34ca749fa98579d52604e367cb63b2aa12b95e590269267d1152572,NG-RD-000190,START,SHARED_REFERENCE
roadconn:nngla:e89effcf430b2f3d9244b750b547b6aa19ef079763116fdde5d2877a422b634d,roadnode:nngla:2967ff4aad91a2431e07a24c32ca124dd5d771ca77629223a6cb50d8195466f2,roadseg:nngla:2fb08826c34ca749fa98579d52604e367cb63b2aa12b95e590269267d1152572,NG-RD-000190,END,SHARED_REFERENCE
roadconn:nngla:cc3399ac24746a8216d6a974fe9c2026cfd9e6cd6b86082d753dc0ebbd0ea4ef,roadnode:nngla:45b26240fce1f067887f7b4bfc38f07f273e0a21d526a8aa0a8476e3788dd16c,roadseg:nngla:c29de95c5a76bd38dd9db302fe32340fce78fd9b8cd284d35c31dc9fa1f8d8d9,NG-RD-000191,START,SHARED_REFERENCE
roadconn:nngla:1760c05786cdaf64005f833109166f4650202e0d3773998feba5f86d31e35a70,roadnode:nngla:7bfd151320f9cc8c858aef1d8cf9d6735b7c50d408762bc135358389b8715d77,roadseg:nngla:c29de95c5a76bd38dd9db302fe32340fce78fd9b8cd284d35c31dc9fa1f8d8d9,NG-RD-000191,END,SHARED_REFERENCE
roadconn:nngla:cecf7e1f9bead4e564ced4f10866ccb1feb504dceb2c288e2bbb84f4da760c73,roadnode:nngla:94f357a80cdeaeee30c487260786c565e36fd2fa7ef667056ed904d3be951522,roadseg:nngla:309fecdabc4f02ee93463bd23783658e71ee47a0130f586f5656845eeda010b8,NG-RD-000192,START,SHARED_REFERENCE
roadconn:nngla:087f659637677bfa97b49ff7a5cd71e12fcb4242abaf42fe2e269be4cd237b06,roadnode:nngla:4fe56785dbcf5af7d57b2412a22b793c100d216964f2bfed4af08398704066c4,roadseg:nngla:309fecdabc4f02ee93463bd23783658e71ee47a0130f586f5656845eeda010b8,NG-RD-000192,END,SHARED_REFERENCE
roadconn:nngla:852f059e8dec46fd00afc086e933a329bc0f3ea302d7f368cf2ad6f31866d0aa,roadnode:nngla:22b4c94323f2883975f177a950b60d263b0e7f240796a0345a98628d239d39da,roadseg:nngla:8d204256fa408028b60c598f08b68cfb898738134eefa86b50156b2e0486d58f,NG-RD-000193,START,SHARED_REFERENCE
roadconn:nngla:68d52400d76f7e205df12e3b36623baa470fe9b363522df22cded3ca18d8592b,roadnode:nngla:4fca602754f562d13dc0e14eb513cd0779a3ecbfb9a67daf0be50d89dbb1c383,roadseg:nngla:8d204256fa408028b60c598f08b68cfb898738134eefa86b50156b2e0486d58f,NG-RD-000193,END,SHARED_REFERENCE
roadconn:nngla:4e6731c2cb677ae02c4555119aaa81bc73c94f77c21dd996b5c79bd25a64066c,roadnode:nngla:7037c135797560c35772aadc261af4091f2e634947937b78efa796027f4f9d60,roadseg:nngla:903b125d202a09a9fdc30193ee0bea238e5e5e551d2e9f8776409976c4f08e1a,NG-RD-000194,START,SHARED_REFERENCE
roadconn:nngla:37f6536cc886521687877a7ad28d19865518611b03bf9da3395fe1f871fbe2d8,roadnode:nngla:1d19306d36163070f6623b5aa5f9149ff8da199f229a298159860325a541120c,roadseg:nngla:903b125d202a09a9fdc30193ee0bea238e5e5e551d2e9f8776409976c4f08e1a,NG-RD-000194,END,SHARED_REFERENCE
roadconn:nngla:d7e9d6f26e8a61fea505299eb0d5ca1f39922cba1c25a797416ad6f3ad961af6,roadnode:nngla:3cb068699bb45ed644c0671923068401f0cb27da10308d52a2938942b1ceb5d6,roadseg:nngla:438cec4e35923924921da0b56c42d6623cf40d188ad8e7a836278278980ccf7c,NG-RD-000195,START,SHARED_REFERENCE
roadconn:nngla:38c464ce818a719f4efb2414a95d6009784f551bc325735d5769a2f8597304a1,roadnode:nngla:4fe56785dbcf5af7d57b2412a22b793c100d216964f2bfed4af08398704066c4,roadseg:nngla:438cec4e35923924921da0b56c42d6623cf40d188ad8e7a836278278980ccf7c,NG-RD-000195,END,SHARED_REFERENCE
roadconn:nngla:e08d18516f2e1e1a00d3615803056dbf99202596ab5172e9413a7f76b669b7c1,roadnode:nngla:f29ad620a42d4c6ecd7b080f99f4b33c60c82456dffd827666402f4d4396032e,roadseg:nngla:9a2789865ac30f78adb4b1b7f79d8949ed2a2e8e6e6b7531119b7d5ee4c3b5e1,NG-RD-000196,START,SHARED_REFERENCE
roadconn:nngla:13483b2b15986983d897b16e3c4d68216f984720700cfad976b485810c9e3323,roadnode:nngla:51df55644fba7139522409d8b89a4e34cddcb216645b1797763127ee1c39583a,roadseg:nngla:9a2789865ac30f78adb4b1b7f79d8949ed2a2e8e6e6b7531119b7d5ee4c3b5e1,NG-RD-000196,END,SHARED_REFERENCE
roadconn:nngla:485140cefd59e54fd4cff046a2eb208bbecb6fdb944629301b7f6c97979eb812,roadnode:nngla:c70fe9f537a6888604d3f4722a288374c8647ad37288b9529559b03339a36c36,roadseg:nngla:f36f78de84bbb8f9430c9081984febc17ca5f429b870feabbb90ee9332a7ac40,NG-RD-000197,START,SHARED_REFERENCE
roadconn:nngla:3e4579f130ffa851de79c63699405f14f05cdaaf7ea93cf1c150dc2da7275790,roadnode:nngla:0cd0de6525bc3fbe3f561cca57785029f2509772a320336b10cb681e7784bc30,roadseg:nngla:f36f78de84bbb8f9430c9081984febc17ca5f429b870feabbb90ee9332a7ac40,NG-RD-000197,END,SHARED_REFERENCE
roadconn:nngla:7f611e23459f4c1137ac277d942330a571e3c7ee186b910bd0ca88354178385d,roadnode:nngla:18ea2892cc84541bb156098a3af4288e87148eac04a688c8b0d1f57b7c1c4f0d,roadseg:nngla:41d8d1caea84cf4ac32baa1655df6843f49f8224fb105240e0efe55390934548,NG-RD-000198,START,SHARED_REFERENCE
roadconn:nngla:788b1b5bac3a06c54611da3da23cf2cedbf1057c60f8732de006598ce9b5068c,roadnode:nngla:44944414eacc5436f2f8dd5900b8ef11c5554c51e79c7db2154e4153c908d638,roadseg:nngla:41d8d1caea84cf4ac32baa1655df6843f49f8224fb105240e0efe55390934548,NG-RD-000198,END,SHARED_REFERENCE
roadconn:nngla:12dc520bf9cb0a95e5e09814acb2635cd80e9a690b1df2507050ab495f576335,roadnode:nngla:e5e79b98667c02eeeb761ddc0daba697d98d91d402972aa38daec572744df6ee,roadseg:nngla:383c96ec2089c6aae46c38807e704d11ef3950596b9436c623f200b90b473ddd,NG-RD-000199,START,SHARED_REFERENCE
roadconn:nngla:9646d413723a1a752550e6b913a0435d0a757c8471841be39ebfd2f80a1d2c6d,roadnode:nngla:1d19306d36163070f6623b5aa5f9149ff8da199f229a298159860325a541120c,roadseg:nngla:383c96ec2089c6aae46c38807e704d11ef3950596b9436c623f200b90b473ddd,NG-RD-000199,END,SHARED_REFERENCE
roadconn:nngla:35103aef93b8f846262f376a998740ab42064c184130a40dae46d3970d0ccc0b,roadnode:nngla:191b313f6196709b0d851c8029d75c28340ab32511034742c4bca3468a81438f,roadseg:nngla:737d9adeb6bd08a9c4001a5f9ef1e1710680be0279320e40f328738efd47f537,NG-RD-000200,START,SHARED_REFERENCE
roadconn:nngla:7b4eac2b7fc92d24d38da20ff26c28b3aa9a088e8253e896e3a8c3251b2ef43f,roadnode:nngla:31c03efbbcbd6bdf1b9da8d1016da65e459fe6240f7513e05cb6d19d3be54131,roadseg:nngla:737d9adeb6bd08a9c4001a5f9ef1e1710680be0279320e40f328738efd47f537,NG-RD-000200,END,SHARED_REFERENCE
roadconn:nngla:64ed825421f6327f2ff017b6a439e2dec803de2e8784d5a33e08bad6cbad6429,roadnode:nngla:a0d687fbde70a689fc93d92bc840ac449794283fe16a50ec872aef7431640185,roadseg:nngla:9ed248b31a908fc7335a68c0e9fa39715c0055c8f27128363ee84fcf308f106b,NG-RD-000201,START,SHARED_REFERENCE
roadconn:nngla:62bf811253b4718b34b2304c57a8f29682c65f57ad3e2bdc70c48b1262cbd02b,roadnode:nngla:90982683e63aea720facf7844ee513e22d2d33e8ea0dc37da5a188c080409d41,roadseg:nngla:9ed248b31a908fc7335a68c0e9fa39715c0055c8f27128363ee84fcf308f106b,NG-RD-000201,END,SHARED_REFERENCE
roadconn:nngla:28df947a09316ebedf5351152f43282339e46809e0744200c60229de098e0524,roadnode:nngla:e9baae26081789fe960e3ea69d9f1da4b539ff30e329dd91a61302f49e0cecc7,roadseg:nngla:f7c2c6bb7cf1d98253863f2438a2d90c51deb2c2c7939def2ff7bb30e4504b35,NG-RD-000202,START,SHARED_REFERENCE
roadconn:nngla:e4eab94a574564a7a93d4392534b28a3e187c53c34b13a26a81cc8cfbd635418,roadnode:nngla:5e73609127d18963b40e79388a9e41073ad441b5967f0dd1b8cc66448ec8275f,roadseg:nngla:f7c2c6bb7cf1d98253863f2438a2d90c51deb2c2c7939def2ff7bb30e4504b35,NG-RD-000202,END,SHARED_REFERENCE
roadconn:nngla:da4727b7de470478546ebfb2e817aff7cefe77b9fc0dbd774b95d47762abc471,roadnode:nngla:2e71ed5d13cae3d70cdbdcdd57815d71a4b1b2d05e47a5a53b75b2a452fe7170,roadseg:nngla:60e09b7ce455ca76835363ed7cc3260c232f7d406f7d6f2b16d753b14f2a9618,NG-RD-000203,START,SHARED_REFERENCE
roadconn:nngla:2c3c608d5c701976a2a023938d71841683d72db3594b8ce6ee7c86e15bdd7f98,roadnode:nngla:191b313f6196709b0d851c8029d75c28340ab32511034742c4bca3468a81438f,roadseg:nngla:60e09b7ce455ca76835363ed7cc3260c232f7d406f7d6f2b16d753b14f2a9618,NG-RD-000203,END,SHARED_REFERENCE
roadconn:nngla:d58d8819faef4ba49eb5c59cb13f31d1178d76316bdead0106b8055fd999698b,roadnode:nngla:59ea9f86517282818746085648f595df78de650b1ebfc6700caf791d7fc6f7da,roadseg:nngla:3cb9c08d6d2e61ea803fe21f4a840b6972fbb53a0624bac097ce2a9b7fdf0431,NG-RD-000204,START,SHARED_REFERENCE
roadconn:nngla:f5cfd56afb720d52e292c44952a298b3e921255ff6d61723b2fde6b921aca44e,roadnode:nngla:99dbd431e442401f590ef468bc802739a4b06bb7cfbd4107b1f2d6256905eeda,roadseg:nngla:3cb9c08d6d2e61ea803fe21f4a840b6972fbb53a0624bac097ce2a9b7fdf0431,NG-RD-000204,END,SHARED_REFERENCE
roadconn:nngla:d67fbdc114bdb3e3a3601e3cba424c9b540643d1f77471a85501146867dc5c9c,roadnode:nngla:45c2191070e13609d95371fc01ddb6a687f1c92e7ec722bbdb6e47b84162cab2,roadseg:nngla:8f9db0b4a6d15a632935bfe598ad2a60db459a2a3b69452faea17cb249157b52,NG-RD-000205,START,SHARED_REFERENCE
roadconn:nngla:b6cd6b80e4a07102f2d85041b6e57314a15bf150bd7b305f7bf6d16b69fa8f92,roadnode:nngla:e5e79b98667c02eeeb761ddc0daba697d98d91d402972aa38daec572744df6ee,roadseg:nngla:8f9db0b4a6d15a632935bfe598ad2a60db459a2a3b69452faea17cb249157b52,NG-RD-000205,END,SHARED_REFERENCE
roadconn:nngla:b6ad634fadb465fa05d426cbf1d76fe6641f5ab655537596f003bba340374d6e,roadnode:nngla:0cd0de6525bc3fbe3f561cca57785029f2509772a320336b10cb681e7784bc30,roadseg:nngla:65c40151ae8232f09d0269065d0b0309d4bd593e9477b1587515c1cf0d45fd6c,NG-RD-000206,START,SHARED_REFERENCE
roadconn:nngla:b4ae75f306452027c938ea632589a0a98414ec91447b3f022c52569085edc6d5,roadnode:nngla:db58420dc8aaed812904313b915a11ca1c95717036d370942228decbb58b11c6,roadseg:nngla:65c40151ae8232f09d0269065d0b0309d4bd593e9477b1587515c1cf0d45fd6c,NG-RD-000206,END,SHARED_REFERENCE
roadconn:nngla:d7ffcd97bd337a0bf3e89514cc74f3adebbbe1859ae771c7df7be3bab2e3d776,roadnode:nngla:94f357a80cdeaeee30c487260786c565e36fd2fa7ef667056ed904d3be951522,roadseg:nngla:1bc5a9465ccb09d8aa19c44c2266016b4dbebce3ebf57ae0c7ec3d1505cc6a86,NG-RD-000207,START,SHARED_REFERENCE
roadconn:nngla:f7c18a9baa0a0345c79b5a62bb1804831286171ae0551866a02a5f8bd4b25670,roadnode:nngla:a0d687fbde70a689fc93d92bc840ac449794283fe16a50ec872aef7431640185,roadseg:nngla:1bc5a9465ccb09d8aa19c44c2266016b4dbebce3ebf57ae0c7ec3d1505cc6a86,NG-RD-000207,END,SHARED_REFERENCE
roadconn:nngla:76acb60f3c2fcc80e101ff2ce66fcad477964c9a9fb2729720e00b8e249b2d2e,roadnode:nngla:e9fc28835216f476f833d54fd23655612e42a4ea62bdd70c90f0b1b0679254f4,roadseg:nngla:4725d2a691abcb379c8bed8fc03b480cb59f4d514d8ec40ba214eeae2cd76b7e,NG-RD-000208,START,SHARED_REFERENCE
roadconn:nngla:6693666064cf1c5717dff3977467e9a54a53901aa769ca2eeb52745419f65b29,roadnode:nngla:2967ff4aad91a2431e07a24c32ca124dd5d771ca77629223a6cb50d8195466f2,roadseg:nngla:4725d2a691abcb379c8bed8fc03b480cb59f4d514d8ec40ba214eeae2cd76b7e,NG-RD-000208,END,SHARED_REFERENCE
roadconn:nngla:3154b973fad62154f6ded42d29183ffb76944316f3b8310670a7d86638edeb1c,roadnode:nngla:b0ebfeceddf3ecd1b78dbc52cfc7946fd226e56ecdd78af0bc8864542055eedb,roadseg:nngla:69e47f730ef36b9388fc5c6d821b2322f59a5780c5ade1555dd458dd46484b27,NG-RD-000209,START,SHARED_REFERENCE
roadconn:nngla:c7cadc53f14198f0864d9732a8d4b03e2c99bc2c29954e2382a51b4791f92cc4,roadnode:nngla:d47214ac7a5f4b4b5cda9d75727b1f1e5f13ff61c99700a34d65413737ba6ccd,roadseg:nngla:69e47f730ef36b9388fc5c6d821b2322f59a5780c5ade1555dd458dd46484b27,NG-RD-000209,END,SHARED_REFERENCE
roadconn:nngla:88161683969fdb361fbef9821830fc24125a2beb982b6a5d6c2f8338063e0892,roadnode:nngla:e8122f1006c5a7172486672939ae2884aa09353af9fc951a05e0f0003c009301,roadseg:nngla:5ed19a29cf3d55f668ca4233ad77640898bf4cb6cc4f06d54cbb489dd9489c32,NG-RD-000210,START,SHARED_REFERENCE
roadconn:nngla:a774c987a8b4f684d54d39a25ee2b743ab2fd952ae3fb6dae4c5d8ae41e3292e,roadnode:nngla:b9817fbc8fc5b1381169ad130529884117608823c9ef897639e1d67967c56671,roadseg:nngla:5ed19a29cf3d55f668ca4233ad77640898bf4cb6cc4f06d54cbb489dd9489c32,NG-RD-000210,END,SHARED_REFERENCE
roadconn:nngla:ebb506a8dd78478a5238713fb4b75d53dbd4a8a83240814267677211a4c29048,roadnode:nngla:bb78bbd9ae2e48dd0916b765ad7a8d8a03dffdd9ee72643fbdbd6d5e72a35dff,roadseg:nngla:2871430b0c965dbb8ad40aa574d921acff8004662e6c3d88cc1021d7351b642d,NG-RD-000211,START,SHARED_REFERENCE
roadconn:nngla:ed4f6bc91ed11315be770878c54c159dc2f83cffbd38f134ae1be2350b7f02dd,roadnode:nngla:784f22c433270e611c6d21299da58de9d0ee05dbdbcca42d7ec114eba4c5976c,roadseg:nngla:2871430b0c965dbb8ad40aa574d921acff8004662e6c3d88cc1021d7351b642d,NG-RD-000211,END,SHARED_REFERENCE
roadconn:nngla:e7ab513abf915b8d1868da220474d65ff217bd95e4789cb9e7e89e164e837fe4,roadnode:nngla:191b313f6196709b0d851c8029d75c28340ab32511034742c4bca3468a81438f,roadseg:nngla:72c3ad29c77c1c8cefecd6ab521be08be54fc7e8123f61bbec84b0c5d14311c6,NG-RD-000212,START,SHARED_REFERENCE
roadconn:nngla:801e03ac300f2bf417332e03d2f2f801ec160af0e800010c1c6c699c23d9d4d7,roadnode:nngla:22b4c94323f2883975f177a950b60d263b0e7f240796a0345a98628d239d39da,roadseg:nngla:72c3ad29c77c1c8cefecd6ab521be08be54fc7e8123f61bbec84b0c5d14311c6,NG-RD-000212,END,SHARED_REFERENCE
roadconn:nngla:b097196ca14d94d712171195243c1e986303852b39c9593344b110c30abf781e,roadnode:nngla:d47214ac7a5f4b4b5cda9d75727b1f1e5f13ff61c99700a34d65413737ba6ccd,roadseg:nngla:9a20facb4d0d5d2caa56462de2456acabef1d4c83ca2c693ade3a6e18b0eced6,NG-RD-000213,START,SHARED_REFERENCE
roadconn:nngla:ecfa4e397580d5afbe2ce5d7be8d92466719d15507fd45e163504d3ffc58ce4d,roadnode:nngla:09c60c779ca82816e147b0bdb04016e213045fc67aba10bb9b4e27978a55fe2d,roadseg:nngla:9a20facb4d0d5d2caa56462de2456acabef1d4c83ca2c693ade3a6e18b0eced6,NG-RD-000213,END,SHARED_REFERENCE
roadconn:nngla:c358141831d9e4a9a572fe06af7ec3d3f3358263219f7916c92db5864ccf8f4d,roadnode:nngla:bbc08ff934854bdcc7f94cf5c6c5f508d689794f90d4678864254b62afa98536,roadseg:nngla:c38af5aae6d0a676103284ad9edda1c838adfb9244842ed0a07f8ead562da7fc,NG-RD-000214,START,SHARED_REFERENCE
roadconn:nngla:73669a68fccd4499b1b2dc0781cdc63d99667ed5409709eda1c3e5bf63b4f182,roadnode:nngla:9485e2cf3adb1270a4d8db6c7fd969f668f63b7dde804d24443e753bb8b9e3a3,roadseg:nngla:c38af5aae6d0a676103284ad9edda1c838adfb9244842ed0a07f8ead562da7fc,NG-RD-000214,END,SHARED_REFERENCE
roadconn:nngla:b2aad6f5886230050b329565a7dee4a6cf4d1995f813f08f5e0e80056c44e92b,roadnode:nngla:d4a2f3af82ad3b6b28d78867ae53444bcaa832498af11309d3a6b5fcf75006c3,roadseg:nngla:f7bb3ea815f3156666ed05779d10a60139e50c9ee98a2aa1b94b6e0c566b29a2,NG-RD-000215,START,SHARED_REFERENCE
roadconn:nngla:d75a66ff9942ab64b30d4904523c5b7944902bc0c351f0406176e71e192abe25,roadnode:nngla:0cd0de6525bc3fbe3f561cca57785029f2509772a320336b10cb681e7784bc30,roadseg:nngla:f7bb3ea815f3156666ed05779d10a60139e50c9ee98a2aa1b94b6e0c566b29a2,NG-RD-000215,END,SHARED_REFERENCE
roadconn:nngla:8049f3262f0822d30cfef9a2031937c268603c2fe85428691674590e64168287,roadnode:nngla:3fd21015b822ceebab4abdff46f2cf59fc5bb2e998feb64fe445b78699723b26,roadseg:nngla:9d8eea05c8dc1d0f7546a1520594af8ed1eb15ba3b945543e0c332ff47859ad8,NG-RD-000216,START,SHARED_REFERENCE
roadconn:nngla:4003b9d7ef7f17fe60d96b4a799f4b7a615d9f7573e57fcb053dcfa1302bf756,roadnode:nngla:0cd0de6525bc3fbe3f561cca57785029f2509772a320336b10cb681e7784bc30,roadseg:nngla:9d8eea05c8dc1d0f7546a1520594af8ed1eb15ba3b945543e0c332ff47859ad8,NG-RD-000216,END,SHARED_REFERENCE
roadconn:nngla:64ecab988da2ae4108a8ff51618d98f9728b9c8a69b80843e14d146f2094ce1c,roadnode:nngla:e9baae26081789fe960e3ea69d9f1da4b539ff30e329dd91a61302f49e0cecc7,roadseg:nngla:55a909a840402f8d79ec5b5f72e12c525a20718bc6f231ee4eb3f76acd816ded,NG-RD-000217,START,SHARED_REFERENCE
