administrative_area_id,administrative_candidate_id,boundary_candidate_id,administrative_type_code,geometry_type_code,geometry_valid,geometry_nonempty,sovereign_containment,reference_point_containment,parent_containment,sibling_overlap_policy,gap_policy,qualification_status,qualification_reference,runtime_effect_scope
NG-ADM-000146,NG-ADM-CAND-000146,admbnd:nngla:8421d8f33ba28508e25a76db0cf1c33771c2b6d549a0ce870e0970994e7ac847,INDUSTRIAL_ZONE,POLYGON,true,true,PASS,PASS,PASS,PASS,NOT_APPLICABLE,QUALIFIED,qualification:nngla:8c84254b6ccd854d0cd0ea91fa867a3ba29e35523a3964b0ce9e543f5ee5c3f0,SHARED_REFERENCE
NG-ADM-000147,NG-ADM-CAND-000147,admbnd:nngla:c646bca2a4d1e7eaa76d069540fb741644e31b4b1380b494659e0e46b70ab4aa,CITY,MULTIPOLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:1eda60ebf6ad102d1e6f93e375fd74eb94e4c97ad7b215c0aa27df746fd72a4f,SHARED_REFERENCE
NG-ADM-000148,NG-ADM-CAND-000148,admbnd:nngla:c6378305f9fd473c6ff51df098d34fdd41fc639a8757797f258a02e1592c8b37,MUNICIPALITY,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:35837a762b85f991519cff3e952bf7755e75c67475fbfe8f80604ea2b6dac07a,SHARED_REFERENCE
NG-ADM-000149,NG-ADM-CAND-000149,admbnd:nngla:632b8cf07f556dd3cfeb7d0b06854ed79b7c9cbf1b43c488568d9edbc8900174,MUNICIPALITY,MULTIPOLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:20ff24be6d8bd0272498a8badb870fd3fb358fa73b97eb564761f8d9a43ebb8c,SHARED_REFERENCE
NG-ADM-000150,NG-ADM-CAND-000150,admbnd:nngla:eea0e395f4aab0aab99c916b88403ae30585af366b72bcc0cebe7ab9af4dc64a,MUNICIPALITY,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:78b32c9e771d6a927326e808cb61edf812a3d45d60bcb50554c5e4eb4302e66b,SHARED_REFERENCE
NG-ADM-000151,NG-ADM-CAND-000151,admbnd:nngla:2bd60d7c9b0ac8f1478d6733704d9ab687b1a9d251a0be0bd7ea7f786cfc822d,CITY_DISTRICT,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:3e18fbb812d96f00458ea50f4e4758effe95382701463fac6734a9c0c69cbf8e,SHARED_REFERENCE
NG-ADM-000152,NG-ADM-CAND-000152,admbnd:nngla:2082125b706e773df02b25e918d589ff8bcd6e1fd154b5d52e45123897ad4424,CITY_DISTRICT,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:99ef2bf6085bf4508fc0d84bef0ba2206828d0935acfeb0dddba6c8f50a50fc2,SHARED_REFERENCE
NG-ADM-000153,NG-ADM-CAND-000153,admbnd:nngla:0f29b7beaa46b207564e8ef355da598c366208265a30d4f6585008dd4cf06e25,CITY_DISTRICT,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:a600375770d26aaaf3acdf82e8b317954da19ee166ddd90a10bec89ac9182d3f,SHARED_REFERENCE
NG-ADM-000154,NG-ADM-CAND-000154,admbnd:nngla:b7a28a592ec7a2e84b7af4b0a4f7cbabf35b370a2fe5daa6b510fd8eb2ed9670,CITY_DISTRICT,MULTIPOLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:fb7dd759f224b4fe285e76f50439d8a6f3de29820edb4a6af95f0dc73a6be05f,SHARED_REFERENCE
NG-ADM-000155,NG-ADM-CAND-000155,admbnd:nngla:82119552abb94a46b8df695ec351b63092e2ba8293b40b9f99043d2a44987aad,CITY_DISTRICT,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:f2f055ad0990e998f4883016895c180f1a7200c36872f7b6f6f22921dfcb89fb,SHARED_REFERENCE
NG-ADM-000156,NG-ADM-CAND-000156,admbnd:nngla:0954aa722cb2d65789a2d7aa5a4c7a02ed104713cb22d551717e70d50242e62c,CITY_DISTRICT,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:609db7a69f3f44a7ebd309901d18f98f082f313582c7a821fe91e26cbc024fe3,SHARED_REFERENCE
NG-ADM-000157,NG-ADM-CAND-000157,admbnd:nngla:d4317a7f569e5351af07d9d6ae0828a535376f2861a3559ceddc651caa758f71,CITY_DISTRICT,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:965df6ae7b5530a576758409303c04edcbc2fe53c67454ced338463c3b330118,SHARED_REFERENCE
NG-ADM-000158,NG-ADM-CAND-000158,admbnd:nngla:e9ba68d449348ac0993bfb499acc6611e7320581ba44520da8bf28e3920a933e,CITY_DISTRICT,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:d456b86aa6fbe28778738eba3dc39922e4032df91e5cf14f2c43d0c2c64c77cb,SHARED_REFERENCE
NG-ADM-000159,NG-ADM-CAND-000159,admbnd:nngla:a83f89fbf88d79949a4c045061afa1355650aa18d80f1c971ca13b311d5db7bb,TOWNSHIP,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:91dc31aea8c6943af3b1ec3418dcac972deecd9ecbaaedfac2c88fae8ca261e3,SHARED_REFERENCE
NG-ADM-000160,NG-ADM-CAND-000160,admbnd:nngla:237beb10209690477c3b89ea3b025395779b381aa5d2330834eece85374ff7e8,TOWNSHIP,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:5379762a62a0585ef4c13805db206c288c41a24d294be583eeb7c2cf83673cce,SHARED_REFERENCE
NG-ADM-000161,NG-ADM-CAND-000161,admbnd:nngla:8dffb09c6172887190543b7438b64db8ecc9df9428b520f5eb85e7ab6e29672d,TOWNSHIP,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:ed6386179e8a775747b17b3fc19a626d1c74b0b70f8df6a3c9e04c47e64f3a7a,SHARED_REFERENCE
NG-ADM-000162,NG-ADM-CAND-000162,admbnd:nngla:448d153cc28f97371a41e7df35d1e401a3e1bc90d9ec4ddd036fcde9aba4e7af,TOWNSHIP,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:452efdc50445fa26cba46149c221d49439cf46a98d5e9ad75e50c5647cc3f570,SHARED_REFERENCE
NG-ADM-000163,NG-ADM-CAND-000163,admbnd:nngla:51719025916745e6851922ba27f938c776bbb415d78effb3366116938a349268,TOWNSHIP,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:be29960705c9a93254c899aa6ec7d886781f9f14467a3d2bbfa6ddf6e5a5686d,SHARED_REFERENCE
NG-ADM-000164,NG-ADM-CAND-000164,admbnd:nngla:423b62345c6875432f16c45dcc6b89fb40b659becae1663bbc833775e30d78b1,TOWNSHIP,MULTIPOLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:a9f9b9d7b0b4e7c144128e5c1a9f916ab1d5d96d10a93035a7f97be7511bbc2b,SHARED_REFERENCE
NG-ADM-000165,NG-ADM-CAND-000165,admbnd:nngla:5072028c1538193e450191a8cd42966e75f59e6aa6ce1d5ccecd78c769206158,TOWNSHIP,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:29876425df122b166e2a2b951e4db0369a7d12afd8be620785aa00a62e91d5b6,SHARED_REFERENCE
NG-ADM-000166,NG-ADM-CAND-000166,admbnd:nngla:a97ac2d69cb20b74d4c2d80938dc71769436de4fe0c57247e701fb973dfade6f,TOWNSHIP,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:f4fac769c4561a6f0e2369222ee88b3d303ff546febce84d498f27ff26150c61,SHARED_REFERENCE
NG-ADM-000167,NG-ADM-CAND-000167,admbnd:nngla:3b317eca6c0b0130a3a06c8791a801225d925bdcc54d0702cd7575059b1d5f4f,TOWNSHIP,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:da1f78dbec797ddf0c2cbbf1c10904b16ed8c4401dfeae07336fe2239841d331,SHARED_REFERENCE
NG-ADM-000168,NG-ADM-CAND-000168,admbnd:nngla:8e42fafe7020cb11400af1a71313475a3bfd9daa19ff66779a1b827fac15a6cd,INDUSTRIAL_ZONE,POLYGON,true,true,PASS,PASS,PASS,PASS,NOT_APPLICABLE,QUALIFIED,qualification:nngla:5cc9f25b679b8bbfda12b6292f72cc43fe5e23988bb0cdbbac8d4fddcd836acf,SHARED_REFERENCE
NG-ADM-000169,NG-ADM-CAND-000169,admbnd:nngla:32d3ed9c6b339540683768236c8ee518c0f12dc30f1755c853735009b1545134,INDUSTRIAL_ZONE,POLYGON,true,true,PASS,PASS,PASS,PASS,NOT_APPLICABLE,QUALIFIED,qualification:nngla:3f54056cd225a51b70251d96a288540d503c75e708b7d258388fbc66f7ad82d8,SHARED_REFERENCE
NG-ADM-000170,NG-ADM-CAND-000170,admbnd:nngla:6eb4c0ae630e28f3d61b27359b76fd20e0af256592f9610fcaabda1acfd21602,CITY,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:4a31df33d3936811c6208ca260c29cc9bebb325381a7ce88cfaffa2f856d9368,SHARED_REFERENCE
NG-ADM-000171,NG-ADM-CAND-000171,admbnd:nngla:929d1684704d3dc218a05210cbf61a118e4303cb11f1053fd4071603670083bb,MUNICIPALITY,MULTIPOLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:a45470ae60d4d2add70a7c126869a618fa847fe6ac2a64c48dc87494abbdd5c5,SHARED_REFERENCE
NG-ADM-000172,NG-ADM-CAND-000172,admbnd:nngla:282c545f81f4cc0b46ab1f1c8527ac6d296ee70aa8c188973a1c8ddcd89098e0,MUNICIPALITY,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:2d059954a65504f4b5edcda2bf6cb4f6aba7a9ff15b7e8f5db67b1b2255b7589,SHARED_REFERENCE
NG-ADM-000173,NG-ADM-CAND-000173,admbnd:nngla:65d375fd2e203aef47f8b4250043ff444ebbe657e1a670f40d829e972755cd7e,MUNICIPALITY,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:3e7af4141b83b6be3a4620f6d6d5d3fb5a53280ea74c2f3444a5ef1b3b19c2c7,SHARED_REFERENCE
NG-ADM-000174,NG-ADM-CAND-000174,admbnd:nngla:03c6d3970a2e72919fb52f452a6fcaa632e6e9212a5b8924e996d08d7015c1ac,CITY_DISTRICT,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:5eb81e9f8a033a537b2b00d6ec89044e45fbe80348d6b4c1ced0b0379b017190,SHARED_REFERENCE
NG-ADM-000175,NG-ADM-CAND-000175,admbnd:nngla:154f462ba1531d76d925d53bab7d64808edf93266f0b06a15fd62398377480ba,CITY_DISTRICT,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:3438c4a66d87d2e210eca3ff19c9973b962d97cb8d3502b46a5d8352e9a52f0b,SHARED_REFERENCE
NG-ADM-000176,NG-ADM-CAND-000176,admbnd:nngla:97d56402039cce3d5ca7550ae91588efa0b524ad2e1e0f07bacf44b09c11f981,CITY_DISTRICT,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:29c25bfb4cf7a0262681738bd4247b3adfafe13cca871bf7f79fd41fa825d44a,SHARED_REFERENCE
NG-ADM-000177,NG-ADM-CAND-000177,admbnd:nngla:ec6ce31864ccbf3c3f2bd0e2c651095f76cc4e04466fc9de33168ccb1364bae6,CITY_DISTRICT,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:1f4c872c697e04067ad0ef5041bf48f7d4a368cc0b5167f752845b1dccc3a70f,SHARED_REFERENCE
NG-ADM-000178,NG-ADM-CAND-000178,admbnd:nngla:bb26f6c2be1a46368224f18d60b85a20def5e4f10f40ca5f9168278894158ca3,CITY_DISTRICT,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:4930e74efb2949421462ec79537c851662ebaba7d40cddfe4d3c9f12f24eca76,SHARED_REFERENCE
NG-ADM-000179,NG-ADM-CAND-000179,admbnd:nngla:a57933694d594d6de6fc83f4febca616b23d2f8b785d78137b3a7d20255d863d,CITY_DISTRICT,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:2480efc948e0ecd7de2a876c2611ed3d8eb22b31c6edad2c97d77ea0cd61f0a2,SHARED_REFERENCE
NG-ADM-000180,NG-ADM-CAND-000180,admbnd:nngla:9ef3076136058b13b79633e3f8d316a95caed32a818d9cd53f2f28fc2d993796,CITY_DISTRICT,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:cb5dcfa1f10718d285ac827fb9230a5d04be8ee5378d35f138b470a03de1d730,SHARED_REFERENCE
NG-ADM-000181,NG-ADM-CAND-000181,admbnd:nngla:9f3594f3c5b0758c45e898319f673ebe257d51688edc23bd1e0de9a1872c3efb,CITY_DISTRICT,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:d59177f07912065dfcab4a7cdd519b1d2bcc3dadfbbaee4268115848a3bf7e84,SHARED_REFERENCE
NG-ADM-000182,NG-ADM-CAND-000182,admbnd:nngla:2cca54c68b559f73c27d96e3e75641fb9d3f5291c0b59d4915661b5468733934,TOWNSHIP,MULTIPOLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:46b893d2635858acd07b715426920381f59025d503095c3566233833ad840a60,SHARED_REFERENCE
NG-ADM-000183,NG-ADM-CAND-000183,admbnd:nngla:f77c7a757aff61aef78fb4a874b69f82cad6d333ce7dd22fc246968cafbe760b,TOWNSHIP,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:c0f436e0c522c7e217719ec7c4ef30fb21e69f252b00280cb53084c9e33f41e9,SHARED_REFERENCE
NG-ADM-000184,NG-ADM-CAND-000184,admbnd:nngla:e08185b53b8127a7499a8b5f28104175e683d51e7ada03ae79d00ceed2fdb046,TOWNSHIP,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:1243b141f473e84cc9319f890f1cbfa318793e0c6d6f664bad678c666835e854,SHARED_REFERENCE
NG-ADM-000185,NG-ADM-CAND-000185,admbnd:nngla:fd5f7aa075b8f97fd0d499b203180d7b7d8575858ed1c515bcbc6ed6a43508e1,TOWNSHIP,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:6d4088000d83aa94ae6b205b0ef1acb4416a1d31a0594db6ddfbfc84f2e7bde3,SHARED_REFERENCE
NG-ADM-000186,NG-ADM-CAND-000186,admbnd:nngla:6162dc5e4fbb8cb751a61ef12012fa580f1a8dfefebae0c3adc0b0775cfa0858,TOWNSHIP,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:90838ca826486d38cdc0ca54f622313c2fb8485a24c0337ab93dc36c15472d44,SHARED_REFERENCE
NG-ADM-000187,NG-ADM-CAND-000187,admbnd:nngla:e55079fc81848eeef6176f1d2beed9524e2a605435b55b346c849473108baa90,TOWNSHIP,MULTIPOLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:ed2c4a5e988109daf2336aa9c5831ad1000935ea2da2c1b04cb42fd91b2ee55b,SHARED_REFERENCE
NG-ADM-000188,NG-ADM-CAND-000188,admbnd:nngla:42d4ceaf715328f55992bb8a06fd8ed15b87bd57bd5e2006e05ff07e34dce2b7,TOWNSHIP,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:369cc3a4614beb3642d2f48024ac738109f7a9ac6eabdb268457cc3681345bca,SHARED_REFERENCE
NG-ADM-000189,NG-ADM-CAND-000189,admbnd:nngla:160d608e2d73b3b7711a60af04524353f8e739c84c69bb79d9c40cdf5b53f843,TOWNSHIP,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:71f5a00fd492d27935d3189f9cd89b183e03530ff840483eadff290693316510,SHARED_REFERENCE
NG-ADM-000190,NG-ADM-CAND-000190,admbnd:nngla:963de724515a321bd5850bb06b96aade4081046ef9bd609135f90030d2b20a36,TOWNSHIP,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:f7ce46327adc844587cb97989515f092125cc6524f062cebda9723860285e604,SHARED_REFERENCE
NG-ADM-000191,NG-ADM-CAND-000191,admbnd:nngla:5a0d41881b74a72e4a0a17dd9d4e4cf2b0123c543246097bae2badfe78372112,INDUSTRIAL_ZONE,POLYGON,true,true,PASS,PASS,PASS,PASS,NOT_APPLICABLE,QUALIFIED,qualification:nngla:2e503876a1918b1527c67003fd2c52953a871e8b0a6d17fc60f1ce904381bc62,SHARED_REFERENCE
NG-ADM-000192,NG-ADM-CAND-000192,admbnd:nngla:e65d893316689c0d697ed2ab8aebadc276a39701765a9c707484e8785de21574,INDUSTRIAL_ZONE,POLYGON,true,true,PASS,PASS,PASS,PASS,NOT_APPLICABLE,QUALIFIED,qualification:nngla:b26dc5954dacf9701da604262e098a48069dc20adcedb945d4d1ed41e3c06798,SHARED_REFERENCE
