spatial_cell_id,spatial_point_id,centre_longitude,centre_latitude,nominal_west_longitude,nominal_east_longitude,nominal_south_latitude,nominal_north_latitude,nominal_spacing_degrees,major_grid_id,sovereign_part_id,reference_role,geometry_authority,feature_construction_allowed,derivation_basis,runtime_effect_scope
NG-SCELL-000580,NG-SPT-000580,30.52,0.472533,30.31,30.73,0.262533,0.682533,0.42,NG-MGRID-02-02,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000581,NG-SPT-000581,30.94,0.472533,30.73,31.15,0.262533,0.682533,0.42,NG-MGRID-02-02,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000582,NG-SPT-000582,31.36,0.472533,31.15,31.57,0.262533,0.682533,0.42,NG-MGRID-02-02,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000583,NG-SPT-000583,31.78,0.472533,31.57,31.99,0.262533,0.682533,0.42,NG-MGRID-02-02,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000584,NG-SPT-000584,32.2,0.472533,31.99,32.41,0.262533,0.682533,0.42,NG-MGRID-02-02,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000585,NG-SPT-000585,32.62,0.472533,32.41,32.83,0.262533,0.682533,0.42,NG-MGRID-02-02,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000586,NG-SPT-000586,33.04,0.472533,32.83,33.25,0.262533,0.682533,0.42,NG-MGRID-02-02,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000587,NG-SPT-000587,33.46,0.472533,33.25,33.67,0.262533,0.682533,0.42,NG-MGRID-02-02,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000588,NG-SPT-000588,33.88,0.472533,33.67,34.09,0.262533,0.682533,0.42,NG-MGRID-02-02,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000589,NG-SPT-000589,34.3,0.472533,34.09,34.51,0.262533,0.682533,0.42,NG-MGRID-02-02,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000590,NG-SPT-000590,34.72,0.472533,34.51,34.93,0.262533,0.682533,0.42,NG-MGRID-02-02,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000591,NG-SPT-000591,35.14,0.472533,34.93,35.35,0.262533,0.682533,0.42,NG-MGRID-02-03,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000592,NG-SPT-000592,35.56,0.472533,35.35,35.77,0.262533,0.682533,0.42,NG-MGRID-02-03,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000593,NG-SPT-000593,35.98,0.472533,35.77,36.19,0.262533,0.682533,0.42,NG-MGRID-02-03,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000594,NG-SPT-000594,36.4,0.472533,36.19,36.61,0.262533,0.682533,0.42,NG-MGRID-02-03,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000595,NG-SPT-000595,36.82,0.472533,36.61,37.03,0.262533,0.682533,0.42,NG-MGRID-02-03,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000596,NG-SPT-000596,37.24,0.472533,37.03,37.45,0.262533,0.682533,0.42,NG-MGRID-02-03,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000597,NG-SPT-000597,37.66,0.472533,37.45,37.87,0.262533,0.682533,0.42,NG-MGRID-02-03,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000598,NG-SPT-000598,38.08,0.472533,37.87,38.29,0.262533,0.682533,0.42,NG-MGRID-02-03,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000599,NG-SPT-000599,38.5,0.472533,38.29,38.71,0.262533,0.682533,0.42,NG-MGRID-02-03,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000600,NG-SPT-000600,38.92,0.472533,38.71,39.13,0.262533,0.682533,0.42,NG-MGRID-02-03,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000601,NG-SPT-000601,39.34,0.472533,39.13,39.55,0.262533,0.682533,0.42,NG-MGRID-02-03,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000602,NG-SPT-000602,39.76,0.472533,39.55,39.97,0.262533,0.682533,0.42,NG-MGRID-02-03,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000603,NG-SPT-000603,40.18,0.472533,39.97,40.39,0.262533,0.682533,0.42,NG-MGRID-02-04,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000604,NG-SPT-000604,40.6,0.472533,40.39,40.81,0.262533,0.682533,0.42,NG-MGRID-02-04,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000605,NG-SPT-000605,41.02,0.472533,40.81,41.23,0.262533,0.682533,0.42,NG-MGRID-02-04,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000606,NG-SPT-000606,41.44,0.472533,41.23,41.65,0.262533,0.682533,0.42,NG-MGRID-02-04,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000607,NG-SPT-000607,41.86,0.472533,41.65,42.07,0.262533,0.682533,0.42,NG-MGRID-02-04,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000608,NG-SPT-000608,42.28,0.472533,42.07,42.49,0.262533,0.682533,0.42,NG-MGRID-02-04,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000609,NG-SPT-000609,42.7,0.472533,42.49,42.91,0.262533,0.682533,0.42,NG-MGRID-02-04,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000610,NG-SPT-000610,43.12,0.472533,42.91,43.33,0.262533,0.682533,0.42,NG-MGRID-02-04,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000611,NG-SPT-000611,43.54,0.472533,43.33,43.75,0.262533,0.682533,0.42,NG-MGRID-02-04,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000612,NG-SPT-000612,29.26,0.892533,29.05,29.47,0.682533,1.102533,0.42,NG-MGRID-02-01,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000613,NG-SPT-000613,29.68,0.892533,29.47,29.89,0.682533,1.102533,0.42,NG-MGRID-02-01,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000614,NG-SPT-000614,30.1,0.892533,29.89,30.31,0.682533,1.102533,0.42,NG-MGRID-02-02,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000615,NG-SPT-000615,30.52,0.892533,30.31,30.73,0.682533,1.102533,0.42,NG-MGRID-02-02,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000616,NG-SPT-000616,30.94,0.892533,30.73,31.15,0.682533,1.102533,0.42,NG-MGRID-02-02,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000617,NG-SPT-000617,31.36,0.892533,31.15,31.57,0.682533,1.102533,0.42,NG-MGRID-02-02,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000618,NG-SPT-000618,31.78,0.892533,31.57,31.99,0.682533,1.102533,0.42,NG-MGRID-02-02,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000619,NG-SPT-000619,32.2,0.892533,31.99,32.41,0.682533,1.102533,0.42,NG-MGRID-02-02,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000620,NG-SPT-000620,32.62,0.892533,32.41,32.83,0.682533,1.102533,0.42,NG-MGRID-02-02,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000621,NG-SPT-000621,33.04,0.892533,32.83,33.25,0.682533,1.102533,0.42,NG-MGRID-02-02,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000622,NG-SPT-000622,33.46,0.892533,33.25,33.67,0.682533,1.102533,0.42,NG-MGRID-02-02,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000623,NG-SPT-000623,33.88,0.892533,33.67,34.09,0.682533,1.102533,0.42,NG-MGRID-02-02,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000624,NG-SPT-000624,34.3,0.892533,34.09,34.51,0.682533,1.102533,0.42,NG-MGRID-02-02,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000625,NG-SPT-000625,34.72,0.892533,34.51,34.93,0.682533,1.102533,0.42,NG-MGRID-02-02,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000626,NG-SPT-000626,35.14,0.892533,34.93,35.35,0.682533,1.102533,0.42,NG-MGRID-02-03,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000627,NG-SPT-000627,35.56,0.892533,35.35,35.77,0.682533,1.102533,0.42,NG-MGRID-02-03,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000628,NG-SPT-000628,35.98,0.892533,35.77,36.19,0.682533,1.102533,0.42,NG-MGRID-02-03,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000629,NG-SPT-000629,36.4,0.892533,36.19,36.61,0.682533,1.102533,0.42,NG-MGRID-02-03,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000630,NG-SPT-000630,36.82,0.892533,36.61,37.03,0.682533,1.102533,0.42,NG-MGRID-02-03,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000631,NG-SPT-000631,37.24,0.892533,37.03,37.45,0.682533,1.102533,0.42,NG-MGRID-02-03,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000632,NG-SPT-000632,37.66,0.892533,37.45,37.87,0.682533,1.102533,0.42,NG-MGRID-02-03,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000633,NG-SPT-000633,38.08,0.892533,37.87,38.29,0.682533,1.102533,0.42,NG-MGRID-02-03,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000634,NG-SPT-000634,38.5,0.892533,38.29,38.71,0.682533,1.102533,0.42,NG-MGRID-02-03,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000635,NG-SPT-000635,38.92,0.892533,38.71,39.13,0.682533,1.102533,0.42,NG-MGRID-02-03,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000636,NG-SPT-000636,39.34,0.892533,39.13,39.55,0.682533,1.102533,0.42,NG-MGRID-02-03,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000637,NG-SPT-000637,39.76,0.892533,39.55,39.97,0.682533,1.102533,0.42,NG-MGRID-02-03,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000638,NG-SPT-000638,40.18,0.892533,39.97,40.39,0.682533,1.102533,0.42,NG-MGRID-02-04,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000639,NG-SPT-000639,40.6,0.892533,40.39,40.81,0.682533,1.102533,0.42,NG-MGRID-02-04,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000640,NG-SPT-000640,41.02,0.892533,40.81,41.23,0.682533,1.102533,0.42,NG-MGRID-02-04,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000641,NG-SPT-000641,41.44,0.892533,41.23,41.65,0.682533,1.102533,0.42,NG-MGRID-02-04,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000642,NG-SPT-000642,41.86,0.892533,41.65,42.07,0.682533,1.102533,0.42,NG-MGRID-02-04,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000643,NG-SPT-000643,42.28,0.892533,42.07,42.49,0.682533,1.102533,0.42,NG-MGRID-02-04,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000644,NG-SPT-000644,42.7,0.892533,42.49,42.91,0.682533,1.102533,0.42,NG-MGRID-02-04,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000645,NG-SPT-000645,43.12,0.892533,42.91,43.33,0.682533,1.102533,0.42,NG-MGRID-02-04,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000646,NG-SPT-000646,29.26,1.312533,29.05,29.47,1.102533,1.522533,0.42,NG-MGRID-02-01,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000647,NG-SPT-000647,29.68,1.312533,29.47,29.89,1.102533,1.522533,0.42,NG-MGRID-02-01,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000648,NG-SPT-000648,30.1,1.312533,29.89,30.31,1.102533,1.522533,0.42,NG-MGRID-02-02,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000649,NG-SPT-000649,30.52,1.312533,30.31,30.73,1.102533,1.522533,0.42,NG-MGRID-02-02,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000650,NG-SPT-000650,30.94,1.312533,30.73,31.15,1.102533,1.522533,0.42,NG-MGRID-02-02,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000651,NG-SPT-000651,31.36,1.312533,31.15,31.57,1.102533,1.522533,0.42,NG-MGRID-02-02,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000652,NG-SPT-000652,31.78,1.312533,31.57,31.99,1.102533,1.522533,0.42,NG-MGRID-02-02,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000653,NG-SPT-000653,32.2,1.312533,31.99,32.41,1.102533,1.522533,0.42,NG-MGRID-02-02,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
