elevation_observation_id,spatial_point_id,longitude,latitude,elevation_m,elevation_datum_id,terrain_class,qualification_status,source_dataset_id,source_dataset_version,source_path_reference,source_sha256,runtime_effect_scope
NG-ELEV-OBS-000589,NG-SPT-000589,34.3,0.472533,2281,datum:novegeo:elevation:mean-sea-level,MOUNTAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000590,NG-SPT-000590,34.72,0.472533,2320,datum:novegeo:elevation:mean-sea-level,MOUNTAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000591,NG-SPT-000591,35.14,0.472533,2268,datum:novegeo:elevation:mean-sea-level,MOUNTAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000592,NG-SPT-000592,35.56,0.472533,2131,datum:novegeo:elevation:mean-sea-level,MOUNTAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000593,NG-SPT-000593,35.98,0.472533,1936,datum:novegeo:elevation:mean-sea-level,MOUNTAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000594,NG-SPT-000594,36.4,0.472533,1728,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000595,NG-SPT-000595,36.82,0.472533,1554,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000596,NG-SPT-000596,37.24,0.472533,1452,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000597,NG-SPT-000597,37.66,0.472533,1431,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000598,NG-SPT-000598,38.08,0.472533,1473,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000599,NG-SPT-000599,38.5,0.472533,1542,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000600,NG-SPT-000600,38.92,0.472533,1603,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000601,NG-SPT-000601,39.34,0.472533,1630,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000602,NG-SPT-000602,39.76,0.472533,1614,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000603,NG-SPT-000603,40.18,0.472533,1557,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000604,NG-SPT-000604,40.6,0.472533,1467,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000605,NG-SPT-000605,41.02,0.472533,1352,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000606,NG-SPT-000606,41.44,0.472533,1219,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000607,NG-SPT-000607,41.86,0.472533,1079,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000608,NG-SPT-000608,42.28,0.472533,938,datum:novegeo:elevation:mean-sea-level,PLAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000609,NG-SPT-000609,42.7,0.472533,805,datum:novegeo:elevation:mean-sea-level,PLAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000610,NG-SPT-000610,43.12,0.472533,665,datum:novegeo:elevation:mean-sea-level,PLAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000611,NG-SPT-000611,43.54,0.472533,541,datum:novegeo:elevation:mean-sea-level,PLAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000612,NG-SPT-000612,29.26,0.892533,226,datum:novegeo:elevation:mean-sea-level,PLAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000613,NG-SPT-000613,29.68,0.892533,298,datum:novegeo:elevation:mean-sea-level,PLAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000614,NG-SPT-000614,30.1,0.892533,395,datum:novegeo:elevation:mean-sea-level,PLAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000615,NG-SPT-000615,30.52,0.892533,525,datum:novegeo:elevation:mean-sea-level,PLAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000616,NG-SPT-000616,30.94,0.892533,691,datum:novegeo:elevation:mean-sea-level,PLAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000617,NG-SPT-000617,31.36,0.892533,884,datum:novegeo:elevation:mean-sea-level,PLAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000618,NG-SPT-000618,31.78,0.892533,1106,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000619,NG-SPT-000619,32.2,0.892533,1359,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000620,NG-SPT-000620,32.62,0.892533,1630,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000621,NG-SPT-000621,33.04,0.892533,1901,datum:novegeo:elevation:mean-sea-level,MOUNTAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000622,NG-SPT-000622,33.46,0.892533,2147,datum:novegeo:elevation:mean-sea-level,MOUNTAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000623,NG-SPT-000623,33.88,0.892533,2346,datum:novegeo:elevation:mean-sea-level,MOUNTAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000624,NG-SPT-000624,34.3,0.892533,2472,datum:novegeo:elevation:mean-sea-level,MOUNTAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000625,NG-SPT-000625,34.72,0.892533,2508,datum:novegeo:elevation:mean-sea-level,MOUNTAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000626,NG-SPT-000626,35.14,0.892533,2444,datum:novegeo:elevation:mean-sea-level,MOUNTAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000627,NG-SPT-000627,35.56,0.892533,2290,datum:novegeo:elevation:mean-sea-level,MOUNTAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000628,NG-SPT-000628,35.98,0.892533,2073,datum:novegeo:elevation:mean-sea-level,MOUNTAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000629,NG-SPT-000629,36.4,0.892533,1840,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000630,NG-SPT-000630,36.82,0.892533,1641,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000631,NG-SPT-000631,37.24,0.892533,1514,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000632,NG-SPT-000632,37.66,0.892533,1471,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000633,NG-SPT-000633,38.08,0.892533,1496,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000634,NG-SPT-000634,38.5,0.892533,1555,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000635,NG-SPT-000635,38.92,0.892533,1614,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000636,NG-SPT-000636,39.34,0.892533,1646,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000637,NG-SPT-000637,39.76,0.892533,1641,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000638,NG-SPT-000638,40.18,0.892533,1597,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000639,NG-SPT-000639,40.6,0.892533,1517,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000640,NG-SPT-000640,41.02,0.892533,1407,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000641,NG-SPT-000641,41.44,0.892533,1275,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000642,NG-SPT-000642,41.86,0.892533,1129,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000643,NG-SPT-000643,42.28,0.892533,980,datum:novegeo:elevation:mean-sea-level,PLAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000644,NG-SPT-000644,42.7,0.892533,836,datum:novegeo:elevation:mean-sea-level,PLAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000645,NG-SPT-000645,43.12,0.892533,688,datum:novegeo:elevation:mean-sea-level,PLAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000646,NG-SPT-000646,29.26,1.312533,225,datum:novegeo:elevation:mean-sea-level,PLAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000647,NG-SPT-000647,29.68,1.312533,297,datum:novegeo:elevation:mean-sea-level,PLAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000648,NG-SPT-000648,30.1,1.312533,397,datum:novegeo:elevation:mean-sea-level,PLAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000649,NG-SPT-000649,30.52,1.312533,534,datum:novegeo:elevation:mean-sea-level,PLAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000650,NG-SPT-000650,30.94,1.312533,712,datum:novegeo:elevation:mean-sea-level,PLAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000651,NG-SPT-000651,31.36,1.312533,920,datum:novegeo:elevation:mean-sea-level,PLAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000652,NG-SPT-000652,31.78,1.312533,1161,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000653,NG-SPT-000653,32.2,1.312533,1436,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000654,NG-SPT-000654,32.62,1.312533,1729,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000655,NG-SPT-000655,33.04,1.312533,2019,datum:novegeo:elevation:mean-sea-level,MOUNTAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000656,NG-SPT-000656,33.46,1.312533,2282,datum:novegeo:elevation:mean-sea-level,MOUNTAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000657,NG-SPT-000657,33.88,1.312533,2491,datum:novegeo:elevation:mean-sea-level,MOUNTAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000658,NG-SPT-000658,34.3,1.312533,2620,datum:novegeo:elevation:mean-sea-level,MOUNTAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000659,NG-SPT-000659,34.72,1.312533,2653,datum:novegeo:elevation:mean-sea-level,MOUNTAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000660,NG-SPT-000660,35.14,1.312533,2580,datum:novegeo:elevation:mean-sea-level,MOUNTAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000661,NG-SPT-000661,35.56,1.312533,2412,datum:novegeo:elevation:mean-sea-level,MOUNTAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000662,NG-SPT-000662,35.98,1.312533,2178,datum:novegeo:elevation:mean-sea-level,MOUNTAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000663,NG-SPT-000663,36.4,1.312533,1926,datum:novegeo:elevation:mean-sea-level,MOUNTAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000664,NG-SPT-000664,36.82,1.312533,1705,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000665,NG-SPT-000665,37.24,1.312533,1556,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000666,NG-SPT-000666,37.66,1.312533,1492,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000667,NG-SPT-000667,38.08,1.312533,1500,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
