polygon_id,ring_id,vertex_sequence,longitude,latitude,vertex_role
polygon-04,ring-01,26,44.255502,-1.772299,island_boundary
polygon-04,ring-01,27,44.256280,-1.806177,island_boundary
polygon-04,ring-01,28,44.257088,-1.841017,island_boundary
polygon-04,ring-01,29,44.264680,-1.876934,island_boundary
polygon-04,ring-01,30,44.288358,-1.909974,island_boundary
polygon-04,ring-01,31,44.324891,-1.935083,island_boundary
polygon-04,ring-01,32,44.359396,-1.954127,island_boundary
polygon-04,ring-01,33,44.381757,-1.974907,island_boundary
polygon-04,ring-01,34,44.396014,-2.000717,island_boundary
polygon-04,ring-01,35,44.411578,-2.026556,island_boundary
polygon-04,ring-01,36,44.431032,-2.048406,island_boundary
polygon-04,ring-01,37,44.450954,-2.070200,island_boundary
polygon-04,ring-01,38,44.470473,-2.095869,island_boundary
polygon-04,ring-01,39,44.492560,-2.119040,island_boundary
polygon-04,ring-01,40,44.517803,-2.129564,island_boundary
polygon-04,ring-01,41,44.542979,-2.130095,island_boundary
polygon-04,ring-01,42,44.567038,-2.137067,island_boundary
polygon-04,ring-01,43,44.593562,-2.160891,island_boundary
polygon-04,ring-01,44,44.624824,-2.191748,island_boundary
polygon-04,ring-01,45,44.657407,-2.211169,island_boundary
polygon-04,ring-01,46,44.686905,-2.213164,island_boundary
polygon-04,ring-01,47,44.713457,-2.205858,island_boundary
polygon-04,ring-01,48,44.738171,-2.194446,island_boundary
polygon-04,ring-01,49,44.756859,-2.173147,island_boundary
polygon-04,ring-01,50,44.764047,-2.137790,island_boundary
polygon-04,ring-01,51,44.763427,-2.097834,island_boundary
polygon-04,ring-01,52,44.767316,-2.067726,island_boundary
polygon-04,ring-01,53,44.782083,-2.049485,island_boundary
polygon-04,ring-01,54,44.799080,-2.031639,island_boundary
polygon-04,ring-01,55,44.805229,-2.004988,island_boundary
polygon-04,ring-01,56,44.799296,-1.972315,island_boundary
polygon-04,ring-01,57,44.791236,-1.940927,island_boundary
polygon-04,ring-01,58,44.786871,-1.912497,island_boundary
polygon-04,ring-01,59,44.781460,-1.884534,island_boundary
polygon-04,ring-01,60,44.771021,-1.856778,island_boundary
polygon-04,ring-01,61,44.762417,-1.829948,island_boundary
polygon-04,ring-01,62,44.765105,-1.800693,island_boundary
polygon-04,ring-01,63,44.776057,-1.764559,island_boundary
polygon-04,ring-01,64,44.780636,-1.724003,closure
polygon-05,ring-01,0,44.542192,-3.999075,island_boundary
polygon-05,ring-01,1,44.555616,-3.967017,island_boundary
polygon-05,ring-01,2,44.556575,-3.933468,island_boundary
polygon-05,ring-01,3,44.555832,-3.901078,island_boundary
polygon-05,ring-01,4,44.554179,-3.869494,island_boundary
polygon-05,ring-01,5,44.545512,-3.841711,island_boundary
polygon-05,ring-01,6,44.533397,-3.817821,island_boundary
polygon-05,ring-01,7,44.526952,-3.790750,island_boundary
polygon-05,ring-01,8,44.522885,-3.760143,island_boundary
polygon-05,ring-01,9,44.508592,-3.739941,island_boundary
polygon-05,ring-01,10,44.482581,-3.738838,island_boundary
polygon-05,ring-01,11,44.456685,-3.744665,island_boundary
polygon-05,ring-01,12,44.438031,-3.742368,island_boundary
polygon-05,ring-01,13,44.422599,-3.734522,island_boundary
polygon-05,ring-01,14,44.406609,-3.728300,island_boundary
polygon-05,ring-01,15,44.391214,-3.716934,island_boundary
polygon-05,ring-01,16,44.375392,-3.694341,island_boundary
polygon-05,ring-01,17,44.355719,-3.675357,island_boundary
polygon-05,ring-01,18,44.333519,-3.678610,island_boundary
polygon-05,ring-01,19,44.312776,-3.698056,island_boundary
polygon-05,ring-01,20,44.292408,-3.713269,island_boundary
polygon-05,ring-01,21,44.269347,-3.720540,island_boundary
polygon-05,ring-01,22,44.245956,-3.732559,island_boundary
polygon-05,ring-01,23,44.225591,-3.753745,island_boundary
polygon-05,ring-01,24,44.206027,-3.777402,island_boundary
polygon-05,ring-01,25,44.187027,-3.803168,island_boundary
polygon-05,ring-01,26,44.177511,-3.837026,island_boundary
polygon-05,ring-01,27,44.183147,-3.876002,island_boundary
polygon-05,ring-01,28,44.193384,-3.910009,island_boundary
polygon-05,ring-01,29,44.194043,-3.937093,island_boundary
polygon-05,ring-01,30,44.186784,-3.963062,island_boundary
polygon-05,ring-01,31,44.182473,-3.989817,island_boundary
polygon-05,ring-01,32,44.181947,-4.016262,island_boundary
polygon-05,ring-01,33,44.179089,-4.044663,island_boundary
polygon-05,ring-01,34,44.177390,-4.074405,island_boundary
polygon-05,ring-01,35,44.185839,-4.097739,island_boundary
polygon-05,ring-01,36,44.200955,-4.113676,island_boundary
polygon-05,ring-01,37,44.209894,-4.135573,island_boundary
polygon-05,ring-01,38,44.210871,-4.171592,island_boundary
polygon-05,ring-01,39,44.215380,-4.209101,island_boundary
polygon-05,ring-01,40,44.230166,-4.232644,island_boundary
polygon-05,ring-01,41,44.250786,-4.244473,island_boundary
polygon-05,ring-01,42,44.273011,-4.251512,island_boundary
polygon-05,ring-01,43,44.297510,-4.246829,island_boundary
polygon-05,ring-01,44,44.322761,-4.224254,island_boundary
polygon-05,ring-01,45,44.344822,-4.198625,island_boundary
polygon-05,ring-01,46,44.364493,-4.188652,island_boundary
polygon-05,ring-01,47,44.385232,-4.188459,island_boundary
polygon-05,ring-01,48,44.405435,-4.177865,island_boundary
polygon-05,ring-01,49,44.421523,-4.153486,island_boundary
polygon-05,ring-01,50,44.435368,-4.128411,island_boundary
polygon-05,ring-01,51,44.449857,-4.107525,island_boundary
polygon-05,ring-01,52,44.462327,-4.084660,island_boundary
polygon-05,ring-01,53,44.472137,-4.060041,island_boundary
polygon-05,ring-01,54,44.487846,-4.040284,island_boundary
polygon-05,ring-01,55,44.514804,-4.023089,island_boundary
polygon-05,ring-01,56,44.542192,-3.999075,closure
polygon-06,ring-01,0,43.829630,-5.516927,island_boundary
polygon-06,ring-01,1,43.835980,-5.493548,island_boundary
polygon-06,ring-01,2,43.823198,-5.473024,island_boundary
polygon-06,ring-01,3,43.807104,-5.454008,island_boundary
polygon-06,ring-01,4,43.791455,-5.435329,island_boundary
polygon-06,ring-01,5,43.768839,-5.419953,island_boundary
polygon-06,ring-01,6,43.739729,-5.409134,island_boundary
polygon-06,ring-01,7,43.714431,-5.397478,island_boundary
polygon-06,ring-01,8,43.695493,-5.380947,island_boundary
polygon-06,ring-01,9,43.672352,-5.366409,island_boundary
polygon-06,ring-01,10,43.637753,-5.364670,island_boundary
polygon-06,ring-01,11,43.598498,-5.375032,island_boundary
polygon-06,ring-01,12,43.564595,-5.385423,island_boundary
polygon-06,ring-01,13,43.536764,-5.388483,island_boundary
polygon-06,ring-01,14,43.510427,-5.388459,island_boundary
polygon-06,ring-01,15,43.483912,-5.389653,island_boundary
polygon-06,ring-01,16,43.456085,-5.387829,island_boundary
polygon-06,ring-01,17,43.423125,-5.379599,island_boundary
polygon-06,ring-01,18,43.385387,-5.372760,island_boundary
polygon-06,ring-01,19,43.351480,-5.378160,island_boundary
polygon-06,ring-01,20,43.327256,-5.394908,island_boundary
polygon-06,ring-01,21,43.305886,-5.412308,island_boundary
polygon-06,ring-01,22,43.277868,-5.424873,island_boundary
polygon-06,ring-01,23,43.246169,-5.437175,island_boundary
polygon-06,ring-01,24,43.220781,-5.453968,island_boundary
polygon-06,ring-01,25,43.202140,-5.473768,island_boundary
polygon-06,ring-01,26,43.183551,-5.494101,island_boundary
polygon-06,ring-01,27,43.169363,-5.515840,island_boundary
polygon-06,ring-01,28,43.174822,-5.539000,island_boundary
polygon-06,ring-01,29,43.202491,-5.559980,island_boundary
polygon-06,ring-01,30,43.232628,-5.576827,island_boundary
polygon-06,ring-01,31,43.246213,-5.592642,island_boundary
polygon-06,ring-01,32,43.247129,-5.610226,island_boundary
polygon-06,ring-01,33,43.251044,-5.627816,island_boundary
polygon-06,ring-01,34,43.261496,-5.643838,island_boundary
polygon-06,ring-01,35,43.270788,-5.660878,island_boundary
polygon-06,ring-01,36,43.279042,-5.679836,island_boundary
polygon-06,ring-01,37,43.296156,-5.694992,island_boundary
polygon-06,ring-01,38,43.324212,-5.702013,island_boundary
polygon-06,ring-01,39,43.352134,-5.707508,island_boundary
polygon-06,ring-01,40,43.372106,-5.722066,island_boundary
polygon-06,ring-01,41,43.390333,-5.744808,island_boundary
polygon-06,ring-01,42,43.416191,-5.763529,island_boundary
polygon-06,ring-01,43,43.449748,-5.770776,island_boundary
polygon-06,ring-01,44,43.485752,-5.770751,island_boundary
polygon-06,ring-01,45,43.521848,-5.767755,island_boundary
polygon-06,ring-01,46,43.556217,-5.757598,island_boundary
polygon-06,ring-01,47,43.584357,-5.736985,island_boundary
polygon-06,ring-01,48,43.605951,-5.713846,island_boundary
polygon-06,ring-01,49,43.628960,-5.699209,island_boundary
polygon-06,ring-01,50,43.658612,-5.692404,island_boundary
polygon-06,ring-01,51,43.687486,-5.682990,island_boundary
polygon-06,ring-01,52,43.705533,-5.665776,island_boundary
polygon-06,ring-01,53,43.715213,-5.645660,island_boundary
polygon-06,ring-01,54,43.726065,-5.627750,island_boundary
polygon-06,ring-01,55,43.738128,-5.610944,island_boundary
polygon-06,ring-01,56,43.744370,-5.593167,island_boundary
polygon-06,ring-01,57,43.748869,-5.575712,island_boundary
polygon-06,ring-01,58,43.766666,-5.559021,island_boundary
polygon-06,ring-01,59,43.800188,-5.539930,island_boundary
polygon-06,ring-01,60,43.829630,-5.516927,closure
