legalization_decision_id,administrative_area_id,administrative_candidate_id,boundary_candidate_id,qualification_reference,approval_reference,legal_instrument_reference,effective_from,previous_boundary_status,resulting_boundary_status,previous_lifecycle_status,resulting_lifecycle_status,decision_status,runtime_effect_scope
admlegal:nngla:079e5019699696cdb12a6978cdbd3487222ebc791c2b2d0eb7df3841766afffa,NG-ADM-000080,NG-ADM-CAND-000080,admbnd:nngla:6a83c6b5dd1730a170bf81d97fc18fceb15b65c0a08f415b53906ac12588895a,qualification:nngla:d5f9ffa78c0bdcfb3da825bcc2cd83c3e3af383e9ffc99b9424f800f3c916611,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:443cdb26a22bc8b3a32c8f0434018c734e6a079c63b23b9dd6bd3d1854c33b4f,NG-ADM-000081,NG-ADM-CAND-000081,admbnd:nngla:0eb67d570488499ca531a833d7964ac52c3d8643dafe347dc4ba4779b4e9383c,qualification:nngla:d2fe81b12c2350c1ebf47c364af43ee977fb34fc0957ab07ded79d3629740d67,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:ce36af99b4e138774fed1ebc4dc8db7d610e9968b50a13912e3a905d8c3d3597,NG-ADM-000082,NG-ADM-CAND-000082,admbnd:nngla:b4540c6b805829f0a5614f0c326b6a8559730007a288c166d9a751152f7f8a70,qualification:nngla:9f97f1d56921bc4c1d90197caff8d239dae028babaa9a272d4e7847e0ff4dbc8,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:939ff016c1475c5e9e7b731dea89521037062c58c9d93df04b9a229b58270f9f,NG-ADM-000083,NG-ADM-CAND-000083,admbnd:nngla:3a11c791838d8e1152e615dffe930d5e1b51bb427e8e12308f320a7d7d002f0a,qualification:nngla:d8c207c0029fe28ffb96581b6e778a647a626cefa20a6dace35c8bc813ea582c,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:ab4eb83148fe033dc178403b94bcc904b1625212364721116cdbb20823b1d204,NG-ADM-000084,NG-ADM-CAND-000084,admbnd:nngla:b24a2fa4acf365f03131ae71b7b34d28dd41b93f02af1c0d440bfc6dbc994c86,qualification:nngla:0afdd2c0f91527b90c65068457793bb76af4fa9a1b60d370c018f10b66672b54,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:7524f7ab744c77bc943e3551b1e392b9585f57308a8ac4bf6e31c1ae179ff468,NG-ADM-000085,NG-ADM-CAND-000085,admbnd:nngla:6df52395480ecb3d11268a086e2dce04556601cb3ac2562661086da2b56d7e38,qualification:nngla:8cf276a3afb7960dc68ff9eaa19a5d752f8e9a00789d291a72e1bd3c7680d8f0,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:aec84f7225eee072347cd4492f3e4330b8348ab18da652371de764a845b99a46,NG-ADM-000086,NG-ADM-CAND-000086,admbnd:nngla:3a8db29c25b26eba7085daf61a30c87abc4f5233687623034606b6182f168c4e,qualification:nngla:ffd77f5994087605fff8db69dab315dd1e6a1f209dabeba87492dd78497cf0d6,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:36aceed9bf78b91dee67288972907ad3f25dd3a64a5edc9d4e1f43a8f694bfbe,NG-ADM-000087,NG-ADM-CAND-000087,admbnd:nngla:59f0ee9c9a63cb143d1a9c4c2ad5d6b254c943f25846eaa5069418d1d28e3f4f,qualification:nngla:ec302f3b02b6bbe123a1fb5a58e462b2716efc74139422598f1930b4a8804cc0,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:9f4e80225d78e9d8bc97aef9261a890decae46bddba4ad08de6fcfb2e2c94a9d,NG-ADM-000088,NG-ADM-CAND-000088,admbnd:nngla:f2df3abb55e10469b18ce0861348071db5bfed1b032c9cf0477f7daf383a8717,qualification:nngla:a5535c371f237d819729b0ee466a0db7d5830ae446e8af600d905d27c3461329,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:3f47172771749e94e5246364fb68ae0718cee240584d1d74ff8489750bb8801a,NG-ADM-000089,NG-ADM-CAND-000089,admbnd:nngla:17c0bf152ee60e148833e30b9179f0dcdaf6bb7aa77706824590a12b4b24388a,qualification:nngla:5388659590c5547a618e38a0ffe9d08cb51eee4965670097f4a1ec068609b9e5,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:a8550a96ca2a85fd7038b87084f2210fc3643d01fa8b45afd6b2816a58e9af61,NG-ADM-000090,NG-ADM-CAND-000090,admbnd:nngla:f7364e198b3480bfd5b966d0c04aa065dee3248abee27ed075df146112e4342a,qualification:nngla:2fca3ec5cdf8c97a078ac9ec9b66c965014ecade178c19987ee323fe4de246a6,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:77221819aa5fe92033d7b118360f34f7dfc87609d99242abd8e92b5b78696c40,NG-ADM-000091,NG-ADM-CAND-000091,admbnd:nngla:d263039d6c3067a2a0967a118e33da71a19e874913551fbb2068b8955458de04,qualification:nngla:07124d4a774da33345d10fa5870403d53fd579be576f0d27f5a84f170e6cca16,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:cac888e8fcc34f87f1fa17e628f77647cbc81e56f9a94122660e966f138d302c,NG-ADM-000092,NG-ADM-CAND-000092,admbnd:nngla:450eacf7e8d5d4cad0cc56bee8f1f83c7ad9b7242607a5813943b3fedf9779b6,qualification:nngla:7d10090aa497aae9c55f96451fe399caec46c461257d6d78681999a19fd1ab1c,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:3c09f28a89a1c7940d4382e61953e05c6130dce4aa0c2bf382e37ce2d3a8e4c6,NG-ADM-000093,NG-ADM-CAND-000093,admbnd:nngla:170fadd53278a75ef9a9d46e99c8b154c681d3784b0548e06b7da0207ba94de7,qualification:nngla:3958f93465b6f2276655cc4293735146b10725952288493803da54cbfa20d1ec,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:7216c4bf1de708a0f232760c921ad081674cb19ccd4cdf2211ffc772dc10f8c2,NG-ADM-000094,NG-ADM-CAND-000094,admbnd:nngla:f5ebc5ee85f1f7f80abad20cea7d3a23cc9cbd18d8bb6eb0ec711df9f79529d8,qualification:nngla:056527b480ac6d36fa973960554d1816aceba923194090a2db92f987f008bd52,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:912041f099b0120e9f3e09e3fd81abfb37d26a899ea360fdc959ed250bf28745,NG-ADM-000095,NG-ADM-CAND-000095,admbnd:nngla:63056ced5445b5ca39244f96a89517eabf1981788cceff9acca7bde22142db20,qualification:nngla:fd56927ca4ec214155707e560e18d6e0a1139a86cea0d484423daf7a44e3dd8c,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:741ebbc5ae184fd54ef746af4544ea184b5546aa3df6de5c61363034147ba21a,NG-ADM-000096,NG-ADM-CAND-000096,admbnd:nngla:cd9cc9e4dee0b04dcae0497d01dfdaf2baa91e5b8938a5a55a0e02ba5e3b5730,qualification:nngla:7ace4a58e545958717e4567285fab15d4bfe59d2721f4db6711c27817355afcc,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:da4d7d938f3536b826d51a5a41667d5b6d72a8e8e2f4c16130f4e8ef1a68a856,NG-ADM-000097,NG-ADM-CAND-000097,admbnd:nngla:2c7cfe98f9ddc40b748cd346a9b42155fea279212f9e74cc1287d862ce8b8ac8,qualification:nngla:12ae049d612d9586db449b90ab2a7ac55a107ee2503910ae4f5275c8333a7370,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:9c2ef0e96fe4b78d0dfee3bbce949831a7e040fcc447a28dd4c2d9fcfa707cbb,NG-ADM-000098,NG-ADM-CAND-000098,admbnd:nngla:c884f7f86eed10818c61ebb4e6b0b5d264c792b73fb3ac1f28e12618b0787bb1,qualification:nngla:2df63071cc20dc81c9f8f5debbcac5513c0746429775a7a8e3f4ff7b6ef86d7b,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:f9d972e3d3e172cd99c240e1d6cfe0bf4dcd2ef3bd4cc17aeb92555c31669c6a,NG-ADM-000099,NG-ADM-CAND-000099,admbnd:nngla:35205357e9972681045c093bd119e19c668e23626d03b8bae7acf9041e4d4062,qualification:nngla:ed6751e75f67569be5157e356e5c0d17222fb74ef6651505d67ac41dfa32e68e,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:54a60b1cee67d71272c94153cea7315ec967baff64f6f902774288c4b00e39b6,NG-ADM-000100,NG-ADM-CAND-000100,admbnd:nngla:83430557df49fff6bfb71da99fbaf65ce330d3312efeb5132c375c2bcabf8e2c,qualification:nngla:38d63267f64a9b7a2e263e628f7cee0a84945c8f4d21588f412eafb64f3ac061,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:bed476ab3597a033b075c3d089c411fa4a9a342332d76e5c2008107880c25130,NG-ADM-000101,NG-ADM-CAND-000101,admbnd:nngla:a5aaf1c0af4527c769796c50b7e9d699517fd8ca87fbe50c5a29ab17ffc9803c,qualification:nngla:be7fe15accbc326ceface1808e4850dd52c31000749a240104a9185da05495a8,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:d38589948e5c9342400af5e8f4e16b5480504ea271994fbddfca59007f7c4083,NG-ADM-000102,NG-ADM-CAND-000102,admbnd:nngla:04983e61cf54666e40b631fde51907fec3471ce934491ec16337acd1c91dfa20,qualification:nngla:cd904ce2836b66ce92ded8ef431349f28223bca62d06da2dec90d09012373e04,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:c85228526e232a5cccee40d369a1dcd043f74b888e68f458bec3c799abcfecdf,NG-ADM-000103,NG-ADM-CAND-000103,admbnd:nngla:e13d0762ab537dec121bf620df4f92753112580673f2878cf49e04a6bd25e501,qualification:nngla:bf05995716d4fec8f01269d2f9e2e8aa07b82ba71b4076993931ef9db45eeacc,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:45d7a0f70db7a6b81b56df83a2710363c85488f44da3ecbfa6505be43ab38969,NG-ADM-000104,NG-ADM-CAND-000104,admbnd:nngla:830d5ed14b8e6f452db2bc070f0fd83ed1caacea0df4530836f07db07554dacc,qualification:nngla:10174a50fc8d2e1a03f7b5121c63572f5e801cb03ffbd4269f7463019586e66b,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:7ce99cc6cf74549d2df9bbd1fc4a10882a1f0d214ac9462d686b97dee3e6787b,NG-ADM-000105,NG-ADM-CAND-000105,admbnd:nngla:1446a9508e00643b0a84f81ba8cf91673098c8bb4bbf8f090a9d05fee168dab1,qualification:nngla:4191f32fda37aae9134325a20cf58aae9a526296db907a075e0a0a1816bd5651,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:882fba7b479fa854539fc4f2c08d4b3fc3040a008f6166aa830bb48675eacf09,NG-ADM-000106,NG-ADM-CAND-000106,admbnd:nngla:07cd35f78fe14c937c331da9dccb5f0f8419e12aa6d4f542e4b63f4fb697c0bf,qualification:nngla:0c0cd85505577fc190816219b8a4629ca513cce3fd0e93834f36571f2619bd66,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:d6de64966168c06a02b8f4b91f2c854862af0bb693b69ff7c055f4ca489981af,NG-ADM-000107,NG-ADM-CAND-000107,admbnd:nngla:db3403331c53e4119c1fe2812e39cd0052dacfcf6c04059bc5e912e27f982e05,qualification:nngla:6fc4b60311e9a6593ad56a416330d2e1ceb633983b66b606cd46d2d837362d00,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:15dd0568aea2d1f02bcc30491373337bb8445705d5757451689117c06ac45802,NG-ADM-000108,NG-ADM-CAND-000108,admbnd:nngla:995930a2c8d4b9f13ecbc0f9c1408da7cf5ecad7906998602a35c4822fcc2aad,qualification:nngla:8baa1cb834d9d7261ef26de7745282b5379da4ff2eaef0ce4817db0bab144dad,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:73166c49352a219006346545f1955cb2afc0dc54d99cbf530067a410bb709cc2,NG-ADM-000109,NG-ADM-CAND-000109,admbnd:nngla:ebd727f0d6b3b019a0700ed93a2f745530004d50d1fca949cf229442870eada4,qualification:nngla:3a92b2c3d23136314fc55fd8a7b969cb155739e44c1e2969cb03bb2b10e10a95,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:865079832f59ebd60d12131457f23a59cc8c8f2a71e71ecbbca88580c29adcfa,NG-ADM-000110,NG-ADM-CAND-000110,admbnd:nngla:bf4426dd76839f8b37b597c3f2f52fb1cfc77acd8c4aff4794773fcd610b2671,qualification:nngla:212bf487b08ea7eaf997236ca3b46ada113b4883cb20d3bdf5c102d95c0521da,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:d20f50b9acd91b990265ce506381054e5a9b0bc6851f69ceb50d95f8b0bc1485,NG-ADM-000111,NG-ADM-CAND-000111,admbnd:nngla:124a2d2e23a87bff46a4d168d0cdbdbccd04dab6951a2112807ff2888d4c4b0a,qualification:nngla:0c94e8334a7b916403d0b859b20e9d2a347167adef227e68334c96407df41a39,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:a05a73c3af4d62b9fba3ec3cd9541edb9e4a702d71c4cf050a22b924e578b542,NG-ADM-000112,NG-ADM-CAND-000112,admbnd:nngla:ec4e75a2f8d358b8f7aa02f4d4c3cabb0f998aec9f5b46a17eac2f7e7795dd2d,qualification:nngla:081af73f644c79d7fad457b85568fe8567cb4bf3da7022be0cb5650054f00a57,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:e44bb15f86b694d708f5cdefe7cdb46616a7e33adc02ad54147f30bf8599655a,NG-ADM-000113,NG-ADM-CAND-000113,admbnd:nngla:ec27ee6966f527642ce6535f2510c4ee656ad61d6712d6408650e00a5393a847,qualification:nngla:ac9c8b91a1a2db39f891af9ebc4c19421cdbfd474e94af99453f23295703d9ff,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:d593f487bf055d09ea85f33a71d83a7e45c91c6f09e54fa5672dbdaf29f4bbb8,NG-ADM-000114,NG-ADM-CAND-000114,admbnd:nngla:a842032a194ed7b72cec876cb85ea4fcc4dfbb170882e259201303706c51832b,qualification:nngla:4e21c4e905958ac474b63f57ee511574071bb6f39fdc5e7a71287c15aa85c906,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:b9a2ab2b2823ef4b5d0148a2a2055babac1f4057a18d832655d03b3227e5d72e,NG-ADM-000115,NG-ADM-CAND-000115,admbnd:nngla:08aff91cf7b26af42de1cf72affef1e3f650ec5e5d4f90fa223de8f1d715e286,qualification:nngla:7328ceec58d04b40095f23b66e861d95a2d227190970c5c9ebf73ea4dbce3401,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:17bb60c0fb6474002c7ac7f1ed65756cdc02ffe1b3624f38b5db61911feffac2,NG-ADM-000116,NG-ADM-CAND-000116,admbnd:nngla:314780b85a9c1f753eac4267154d7f4de2396594303aa29e4d2db4d2db1cd4b6,qualification:nngla:c7c3ccd9f7f407b0f660ce553b73f533bd221eb15f4b930f41983b75181b66ca,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:906cab404ddeae46b52c835beb3142b945860231698d38e000a2deb2e033a641,NG-ADM-000117,NG-ADM-CAND-000117,admbnd:nngla:18b021365850f4ab9ee61929fbb5e4163c358cd5d5fe6ce645988e2ba9b9c621,qualification:nngla:7bf9778fbe16bf358052e4d82f8cf082c9c57e046129b56e4a17f0d57ca584c7,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:f79e816b15b8d459fb9c13e4d71672d0deed16827de2492f162a4b580475854e,NG-ADM-000118,NG-ADM-CAND-000118,admbnd:nngla:77ae407399441934c6173b95b426a544f8cea1b5a966a56f8e3942f2c0c12655,qualification:nngla:021a76dcf24d4a23fb8e91904b22313778ef866957719ff1ce34e9270492d5b5,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:9fe0d684538c3da8806f495df3dc66be9ce6c192a8b506ab41f35f217c6a9d61,NG-ADM-000119,NG-ADM-CAND-000119,admbnd:nngla:35facb9c34ec17116255a6fe6eba91773da79449a31ea333c1aaff871d7666e6,qualification:nngla:7d23c8682e5439fb0eb525ad662ade685ed9f11d8fe55b8ee24c87a5d65bdf6e,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
