source_place_code,place_id,place_type_code,region_code,reference_point_status,reference_sovereign_part_id,supporting_spatial_point_id,footprint_status,footprint_candidate_id,point_only_reason,parent_spatial_evidence_status,parent_footprint_relation,sovereign_containment_status,geometry_identity_separation_status,administrative_legal_boundary_status,publication_status,overall_qualification_status
NGP-000160,NG-PLC-000160,VILLAGE,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000794,POINT_ONLY_EXPLICIT_EXCEPTION,,POINT_ONLY_NO_JUSTIFIED_SETTLEMENT_EXTENT,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000161,NG-PLC-000161,VILLAGE,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000794,POINT_ONLY_EXPLICIT_EXCEPTION,,POINT_ONLY_NO_JUSTIFIED_SETTLEMENT_EXTENT,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000162,NG-PLC-000162,VILLAGE,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000831,POINT_ONLY_EXPLICIT_EXCEPTION,,POINT_ONLY_NO_JUSTIFIED_SETTLEMENT_EXTENT,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000163,NG-PLC-000163,VILLAGE,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000831,POINT_ONLY_EXPLICIT_EXCEPTION,,POINT_ONLY_NO_JUSTIFIED_SETTLEMENT_EXTENT,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000164,NG-PLC-000164,MARKET_CENTRE,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000833,POINT_ONLY_EXPLICIT_EXCEPTION,,POINT_ONLY_NO_JUSTIFIED_SETTLEMENT_EXTENT,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000165,NG-PLC-000165,MARKET_CENTRE,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000797,POINT_ONLY_EXPLICIT_EXCEPTION,,POINT_ONLY_NO_JUSTIFIED_SETTLEMENT_EXTENT,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000166,NG-PLC-000166,MARKET_CENTRE,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000761,POINT_ONLY_EXPLICIT_EXCEPTION,,POINT_ONLY_NO_JUSTIFIED_SETTLEMENT_EXTENT,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000167,NG-PLC-000167,MARKET_CENTRE,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000830,POINT_ONLY_EXPLICIT_EXCEPTION,,POINT_ONLY_NO_JUSTIFIED_SETTLEMENT_EXTENT,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000168,NG-PLC-000168,MARKET_CENTRE,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000830,POINT_ONLY_EXPLICIT_EXCEPTION,,POINT_ONLY_NO_JUSTIFIED_SETTLEMENT_EXTENT,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000169,NG-PLC-000169,INDUSTRIAL_ZONE,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000831,PASS,placefootprint:nngla:5684bc5ea7d1674d92da8eaf54074b72de9d7d1a32c60af1880bf0ef55c12438,,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000170,NG-PLC-000170,INDUSTRIAL_ZONE,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000796,PASS,placefootprint:nngla:4c4940b8a88d955265e33eaaa9ee2d28c4d8b0ff2654acf158aa63855eb06c69,,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000171,NG-PLC-000171,RESORT_SETTLEMENT,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000797,PASS,placefootprint:nngla:5c2d16793d29670dc8cd6c0e31d27ee244262903bf94dbb4b11160cdc247e3ca,,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000172,NG-PLC-000172,RESORT_SETTLEMENT,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000832,PASS,placefootprint:nngla:73d6b857ddecaec81a6d223b29686587a3327b6ae17dd0c8f595f7f403c37d78,,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000173,NG-PLC-000173,CITY,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000283,PASS,placefootprint:nngla:2ac66b26fe41b09645a98cc37b38ffdf8388d4f27f45de533a8d08dbb177e608,,NOT_APPLICABLE_ROOT,,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000174,NG-PLC-000174,MUNICIPALITY,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000214,PASS,placefootprint:nngla:15d461b077d53ce9583ae0ba55c3051688522c86da68069d4ca88ccaa197e622,,NOT_APPLICABLE_ROOT,,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000175,NG-PLC-000175,MUNICIPALITY,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000282,PASS,placefootprint:nngla:4e10a74f70cc187564a1ac5bf023630e576d4e41aac8f8a71342308acbd707f8,,NOT_APPLICABLE_ROOT,,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000176,NG-PLC-000176,MUNICIPALITY,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000317,PASS,placefootprint:nngla:0d04bd964e8e05287b0580fd49fbd3b9ca22bcd1e5b93d2ea44c98e6deda84a2,,NOT_APPLICABLE_ROOT,,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000177,NG-PLC-000177,CITY_DISTRICT,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000283,PASS,placefootprint:nngla:47d696221834f5a25524cf635da141a7ee466c4bdfe626c9e7c186d19970fcdd,,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000178,NG-PLC-000178,CITY_DISTRICT,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000283,PASS,placefootprint:nngla:88f21936e6a9e10cee68dcf520d17801ddc33a6c20ced0ca2804252d6a48a816,,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000179,NG-PLC-000179,CITY_DISTRICT,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000283,PASS,placefootprint:nngla:72bf1dc8bb5c4870a0dd19611a864d5d95ce0698bc19ed389ee7ec175e5e6517,,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000180,NG-PLC-000180,CITY_DISTRICT,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000283,PASS,placefootprint:nngla:72ae3e85faac46f3b30a204bb0496678d4121c78bd94f3bbb559a0ff36e1c133,,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000181,NG-PLC-000181,CITY_DISTRICT,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000283,PASS,placefootprint:nngla:6c1a282968f5cca398fdf886117e926abf800beaf957d110bbc91297d4e454aa,,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000182,NG-PLC-000182,CITY_DISTRICT,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000283,PASS,placefootprint:nngla:dfabac96d1f76a895b39412bb364e0351c76ed90368d8e8f451b85d334668200,,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000183,NG-PLC-000183,CITY_DISTRICT,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000283,PASS,placefootprint:nngla:fbe7b1904fc4c6d0a0ee7a26dd552a8c05181830daab01da1d54789aeb8635f0,,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000184,NG-PLC-000184,CITY_DISTRICT,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000283,PASS,placefootprint:nngla:ef66a72711483ab3cbede5b39fb1b55ff6d77ea3936987177ff167eb79c48553,,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000185,NG-PLC-000185,SUBURB,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000283,PASS,placefootprint:nngla:4884fed7be75916b079b38682c53c77809518d10959402af6d574830223ba86e,,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000186,NG-PLC-000186,SUBURB,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000283,PASS,placefootprint:nngla:0e189b4b4a1299076d6e2187a47a8d028bff5bcc547ba399724b8cf6e22add9c,,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000187,NG-PLC-000187,SUBURB,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000283,PASS,placefootprint:nngla:6ba86a4502944a1a532ab86f96977f1db07be5c3db2df1b8f8c3f6fea922ae8a,,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000188,NG-PLC-000188,SUBURB,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000283,PASS,placefootprint:nngla:68e7f4b7530793c3fdab12aa6222a7fda0cc4194af0a3690185c7104d001d454,,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000189,NG-PLC-000189,SUBURB,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000283,PASS,placefootprint:nngla:fff21c5ea815a1de5d43b3860ebb666bf23d1ebb519a5fccdd6324066ed9cb95,,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000190,NG-PLC-000190,SUBURB,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000283,PASS,placefootprint:nngla:73667ee0a1d8a696f48698f0f4845198d735a03e8bffc733a3e413deb385594d,,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000191,NG-PLC-000191,SUBURB,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000283,PASS,placefootprint:nngla:f5581eb6f27693fb3fd2ee5db8ab444972f2ddddc1ab8bbbb3cd30134fe4fa01,,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000192,NG-PLC-000192,SUBURB,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000283,PASS,placefootprint:nngla:efd633e6e2b5319e8dd2e5878ce4575dbafdbe23542b8cdd96d55e2e90a48b0a,,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000193,NG-PLC-000193,SUBURB,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000283,PASS,placefootprint:nngla:85ce23292df00a711bb64b38415690c4281b37d3142e13404ec2cec592ead898,,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000194,NG-PLC-000194,SUBURB,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000248,PASS,placefootprint:nngla:6d81797a8c74a24c76fc7bd81d2ed74bf86d227682dc75ebde31e789256731c1,,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000195,NG-PLC-000195,SUBURB,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000283,PASS,placefootprint:nngla:4db13f9540d83234799bc0b161432e9f592fac1471dd8792fe5b221595e761f1,,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000196,NG-PLC-000196,SUBURB,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000283,PASS,placefootprint:nngla:603af6c3a6a1ea4d371df0e7e165915cb282c2dfab5fe23652dc65d34ba18548,,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000197,NG-PLC-000197,TOWN,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000247,PASS,placefootprint:nngla:420a2c58507f896e24688db2be9994787a49aa44e57d8194f9511d2bfa42b603,,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000198,NG-PLC-000198,TOWN,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000215,PASS,placefootprint:nngla:24a97cc61a4179ec9062558fa18634f2060777b54e704e71c1cc8e9a262b245c,,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000199,NG-PLC-000199,TOWN,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000247,PASS,placefootprint:nngla:7f408f6dbaa791cf78ae69ffdc49ff4b5bc8b9bba36eaa8513fd2e9e06c49f77,,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000200,NG-PLC-000200,TOWN,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000214,PASS,placefootprint:nngla:5b9470a00ae0af0651c4de25921495d5e6eddccc3cb26162b3ad0f31c15f42e4,,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000201,NG-PLC-000201,TOWN,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000249,PASS,placefootprint:nngla:44c7abfbb706331d970e9fb2fd3f7b15cea41e6df4a5fa55d7cadbe3fc20650d,,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000202,NG-PLC-000202,TOWN,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000281,PASS,placefootprint:nngla:e1a0b3868fd256f809d0c54da1cace345f0cf4b0190abc2bf75d98a68faba987,,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000203,NG-PLC-000203,TOWN,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000246,PASS,placefootprint:nngla:72f98a933190fbee26d568a0880aa72dfd5cb83dc452f9b78b452accf35ec771,,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000204,NG-PLC-000204,TOWN,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000281,PASS,placefootprint:nngla:6dfdcf9affb8d273e2245b808c76287ac8e80042cd631238fba234efc18a8b00,,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000205,NG-PLC-000205,TOWN,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000246,PASS,placefootprint:nngla:86e9bf318e34fe30f860be70a94fc7f4a20c1071c7c75efb7814af247c9822e6,,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000206,NG-PLC-000206,TOWN,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000283,PASS,placefootprint:nngla:67fa6ea32f637013f3516d6f0b4dd065de43f6995811c08552b30d4b1dcf0521,,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000207,NG-PLC-000207,TOWN,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000318,PASS,placefootprint:nngla:8461a16331edfba85bd2e21cdcb3be9776af9a4ec33d2f128f308ea1e74a459a,,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000208,NG-PLC-000208,TOWN,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000352,PASS,placefootprint:nngla:a7aa376d082c8ee6528222e008890a0065a501d153096a9c60c662e1b0f53f50,,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000209,NG-PLC-000209,TOWN,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000282,PASS,placefootprint:nngla:9deb4abbaf0b5ae7373be08e7d6f4cde19f0b30e0e517f9d1943aa7bfb71148f,,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000210,NG-PLC-000210,TOWN,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000317,PASS,placefootprint:nngla:e7506d4faced8c3674777ecfb9fa4c60e683f185563e4ecefe833a0287433c84,,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000211,NG-PLC-000211,TOWN,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000351,PASS,placefootprint:nngla:ac9a77122855d5021fe63d1a855c09b70dd4fe6f28f95c661bb2030b5d0ef7bc,,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000212,NG-PLC-000212,TOWNSHIP,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000248,PASS,placefootprint:nngla:74e75d309fc2862d79294df4e12c07c094cdb98d553de37b3d10d02fc9c578e6,,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000213,NG-PLC-000213,TOWNSHIP,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000248,PASS,placefootprint:nngla:dc030b40d1ea0e61b3930e203c80370fee37783e1d0528c797b61556da18dd62,,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000214,NG-PLC-000214,TOWNSHIP,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000213,PASS,placefootprint:nngla:cf16264181f1a7af15e12da0e0b5db78cc600122b4cedfe68fb0e12901e58223,,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000215,NG-PLC-000215,TOWNSHIP,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000247,PASS,placefootprint:nngla:903861a08d2a3136d608b4df31bbb022325afb459cbb3aeace34693c3d44c58d,,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000216,NG-PLC-000216,TOWNSHIP,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000282,PASS,placefootprint:nngla:8ad3cdd79d98007a9a0dbb08e170f9cc592d2ca8c0ab91e882b4ee5022e9ce3a,,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000217,NG-PLC-000217,TOWNSHIP,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000247,PASS,placefootprint:nngla:9665fdeff4bda3654f150b2505ca8d637fbe0d28c63a6456cdd7e187be53f467,,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000218,NG-PLC-000218,TOWNSHIP,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000317,PASS,placefootprint:nngla:161b7c6eac9565edc6ecf16bebf3ec64015f298f0047bf851b5621b555e2962a,,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000219,NG-PLC-000219,TOWNSHIP,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000317,PASS,placefootprint:nngla:f937214117aefdf9e9af912eee060ecad2bec9a23ce13ea8dd1b46df673433c5,,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000220,NG-PLC-000220,TOWNSHIP,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000317,PASS,placefootprint:nngla:c5983d741637533dba2e4c2d23d51757f9096a7a7377666e99f7b467c9b83ea0,,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000221,NG-PLC-000221,VILLAGE,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000247,POINT_ONLY_EXPLICIT_EXCEPTION,,POINT_ONLY_NO_JUSTIFIED_SETTLEMENT_EXTENT,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000222,NG-PLC-000222,VILLAGE,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000247,POINT_ONLY_EXPLICIT_EXCEPTION,,POINT_ONLY_NO_JUSTIFIED_SETTLEMENT_EXTENT,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000223,NG-PLC-000223,VILLAGE,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000181,POINT_ONLY_EXPLICIT_EXCEPTION,,POINT_ONLY_NO_JUSTIFIED_SETTLEMENT_EXTENT,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000224,NG-PLC-000224,VILLAGE,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000215,POINT_ONLY_EXPLICIT_EXCEPTION,,POINT_ONLY_NO_JUSTIFIED_SETTLEMENT_EXTENT,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000225,NG-PLC-000225,VILLAGE,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000247,POINT_ONLY_EXPLICIT_EXCEPTION,,POINT_ONLY_NO_JUSTIFIED_SETTLEMENT_EXTENT,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000226,NG-PLC-000226,VILLAGE,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000248,POINT_ONLY_EXPLICIT_EXCEPTION,,POINT_ONLY_NO_JUSTIFIED_SETTLEMENT_EXTENT,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000227,NG-PLC-000227,VILLAGE,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000215,POINT_ONLY_EXPLICIT_EXCEPTION,,POINT_ONLY_NO_JUSTIFIED_SETTLEMENT_EXTENT,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000228,NG-PLC-000228,VILLAGE,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000215,POINT_ONLY_EXPLICIT_EXCEPTION,,POINT_ONLY_NO_JUSTIFIED_SETTLEMENT_EXTENT,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000229,NG-PLC-000229,VILLAGE,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000215,POINT_ONLY_EXPLICIT_EXCEPTION,,POINT_ONLY_NO_JUSTIFIED_SETTLEMENT_EXTENT,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000230,NG-PLC-000230,VILLAGE,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000249,POINT_ONLY_EXPLICIT_EXCEPTION,,POINT_ONLY_NO_JUSTIFIED_SETTLEMENT_EXTENT,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000231,NG-PLC-000231,VILLAGE,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000281,POINT_ONLY_EXPLICIT_EXCEPTION,,POINT_ONLY_NO_JUSTIFIED_SETTLEMENT_EXTENT,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000232,NG-PLC-000232,VILLAGE,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000281,POINT_ONLY_EXPLICIT_EXCEPTION,,POINT_ONLY_NO_JUSTIFIED_SETTLEMENT_EXTENT,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000233,NG-PLC-000233,VILLAGE,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000246,POINT_ONLY_EXPLICIT_EXCEPTION,,POINT_ONLY_NO_JUSTIFIED_SETTLEMENT_EXTENT,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000234,NG-PLC-000234,VILLAGE,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000246,POINT_ONLY_EXPLICIT_EXCEPTION,,POINT_ONLY_NO_JUSTIFIED_SETTLEMENT_EXTENT,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000235,NG-PLC-000235,VILLAGE,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000281,POINT_ONLY_EXPLICIT_EXCEPTION,,POINT_ONLY_NO_JUSTIFIED_SETTLEMENT_EXTENT,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000236,NG-PLC-000236,VILLAGE,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000246,POINT_ONLY_EXPLICIT_EXCEPTION,,POINT_ONLY_NO_JUSTIFIED_SETTLEMENT_EXTENT,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000237,NG-PLC-000237,VILLAGE,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000246,POINT_ONLY_EXPLICIT_EXCEPTION,,POINT_ONLY_NO_JUSTIFIED_SETTLEMENT_EXTENT,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000238,NG-PLC-000238,VILLAGE,NGR-03,PASS,NG-SOV-PART-000001,NG-SPT-000246,POINT_ONLY_EXPLICIT_EXCEPTION,,POINT_ONLY_NO_JUSTIFIED_SETTLEMENT_EXTENT,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
