road_segment_id,road_id,source_road_candidate_id,segment_sequence,segment_role,start_node_id,end_node_id,length_m,geometry_reservation_key,geometry_id,geometry_status,addressing_scope_eligible,runtime_effect_scope
roadseg:nngla:f57a8a6397a45924100cc59f2230a2c0a8f9097e83ac909a196c872d1f5e221b,NG-RD-000101,NG-RD-CAND-000101,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:5ae384dc8a295fee625a0a51068e18a2a551423240cc40e681171879654155bb,roadnode:nngla:cf735c4bcdb9156b79666b5c41ebe0054f48ac4080d01e5cf2a73605c8b631b6,6363.275,p006.7.11.12:road-alignment:NG-RD-000101,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:d58a20fd501a46d80133efa3e550e6f377011a444131da6c580cadf6a3277f9d,NG-RD-000102,NG-RD-CAND-000102,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:5ae384dc8a295fee625a0a51068e18a2a551423240cc40e681171879654155bb,roadnode:nngla:f43a5b5fc26f753765366b3d3fef2aa08cd11c004f009cee9464507e40edeee1,6493.468,p006.7.11.12:road-alignment:NG-RD-000102,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:93c5656c8ab717e1a8f3500de4b9393ce1cc542532e32ab6cf909c3694c4427a,NG-RD-000103,NG-RD-CAND-000103,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:68c4266eb8fe4b3585c56f3b495a452d06a0363a53bbbdc11f0a6d9554f83aae,roadnode:nngla:d93c6b30aadcabe5a51ca123f960cb3553025e3fe496ca8fa53697fd3938dd12,6837.976,p006.7.11.12:road-alignment:NG-RD-000103,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:050b813e1d9c386c84503ce5fa13e8d4142c0efff3b8761b672d179efe99a667,NG-RD-000104,NG-RD-CAND-000104,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:6179448fcfcbece07d897857c8a03cd5e66a36c4aaf2cf2a63a5a9aa1f625f94,roadnode:nngla:9c9d9053ff1de0b4119e34c956c0d19b8bf43e14511343dc932a2aceae540634,6870.900,p006.7.11.12:road-alignment:NG-RD-000104,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:87af05d371b632efb402280a55d9e06b9d168ca06b83109827ac4dd82429f9b6,NG-RD-000105,NG-RD-CAND-000105,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:a7afdb04ac1090157a5da1dd9b8682bd46060147d9a90bfc5d28115497406812,roadnode:nngla:8ede55bcfc223da17c1c713d9280e99d9565aad1add1d04d95f1e656dbb68a41,6938.477,p006.7.11.12:road-alignment:NG-RD-000105,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:698a3f2adca6b7ccf717cf2531ccb11a20481d775f1b4c77c85787baee110cf8,NG-RD-000106,NG-RD-CAND-000106,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:3c8d452d3d168e2a65f7f67f39b27a75086460063ebbe551f041996351a16377,roadnode:nngla:25a9eed2c12e1d777a84c7f79af740f8bd8817f312d49e41383c3e3d449e523e,7344.775,p006.7.11.12:road-alignment:NG-RD-000106,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:58997a2c41ae5c944704654fae0b745711b63406cfb00599eb4e6f4c18574b14,NG-RD-000107,NG-RD-CAND-000107,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:d5e89d04f05ac4915a64fdd4b5ad5ba7d658acbaf2e96b2db610b444e61ddc7a,roadnode:nngla:c7cdc4551b3fe928a019d7501691c0753ff3f446db2fb8a805838811d0bfb16b,7383.684,p006.7.11.12:road-alignment:NG-RD-000107,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:a9203d4a748de0a798d8222cdd12ad69b81225c691aba22e6e69745ed9a33e87,NG-RD-000108,NG-RD-CAND-000108,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:6d02bfa0cc60b3bb2e9a2aeb3fd983014c6e27a8d29a6dd481ee9298676cf786,roadnode:nngla:3cb435ee74ccce715c74186d3557d06c667442a79a66b3b296d5260565e72fa1,7659.133,p006.7.11.12:road-alignment:NG-RD-000108,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:ba26a64aa5d46918f1e068f4e76f6b40478ee357fda083ac771425785a86bc4c,NG-RD-000109,NG-RD-CAND-000109,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:58a57fe21c0612dd35ddccc9a063048b857209e1984aa25ffd8eb506118a5278,roadnode:nngla:ba3182fe8a23ee7429ced244fa094823760d42a332979e97e0c2233d6fe84f8a,8000.001,p006.7.11.12:road-alignment:NG-RD-000109,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:c40eba3d3cecbf30104c9f45fa7ed8fa546a54f676636ee353854ab9a666964e,NG-RD-000110,NG-RD-CAND-000110,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:693d00f7894e15df62f851ec3adc7fc1e1968934153779ab6bead69b5c2f13ff,roadnode:nngla:a7afdb04ac1090157a5da1dd9b8682bd46060147d9a90bfc5d28115497406812,8244.233,p006.7.11.12:road-alignment:NG-RD-000110,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:df3cb8af6e9b7dada9a1882e9ef8fe7739871eb64669bd9ff22610b518181af5,NG-RD-000111,NG-RD-CAND-000111,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:e80343cfa6112310afc4fc3b5f8486dc915cbe530f7fb9e8c5404ff5b030f464,roadnode:nngla:c57f8e13e9ee9ea25a31402936e5294e8def5819ff11ece2a73038e3211f7587,8616.595,p006.7.11.12:road-alignment:NG-RD-000111,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:91614603f7b4eb6427d8c1320065e8e9102207cf38b8b2fb51fe2cca5aea59ad,NG-RD-000112,NG-RD-CAND-000112,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:e707dcb3750681d827771d16b505fc4ec9660700485f5195871713d216f77c10,roadnode:nngla:6b9d078c81165b4004f121932210d5774a60e62c1d39dbea9e29fe553121ea30,9230.038,p006.7.11.12:road-alignment:NG-RD-000112,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:6f4014f4f9178da78665e2456eb0e782fd3ea5de58f3a5e195a929bc0b9075b9,NG-RD-000113,NG-RD-CAND-000113,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:2a9925eb375dcfcd5389f22c4e5e24f5fbc523477cd7ca75e890214a19cdf6e2,roadnode:nngla:ff6660a31760a091ad52adcc313cba22fd4c00d6182dcfab1b61df04a7069a76,9484.884,p006.7.11.12:road-alignment:NG-RD-000113,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:a1f17d9f2785d3267e7f050eb7e4975857b8fbfcfc82817bed0dedbc6cb88737,NG-RD-000114,NG-RD-CAND-000114,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:983e4d52877f1a20cdb34900ee07106ec80e10f48f74cdbc0e1b628106126aff,roadnode:nngla:cb5a6aa8e51c9b1b0a0f437a066c73c14db2078230caea398bba89c365a7671d,9595.831,p006.7.11.12:road-alignment:NG-RD-000114,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:e2c5bc5df16e5ca161bf23517cdf2b4948ac421a6612a84a7d6fc44acb210e35,NG-RD-000115,NG-RD-CAND-000115,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:921066178be84ba69d9c9862811b3dad332556c3d80ce39c8f833cee5d95a745,roadnode:nngla:3c8d452d3d168e2a65f7f67f39b27a75086460063ebbe551f041996351a16377,9717.491,p006.7.11.12:road-alignment:NG-RD-000115,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:c750364c638c93bcf18f3e452ed7ebc47a3f64498ae55a6eca044df028a445c2,NG-RD-000116,NG-RD-CAND-000116,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:b2db786febde990d3f6422179a0be994ca345fb8daa9c62a9ff3999d69e8321e,roadnode:nngla:ddd4f721cb9f52de0e32e957b6f84805f153b3cff30f1c16eb5e3578ec7c1b69,9836.348,p006.7.11.12:road-alignment:NG-RD-000116,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:a3cd5d4022566ce2f3005fa9f505545f0b25f09e0ca30a992c2258ad299cd8a4,NG-RD-000117,NG-RD-CAND-000117,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:ea1200e331b57d3c18d6160b3313dea61115ebc38df9e7c8f10025592a8ba140,roadnode:nngla:303640fe0cd768012f25ee45691713330e7c8bcc86ddde558414adf8964be432,10004.578,p006.7.11.12:road-alignment:NG-RD-000117,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:48ff58fb9bb0c57877744dca158a7a3abcbb1a3c81b56fdc3d0cf4d55636fc5b,NG-RD-000118,NG-RD-CAND-000118,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:01bb9ddaad87e6e462c5e4cb0117fb1206d1dca4ded4459d25f4520e163744e5,roadnode:nngla:c7cdc4551b3fe928a019d7501691c0753ff3f446db2fb8a805838811d0bfb16b,10137.615,p006.7.11.12:road-alignment:NG-RD-000118,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:de266ee9409c22f87ff336de5557630bed10a965be96ed2cc81fb997da9cd8a8,NG-RD-000119,NG-RD-CAND-000119,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:fb63f3f3d6b673616f2a5fe1b54001ee881e7cb543a8be327b374e885b94918f,roadnode:nngla:a824072ec759573ecd234819b829e3a07c4f761bab3ab7a1d9b975bfccdee71f,10497.904,p006.7.11.12:road-alignment:NG-RD-000119,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:89e1e6c48bc988d567fd37b332341231ef194df7fcb6a7389e46aa7f73929613,NG-RD-000120,NG-RD-CAND-000120,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:6179448fcfcbece07d897857c8a03cd5e66a36c4aaf2cf2a63a5a9aa1f625f94,roadnode:nngla:693d00f7894e15df62f851ec3adc7fc1e1968934153779ab6bead69b5c2f13ff,10564.789,p006.7.11.12:road-alignment:NG-RD-000120,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:4817938a51ea9431882656152ad6e55e8c208a07e0dc977f9d316bbfff57ea93,NG-RD-000121,NG-RD-CAND-000121,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:713a5ba07dc14c0917a004182129ebd1b0ae714ea44d94c97ecb7bb5fd5fd629,roadnode:nngla:87965aa71ffdc7f50dabe3ac6cf2cf8710fd9413e6ff4d3a7b2dc5399e50f527,11003.541,p006.7.11.12:road-alignment:NG-RD-000121,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:d843caf4a2d85a5aa46a661bc293362606e5f4b9538528431e9dadee20bf9f67,NG-RD-000122,NG-RD-CAND-000122,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:129db8c5633b002a5d01263592796a799c74b221659908a7bedf2e1d7287d844,roadnode:nngla:b2db786febde990d3f6422179a0be994ca345fb8daa9c62a9ff3999d69e8321e,11279.482,p006.7.11.12:road-alignment:NG-RD-000122,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:607fb7fea75a52081acacfd3bf42866f6a61a2a4873e3e2bf86ce7e24234da63,NG-RD-000123,NG-RD-CAND-000123,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:58a57fe21c0612dd35ddccc9a063048b857209e1984aa25ffd8eb506118a5278,roadnode:nngla:ff6660a31760a091ad52adcc313cba22fd4c00d6182dcfab1b61df04a7069a76,11646.723,p006.7.11.12:road-alignment:NG-RD-000123,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:ee1e2745b5a9045ed93dadd447ed3de421590237e537ded66be523c3c0c4ea34,NG-RD-000124,NG-RD-CAND-000124,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:af199c2a4afdb2cb289bbf57c6cc42a72aaccf5f01d054b41ed65708dba764a5,roadnode:nngla:713a5ba07dc14c0917a004182129ebd1b0ae714ea44d94c97ecb7bb5fd5fd629,11939.027,p006.7.11.12:road-alignment:NG-RD-000124,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:d3263604cb43d09f4df9bedc8d076bcb694a87a6427e4fbcc7e2b9b82e8fc61e,NG-RD-000125,NG-RD-CAND-000125,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:a824072ec759573ecd234819b829e3a07c4f761bab3ab7a1d9b975bfccdee71f,roadnode:nngla:713a5ba07dc14c0917a004182129ebd1b0ae714ea44d94c97ecb7bb5fd5fd629,12291.748,p006.7.11.12:road-alignment:NG-RD-000125,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:04924a1f5d095c66c2903c59b588cd3f9bf2399e85e81b87397d51d4b3b29d52,NG-RD-000126,NG-RD-CAND-000126,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:ba3182fe8a23ee7429ced244fa094823760d42a332979e97e0c2233d6fe84f8a,roadnode:nngla:99d89e6d7503776a32c5ee057e9c61d83bc76b4f76f8c9de5d53ab93e4ff5c60,12420.531,p006.7.11.12:road-alignment:NG-RD-000126,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:9716535b79c398f1b659a731fe09336b23eb93974e8199b1b536148d363599fb,NG-RD-000127,NG-RD-CAND-000127,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:1a6f29d001a97c392ab116cfa2102add5dd9b65ea1eee18f614c9ea703762407,roadnode:nngla:58a57fe21c0612dd35ddccc9a063048b857209e1984aa25ffd8eb506118a5278,12583.071,p006.7.11.12:road-alignment:NG-RD-000127,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:92373ef52c8ab2bdb2aa05b61bce196dd578318c4c52d98567b52e7132941adb,NG-RD-000128,NG-RD-CAND-000128,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:ba3182fe8a23ee7429ced244fa094823760d42a332979e97e0c2233d6fe84f8a,roadnode:nngla:ff6660a31760a091ad52adcc313cba22fd4c00d6182dcfab1b61df04a7069a76,12740.542,p006.7.11.12:road-alignment:NG-RD-000128,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:dc95b9a6b04ceb724b04e640a392365630bef9fe21bf561cf7a2fc5450135bf1,NG-RD-000129,NG-RD-CAND-000129,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:6179448fcfcbece07d897857c8a03cd5e66a36c4aaf2cf2a63a5a9aa1f625f94,roadnode:nngla:6b9d078c81165b4004f121932210d5774a60e62c1d39dbea9e29fe553121ea30,12882.453,p006.7.11.12:road-alignment:NG-RD-000129,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:5389932c48b4e8f9623222419c731b01651fbf3f35f57eb439c3e01524390049,NG-RD-000130,NG-RD-CAND-000130,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:c57f8e13e9ee9ea25a31402936e5294e8def5819ff11ece2a73038e3211f7587,roadnode:nngla:bc9c810458a6b4471dc61b60a750c379d7803d72ca0771be8a1bc243af0309b7,13165.853,p006.7.11.12:road-alignment:NG-RD-000130,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:a595f20b50fa655b0607dd53bc35d427ab088815e8be859516748196f44dd553,NG-RD-000131,NG-RD-CAND-000131,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:921066178be84ba69d9c9862811b3dad332556c3d80ce39c8f833cee5d95a745,roadnode:nngla:bc9c810458a6b4471dc61b60a750c379d7803d72ca0771be8a1bc243af0309b7,13613.976,p006.7.11.12:road-alignment:NG-RD-000131,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:2b9a01cb49abf9d809553f2da150db29cb939c713b3be9dfcbbc1d9b9a862bab,NG-RD-000132,NG-RD-CAND-000132,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:ea1200e331b57d3c18d6160b3313dea61115ebc38df9e7c8f10025592a8ba140,roadnode:nngla:c23c2fb92cd02626c0c634442698c1f066271605302dea8665a4a564c7f91b3c,13763.625,p006.7.11.12:road-alignment:NG-RD-000132,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:1b043fb4aeba5ea9b66b49a2a9f36f29012fab63aecaa485a87d8a2ad0c24645,NG-RD-000133,NG-RD-CAND-000133,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:c7cdc4551b3fe928a019d7501691c0753ff3f446db2fb8a805838811d0bfb16b,roadnode:nngla:cf735c4bcdb9156b79666b5c41ebe0054f48ac4080d01e5cf2a73605c8b631b6,13858.749,p006.7.11.12:road-alignment:NG-RD-000133,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:af7092503a87ab3dc484cb2b12a10ed8d9fd59c6de6407261e20a58f2cb67b1b,NG-RD-000134,NG-RD-CAND-000134,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:2a9925eb375dcfcd5389f22c4e5e24f5fbc523477cd7ca75e890214a19cdf6e2,roadnode:nngla:713a5ba07dc14c0917a004182129ebd1b0ae714ea44d94c97ecb7bb5fd5fd629,14125.604,p006.7.11.12:road-alignment:NG-RD-000134,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:51f0db428b99368ed90bd4ed5255194a5fdd0ac4654272512a13ebfa8df83f78,NG-RD-000135,NG-RD-CAND-000135,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:f003ca9262bef64c0144d212645900a9ca9102b61eda69ff8a0453df0213fd82,roadnode:nngla:64973e631e197114113117b4cb1b3da1a3c186f2375c6421b7683376e58d1232,14271.825,p006.7.11.12:road-alignment:NG-RD-000135,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:f54b357073279879e20f28d3de6030410cd0f2a3db97fc1a53e90441e2458857,NG-RD-000136,NG-RD-CAND-000136,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:c7cdc4551b3fe928a019d7501691c0753ff3f446db2fb8a805838811d0bfb16b,roadnode:nngla:76f67ab6b35328fad1628052ce32ae6851ec64fa4f35eaa9b5d847cdab29d5c2,14629.707,p006.7.11.12:road-alignment:NG-RD-000136,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:c3426290afea6ac222750681347ecc77923e6bc8a1fe6b93ea1507ce4b2d07d0,NG-RD-000137,NG-RD-CAND-000137,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:e707dcb3750681d827771d16b505fc4ec9660700485f5195871713d216f77c10,roadnode:nngla:6179448fcfcbece07d897857c8a03cd5e66a36c4aaf2cf2a63a5a9aa1f625f94,15378.929,p006.7.11.12:road-alignment:NG-RD-000137,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:c4818a4479e760801a867c9a6e347829b8c1bbd45cf6f0f90d00e522fda70f31,NG-RD-000138,NG-RD-CAND-000138,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:9c9d9053ff1de0b4119e34c956c0d19b8bf43e14511343dc932a2aceae540634,roadnode:nngla:f43a5b5fc26f753765366b3d3fef2aa08cd11c004f009cee9464507e40edeee1,15874.077,p006.7.11.12:road-alignment:NG-RD-000138,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:7d617b491b30aed0e63f36c7a5cc8caea88bdf34cf9fd91a8102bee8637dbffb,NG-RD-000139,NG-RD-CAND-000139,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:3cb435ee74ccce715c74186d3557d06c667442a79a66b3b296d5260565e72fa1,roadnode:nngla:0eb15770f657e3f2a41ebb4716ac0546d01fc0d8b4af7fe6a812fa553194dee7,16063.186,p006.7.11.12:road-alignment:NG-RD-000139,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:6ddd5c2bb67db1338bd3aaea0d795ea316008116e31aba0a261ca2ad7c46ba5d,NG-RD-000140,NG-RD-CAND-000140,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:c63247b738013d8aee2c4eb3d7da8c0fcc12b803733ea05728e72279f8824f75,roadnode:nngla:5e59ddf84bf7811359509d8b91ab3e09777a36f6a30270ae6e379025742ba1a7,16147.276,p006.7.11.12:road-alignment:NG-RD-000140,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:136ded8769450f303380ccf355dc09447a64991dad53efcbf9bc4166ff1aff05,NG-RD-000141,NG-RD-CAND-000141,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:95735b8d2d14ebc3c86bfb1d8726c129a96b70e6c5df6d7f8af970225e367400,roadnode:nngla:5a0dc5e07718fff13e994b6dc3d0f08e1528f4b7e5a38c43e283595bdf5037c5,16725.598,p006.7.11.12:road-alignment:NG-RD-000141,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:ffc8f4ed8afe56210953243ea2b9713ad1f8782df23f3fedeecab6561cbe88a2,NG-RD-000142,NG-RD-CAND-000142,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:cb5a6aa8e51c9b1b0a0f437a066c73c14db2078230caea398bba89c365a7671d,roadnode:nngla:f49cec5d3658dfd0129bd391eed386e7d911135fb65bca5d47c1fed4ea23626b,17346.628,p006.7.11.12:road-alignment:NG-RD-000142,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:bf7976616e58c9f59f039c891e2352c186e9dcee14969774d844c20bfe13e007,NG-RD-000143,NG-RD-CAND-000143,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:5e59ddf84bf7811359509d8b91ab3e09777a36f6a30270ae6e379025742ba1a7,roadnode:nngla:b2db786febde990d3f6422179a0be994ca345fb8daa9c62a9ff3999d69e8321e,17451.916,p006.7.11.12:road-alignment:NG-RD-000143,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:a030222f6856b53af35d113387654f3be83560aca8cad9d50409e4b1745f208c,NG-RD-000144,NG-RD-CAND-000144,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:3cb435ee74ccce715c74186d3557d06c667442a79a66b3b296d5260565e72fa1,roadnode:nngla:bd8ad67809b47a3383d6488f43eba70488a11ac894d5b0a8964b48930fbe9981,18082.156,p006.7.11.12:road-alignment:NG-RD-000144,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:0b51b5ac38a7c1a6f73d0dbc54d6e31a69e42e6474bc3b7b9aaaeea57cfed39a,NG-RD-000145,NG-RD-CAND-000145,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:a75034673e32d6082cd920737593c85540454819e113113d7bf143ac328b2cfb,roadnode:nngla:87965aa71ffdc7f50dabe3ac6cf2cf8710fd9413e6ff4d3a7b2dc5399e50f527,18847.687,p006.7.11.12:road-alignment:NG-RD-000145,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:dbd08732618c6bd0f2bbe63e44bd925999a6fd7cae697b9a77c26601bfae333f,NG-RD-000146,NG-RD-CAND-000146,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:6d02bfa0cc60b3bb2e9a2aeb3fd983014c6e27a8d29a6dd481ee9298676cf786,roadnode:nngla:82d06b9b5e7bc5dcd7d0a27a179f828c51e259113a893723937d164344418ba3,19517.981,p006.7.11.12:road-alignment:NG-RD-000146,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:42cee41f852ba4b5ac79478cec3a7e6692c186443c5c5cec4ffa0d3bbf38d1d5,NG-RD-000147,NG-RD-CAND-000147,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:c7d395edbf2cd02578d7555662e4c6324802a8f0f576390c837f5d255a407655,roadnode:nngla:b310750cb3b8a1332efeacfde90faeb19eecfe71f2c6d6f531fa1c594ebb2419,19818.813,p006.7.11.12:road-alignment:NG-RD-000147,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:8acf408b0f7e6e559228b9a5d8e3e8ff3f09464038114953e1461ac8e26bba91,NG-RD-000148,NG-RD-CAND-000148,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:9c9d9053ff1de0b4119e34c956c0d19b8bf43e14511343dc932a2aceae540634,roadnode:nngla:5e59ddf84bf7811359509d8b91ab3e09777a36f6a30270ae6e379025742ba1a7,20387.252,p006.7.11.12:road-alignment:NG-RD-000148,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:bd9574472ec2862827429c226cb69af2fd8898d762ace00865e5bf4a5f14d1be,NG-RD-000149,NG-RD-CAND-000149,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:6179448fcfcbece07d897857c8a03cd5e66a36c4aaf2cf2a63a5a9aa1f625f94,roadnode:nngla:5e59ddf84bf7811359509d8b91ab3e09777a36f6a30270ae6e379025742ba1a7,20676.088,p006.7.11.12:road-alignment:NG-RD-000149,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:959ebc06adc5e599d58745bbdd910eddde888f918fbc5a15a652b644b39ee2e9,NG-RD-000150,NG-RD-CAND-000150,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:1a6f29d001a97c392ab116cfa2102add5dd9b65ea1eee18f614c9ea703762407,roadnode:nngla:fb63f3f3d6b673616f2a5fe1b54001ee881e7cb543a8be327b374e885b94918f,20968.202,p006.7.11.12:road-alignment:NG-RD-000150,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
