node_id,longitude,latitude,place_id,region_code,node_role,runtime_effect_scope
roadnode:nngla:e8366c89951f3efda296ada9fdebb129ceed674b1d777be1cc7ccd8ae628f175,38.337143000,5.503917000,NG-PLC-000320,NGR-04,JUNCTION,SHARED_REFERENCE
roadnode:nngla:bd4a41970124b1c9eee851a7266dc231897d6f8f94d62584280ae67f5c6e836e,38.368717000,5.456135000,NG-PLC-000321,NGR-04,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:d00574edffcf1d3378751d99c7291974e7d4672ea0dbf093c92c2150092d3fb0,38.552426000,5.311904000,NG-PLC-000322,NGR-04,JUNCTION,SHARED_REFERENCE
roadnode:nngla:14054924e33031e5ad9a23416cfd67f39cc7f5bddecf6b2ded69810c15da2f1b,38.536508000,5.240209000,NG-PLC-000323,NGR-04,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:4dedc2dcf689e92511c5bf404a69c372a856bef90c6bcaecf85a5db9c7556170,38.248703000,5.636653000,NG-PLC-000324,NGR-04,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:0d5ba8ba180697fbf4aab202400840387d0bae23641a0c780a488dd54eb381cb,38.258052000,5.555387000,NG-PLC-000325,NGR-04,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:5eb4428762658d70e0fb61ca56dbb2578f85d92e1f4395d2edbdd5248d88e630,37.514796000,5.448110000,NG-PLC-000326,NGR-04,JUNCTION,SHARED_REFERENCE
roadnode:nngla:7a1f96c7bbc680ed389129a21fc82a107e667b49e9e6135d1d16ac8ae86f2e67,37.607951000,5.457855000,NG-PLC-000327,NGR-04,JUNCTION,SHARED_REFERENCE
roadnode:nngla:405906388ed57e254486c02bffcb52c224a75da57013fa863e56aaa1f35b1ef7,37.852526000,5.677047000,NG-PLC-000329,NGR-04,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:588f32eda2321efd3ce83cca5ddd69dc08cd5b1ce7341c8b219277244b68cb75,37.592262000,5.822460000,NG-PLC-000331,NGR-04,JUNCTION,SHARED_REFERENCE
roadnode:nngla:b50cc10d12bbcbcc93dfa2e4823a83ba6e414d6ab6bf69ff0def710189cad71c,37.552174000,5.793221000,NG-PLC-000333,NGR-04,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:bc28ca0f75a968ef4a6dfb78aa29b4cada73dcfe8dc93d121c21f601a13295a7,38.054531000,5.727162000,NG-PLC-000334,NGR-04,JUNCTION,SHARED_REFERENCE
roadnode:nngla:cbdec5a2fcb35fa71b9b0ab6921fe8e74352141b9e9542c2bfde3df5e9055ddd,38.082569000,5.713014000,NG-PLC-000335,NGR-04,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:362f9b67ac395db60115ccc546b4c3caf8a5766c4fac5b9880b58be9656af844,37.486769000,5.879642000,NG-PLC-000336,NGR-04,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:c4ddcca09fc71d0a5eb1d1f6d3903cd2abfc2b4f9b72c1065282114de3c29a41,37.637873000,5.650982000,NG-PLC-000337,NGR-04,JUNCTION,SHARED_REFERENCE
roadnode:nngla:d1c0d99a76626187ccf1efc99ef211c290ebcc3862aa07bc0b3788f8105475bd,38.505492000,5.408971000,NG-PLC-000338,NGR-04,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:b2d87a4fdc49d4746e1993e6ea152bb4f31e455a5481dac82ce99e558c92619a,38.169614000,5.594117000,NG-PLC-000339,NGR-04,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:8aa13804b14c95506575a3cf73fc9bca2ae5df1556a2cf4ca301a703ecb44bdf,37.607389000,5.715324000,NG-PLC-000340,NGR-04,JUNCTION,SHARED_REFERENCE
roadnode:nngla:a13dff03f3d4e9b9a2f0083149c7021287f6c9b7f0d7bce096090d60350c0f2d,37.973348000,5.073535000,NG-PLC-000341,NGR-04,JUNCTION,SHARED_REFERENCE
roadnode:nngla:2d3e35bba7246ec9ed9fc0f6db57f9e27f55d8e2ee4358a5bc40f03cca042aac,38.296116000,5.724231000,NG-PLC-000342,NGR-04,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:5ce8245617faa4b6a9846f1af7da11d68eaf61740c72cc7d579597b72ea13282,38.640823000,5.332119000,NG-PLC-000343,NGR-04,JUNCTION,SHARED_REFERENCE
roadnode:nngla:5a24c72507d719ec0a6563ddda9a83dbc33461ab36c7611cf53a56e37a7ff127,38.070717000,5.290308000,NG-PLC-000344,NGR-04,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:25f5ef3fe033bf21f430ffab4d921108cf07af67a850c1e9ae34a8248e221f1a,37.660000000,5.092533000,NG-PLC-000345,NGR-04,JUNCTION,SHARED_REFERENCE
roadnode:nngla:8905fe6197975beea2fe4b6f410c560e3b38437b574f073062f7c2260c2573ce,38.118495000,-1.239303000,NG-PLC-000352,NGR-05,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:0dfba702dd8f473a34ce3678edd6f93f8c661ec06c54ae03e54568a052b5cae3,38.068722000,-1.260540000,NG-PLC-000357,NGR-05,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:74df1f5af96388f8b8729943439ce39cbf6846568a6ff72231d9c6ada89a9da7,38.856111000,-1.095873000,NG-PLC-000370,NGR-05,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:0c78f4ddc3126da7b830461f2a35461381772ab801267a9b1fceb2091fab5180,37.547782000,-0.642845000,NG-PLC-000376,NGR-05,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:67345ec987660c5ad88127bdd1dd8c44bf4c0ed6ac625e6410a613a6c073bcd5,37.497762000,-0.906975000,NG-PLC-000377,NGR-05,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:78f44ed59bda48dc1c5b291ec3011a36506f61f42c971b8bd85307d6a9bd142d,37.506410000,-0.562921000,NG-PLC-000407,NGR-05,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:7611d3bb4c44d41819108ae83c9e5132f2a74acf9441c669839ac1acb0bbda1f,37.460838000,-1.105203000,NG-PLC-000413,NGR-05,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:af58bca4d471ff34f098bd85281a2b87110885e92054f4c1a6f6d58af7d7fb4e,38.339581000,-0.371433000,NG-PLC-000418,NGR-05,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:4e31dbcc8d20b1fcf6a7895f28b6d8dfa409c6f361c59b51d5d119a9652748e4,38.429268000,-0.473605000,NG-PLC-000419,NGR-05,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:3c4d48d1e1d82ff5053aa981ab6c8efa185eefdd754addffc72e56233b4ec6aa,38.853557000,-1.078069000,NG-PLC-000424,NGR-05,ENDPOINT,SHARED_REFERENCE
